student_id,cohort,application_date,efc_dollars,need_index,eligible_flag
S201502871,2015,2015-04-24,4684,0.689,1
S201502872,2015,2015-03-22,8971,1.319,1
S201502873,2015,2015-04-26,11357,1.67,1
S201502874,2015,2015-03-20,14453,2.125,1
S201502875,2015,2015-02-20,21211,3.119,0
S201502876,2015,2015-02-07,14006,2.06,1
S201502877,2015,2015-04-25,1545,0.227,1
S201502878,2015,2015-03-09,0,0.1,1
S201502879,2015,2015-03-27,19574,2.879,1
S201502880,2015,2015-03-15,4099,0.603,1
S201502881,2015,2015-04-19,19150,2.816,1
S201502882,2015,2015-04-08,19362,2.847,1
S201502883,2015,2015-02-15,2728,0.401,1
S201502884,2015,2015-02-12,16540,2.432,1
S201502885,2015,2015-03-19,14805,2.177,1
S201502886,2015,2015-02-03,11454,1.684,1
S201502887,2015,2015-02-17,11209,1.648,1
S201502888,2015,2015-03-25,1417,0.208,1
S201502889,2015,2015-04-17,2135,0.314,1
S201502890,2015,2015-04-21,12181,1.791,1
S201502891,2015,2015-03-11,21187,3.116,0
S201502892,2015,2015-03-15,6671,0.981,1
S201502893,2015,2015-02-27,18623,2.739,1
S201502894,2015,2015-04-20,10378,1.526,1
S201502895,2015,2015-04-04,10368,1.525,1
S201502896,2015,2015-03-24,1709,0.251,1
S201502897,2015,2015-04-27,6333,0.931,1
S201502898,2015,2015-04-05,10868,1.598,1
S201502899,2015,2015-04-02,6200,0.912,1
S201502900,2015,2015-04-09,7303,1.074,1
S201502901,2015,2015-02-04,2574,0.379,1
S201502902,2015,2015-03-07,10228,1.504,1
S201502903,2015,2015-04-06,11297,1.661,1
S201502904,2015,2015-02-23,18563,2.73,1
S201502905,2015,2015-03-15,3319,0.488,1
S201502906,2015,2015-03-24,6799,1.0,1
S201502907,2015,2015-04-02,8264,1.215,1
S201502908,2015,2015-02-11,0,0.1,1
S201502909,2015,2015-02-27,7595,1.117,1
S201502910,2015,2015-04-23,26362,3.877,0
S201502911,2015,2015-02-08,14649,2.154,1
S201502912,2015,2015-03-08,18293,2.69,1
S201502913,2015,2015-03-25,15943,2.345,1
S201502914,2015,2015-02-14,4079,0.6,1
S201502915,2015,2015-02-04,23661,3.48,0
S201502916,2015,2015-04-22,19555,2.876,1
S201502917,2015,2015-03-03,0,0.1,1
S201502918,2015,2015-03-20,0,0.1,1
S201502919,2015,2015-03-02,1504,0.221,1
S201502920,2015,2015-03-11,18148,2.669,1
S201502921,2015,2015-04-07,13609,2.001,1
S201502922,2015,2015-04-12,2741,0.403,1
S201502923,2015,2015-03-11,10334,1.52,1
S201502924,2015,2015-03-26,14230,2.093,1
S201502925,2015,2015-04-06,15337,2.255,1
S201502926,2015,2015-03-27,1647,0.242,1
S201502927,2015,2015-02-02,2061,0.303,1
S201502928,2015,2015-02-11,2711,0.399,1
S201502929,2015,2015-04-07,6839,1.006,1
S201502930,2015,2015-03-08,15607,2.295,1
S201502931,2015,2015-04-02,10324,1.518,1
S201502932,2015,2015-03-02,14280,2.1,1
S201502933,2015,2015-03-08,2549,0.375,1
S201502934,2015,2015-03-20,4178,0.614,1
S201502935,2015,2015-02-14,7390,1.087,1
S201502936,2015,2015-04-09,16139,2.373,1
S201502937,2015,2015-04-23,9381,1.38,1
S201502938,2015,2015-04-11,23833,3.505,0
S201502939,2015,2015-02-20,10098,1.485,1
S201502940,2015,2015-02-12,7076,1.041,1
S201502941,2015,2015-03-18,11262,1.656,1
S201502942,2015,2015-03-08,15442,2.271,1
S201502943,2015,2015-03-19,17251,2.537,1
S201502944,2015,2015-04-27,10429,1.534,1
S201502945,2015,2015-04-06,15813,2.325,1
S201502946,2015,2015-04-11,7433,1.093,1
S201502947,2015,2015-04-16,3075,0.452,1
S201502948,2015,2015-04-05,0,0.1,1
S201502949,2015,2015-04-21,21813,3.208,0
S201502950,2015,2015-04-24,11166,1.642,1
S201502951,2015,2015-04-25,5649,0.831,1
S201502952,2015,2015-02-15,13031,1.916,1
S201502953,2015,2015-03-16,8625,1.268,1
S201502954,2015,2015-02-12,7573,1.114,1
S201502955,2015,2015-02-21,8688,1.278,1
S201502956,2015,2015-04-07,3596,0.529,1
S201502957,2015,2015-04-10,31446,4.624,0
S201502958,2015,2015-04-11,0,0.1,1
S201502959,2015,2015-02-04,8550,1.257,1
S201502960,2015,2015-04-10,3982,0.586,1
S201502961,2015,2015-02-23,4870,0.716,1
S201502962,2015,2015-04-16,11092,1.631,1
S201502963,2015,2015-03-10,10142,1.491,1
S201502964,2015,2015-04-16,9300,1.368,1
S201502965,2015,2015-03-01,2833,0.417,1
S201502966,2015,2015-02-04,17145,2.521,1
S201502967,2015,2015-02-08,2110,0.31,1
S201502968,2015,2015-04-04,20823,3.062,0
S201502969,2015,2015-02-16,10634,1.564,1
S201502970,2015,2015-04-12,12593,1.852,1
S201502971,2015,2015-03-05,13296,1.955,1
S201502972,2015,2015-03-06,5855,0.861,1
S201502973,2015,2015-03-09,9481,1.394,1
S201502974,2015,2015-04-19,14131,2.078,1
S201502975,2015,2015-02-02,13773,2.025,1
S201502976,2015,2015-04-08,2963,0.436,1
S201502977,2015,2015-03-23,0,0.1,1
S201502978,2015,2015-02-13,13304,1.956,1
S201502979,2015,2015-03-23,2679,0.394,1
S201502980,2015,2015-02-17,22132,3.255,0
S201502981,2015,2015-04-10,3937,0.579,1
S201502982,2015,2015-04-12,10817,1.591,1
S201502983,2015,2015-04-14,13334,1.961,1
S201502984,2015,2015-04-26,14075,2.07,1
S201502985,2015,2015-04-21,0,0.1,1
S201502986,2015,2015-02-16,13406,1.971,1
S201502987,2015,2015-04-07,18151,2.669,1
S201502988,2015,2015-04-16,10035,1.476,1
S201502989,2015,2015-02-08,27560,4.053,0
S201502990,2015,2015-02-18,11341,1.668,1
S201502991,2015,2015-04-19,4928,0.725,1
S201502992,2015,2015-02-24,8713,1.281,1
S201502993,2015,2015-03-15,13477,1.982,1
S201502994,2015,2015-04-20,10698,1.573,1
S201502995,2015,2015-02-25,10615,1.561,1
S201502996,2015,2015-02-10,1473,0.217,1
S201502997,2015,2015-03-05,4351,0.64,1
S201502998,2015,2015-03-18,11411,1.678,1
S201502999,2015,2015-03-14,4991,0.734,1
S201503000,2015,2015-03-09,8404,1.236,1
S201503001,2015,2015-04-25,398,0.1,1
S201503002,2015,2015-02-12,21603,3.177,0
S201503003,2015,2015-02-12,10847,1.595,1
S201503004,2015,2015-04-17,9354,1.376,1
S201503005,2015,2015-02-19,16108,2.369,1
S201503006,2015,2015-03-27,16608,2.442,1
S201503007,2015,2015-04-01,15131,2.225,1
S201503008,2015,2015-04-01,0,0.1,1
S201503009,2015,2015-03-22,13021,1.915,1
S201503010,2015,2015-03-27,6316,0.929,1
S201503011,2015,2015-03-02,8591,1.263,1
S201503012,2015,2015-03-01,8140,1.197,1
S201503013,2015,2015-03-21,4974,0.731,1
S201503014,2015,2015-03-12,10374,1.526,1
S201503015,2015,2015-02-05,0,0.1,1
S201503016,2015,2015-03-26,13176,1.938,1
S201503017,2015,2015-02-04,20686,3.042,0
S201503018,2015,2015-02-02,11480,1.688,1
S201503019,2015,2015-03-15,17760,2.612,1
S201503020,2015,2015-04-09,10835,1.593,1
S201503021,2015,2015-03-23,13097,1.926,1
S201503022,2015,2015-02-20,15272,2.246,1
S201503023,2015,2015-02-04,14239,2.094,1
S201503024,2015,2015-02-23,21666,3.186,0
S201503025,2015,2015-02-03,10418,1.532,1
S201503026,2015,2015-02-06,4738,0.697,1
S201503027,2015,2015-04-12,13105,1.927,1
S201503028,2015,2015-04-18,17783,2.615,1
S201503029,2015,2015-03-15,3980,0.585,1
S201503030,2015,2015-03-12,6044,0.889,1
S201503031,2015,2015-02-06,0,0.1,1
S201503032,2015,2015-03-18,8197,1.205,1
S201503033,2015,2015-02-20,0,0.1,1
S201503034,2015,2015-04-09,9940,1.462,1
S201503035,2015,2015-04-01,11542,1.697,1
S201503036,2015,2015-02-13,13176,1.938,1
S201503037,2015,2015-03-08,0,0.1,1
S201503038,2015,2015-03-06,12764,1.877,1
S201503039,2015,2015-02-15,15648,2.301,1
S201503040,2015,2015-04-04,3985,0.586,1
S201503041,2015,2015-02-22,21979,3.232,0
S201503042,2015,2015-03-25,19186,2.821,1
S201503043,2015,2015-03-20,24441,3.594,0
S201503044,2015,2015-04-25,2386,0.351,1
S201503045,2015,2015-04-06,18468,2.716,1
S201503046,2015,2015-03-09,16867,2.48,1
S201503047,2015,2015-04-06,11011,1.619,1
S201503048,2015,2015-04-25,13055,1.92,1
S201503049,2015,2015-02-23,458,0.1,1
S201503050,2015,2015-02-11,11148,1.639,1
S201503051,2015,2015-04-13,7606,1.119,1
S201503052,2015,2015-04-26,23099,3.397,0
S201503053,2015,2015-02-07,14432,2.122,1
S201503054,2015,2015-03-17,14738,2.167,1
S201503055,2015,2015-02-27,15834,2.329,1
S201503056,2015,2015-02-26,10115,1.488,1
S201503057,2015,2015-03-19,25216,3.708,0
S201503058,2015,2015-04-25,10640,1.565,1
S201503059,2015,2015-04-17,9647,1.419,1
S201503060,2015,2015-04-20,14754,2.17,1
S201503061,2015,2015-02-22,27814,4.09,0
S201503062,2015,2015-04-13,7249,1.066,1
S201503063,2015,2015-02-10,9205,1.354,1
S201503064,2015,2015-04-11,8353,1.228,1
S201503065,2015,2015-04-06,17344,2.551,1
S201503066,2015,2015-02-19,13016,1.914,1
S201503067,2015,2015-02-07,0,0.1,1
S201503068,2015,2015-02-14,3971,0.584,1
S201503069,2015,2015-04-08,5314,0.781,1
S201503070,2015,2015-02-03,7687,1.13,1
S201503071,2015,2015-03-13,3124,0.459,1
S201503072,2015,2015-03-26,2608,0.384,1
S201503073,2015,2015-02-07,15312,2.252,1
S201503074,2015,2015-04-21,8494,1.249,1
S201503075,2015,2015-03-01,9255,1.361,1
S201503076,2015,2015-03-14,23988,3.528,0
S201503077,2015,2015-03-03,15665,2.304,1
S201503078,2015,2015-03-27,7873,1.158,1
S201503079,2015,2015-02-26,14210,2.09,1
S201503080,2015,2015-02-25,27611,4.06,0
S201503081,2015,2015-03-27,14988,2.204,1
S201503082,2015,2015-02-12,3793,0.558,1
S201503083,2015,2015-03-01,4233,0.622,1
S201503084,2015,2015-03-10,0,0.1,1
S201503085,2015,2015-03-07,7243,1.065,1
S201503086,2015,2015-03-06,10307,1.516,1
S201503087,2015,2015-02-08,13231,1.946,1
S201503088,2015,2015-02-23,5192,0.764,1
S201503089,2015,2015-03-12,16642,2.447,1
S201503090,2015,2015-04-19,18214,2.679,1
S201503091,2015,2015-04-09,5258,0.773,1
S201503092,2015,2015-02-27,5533,0.814,1
S201503093,2015,2015-03-13,13325,1.96,1
S201503094,2015,2015-03-01,15880,2.335,1
S201503095,2015,2015-04-03,15488,2.278,1
S201503096,2015,2015-03-27,6038,0.888,1
S201503097,2015,2015-03-11,16259,2.391,1
S201503098,2015,2015-04-23,6089,0.895,1
S201503099,2015,2015-02-12,2169,0.319,1
S201503100,2015,2015-04-17,3086,0.454,1
S201503101,2015,2015-03-21,14035,2.064,1
S201503102,2015,2015-02-23,14823,2.18,1
S201503103,2015,2015-02-16,4111,0.605,1
S201503104,2015,2015-03-11,6671,0.981,1
S201503105,2015,2015-02-01,11228,1.651,1
S201503106,2015,2015-03-17,17149,2.522,1
S201503107,2015,2015-04-12,3973,0.584,1
S201503108,2015,2015-02-04,12729,1.872,1
S201503109,2015,2015-02-03,2703,0.398,1
S201503110,2015,2015-04-06,6707,0.986,1
S201503111,2015,2015-03-25,12158,1.788,1
S201503112,2015,2015-03-13,0,0.1,1
S201503113,2015,2015-03-13,11477,1.688,1
S201503114,2015,2015-03-03,10366,1.524,1
S201503115,2015,2015-04-15,21057,3.097,0
S201503116,2015,2015-04-12,20738,3.05,0
S201503117,2015,2015-04-21,3998,0.588,1
S201503118,2015,2015-02-21,21983,3.233,0
S201503119,2015,2015-02-23,10002,1.471,1
S201503120,2015,2015-02-19,17700,2.603,1
S201503121,2015,2015-04-03,5686,0.836,1
S201503122,2015,2015-04-13,11365,1.671,1
S201503123,2015,2015-02-27,14323,2.106,1
S201503124,2015,2015-03-16,4640,0.682,1
S201503125,2015,2015-04-24,9104,1.339,1
S201503126,2015,2015-02-26,0,0.1,1
S201503127,2015,2015-03-14,13613,2.002,1
S201503128,2015,2015-02-18,8856,1.302,1
S201503129,2015,2015-03-07,11173,1.643,1
S201503130,2015,2015-04-14,8636,1.27,1
S201503131,2015,2015-03-10,16974,2.496,1
S201503132,2015,2015-02-25,17610,2.59,1
S201503133,2015,2015-04-10,1456,0.214,1
S201503134,2015,2015-02-23,15591,2.293,1
S201503135,2015,2015-02-13,4677,0.688,1
S201503136,2015,2015-02-02,13837,2.035,1
S201503137,2015,2015-04-19,21205,3.118,0
S201503138,2015,2015-04-02,1788,0.263,1
S201503139,2015,2015-04-08,6022,0.886,1
S201503140,2015,2015-04-02,3137,0.461,1
S201503141,2015,2015-02-18,14392,2.116,1
S201503142,2015,2015-04-22,1542,0.227,1
S201503143,2015,2015-02-18,28061,4.127,0
S201503144,2015,2015-04-13,10793,1.587,1
S201503145,2015,2015-02-08,11129,1.637,1
S201503146,2015,2015-02-11,2978,0.438,1
S201503147,2015,2015-04-05,16027,2.357,1
S201503148,2015,2015-04-05,15718,2.311,1
S201503149,2015,2015-02-20,9697,1.426,1
S201503150,2015,2015-04-22,21703,3.192,0
S201503151,2015,2015-03-15,15507,2.28,1
S201503152,2015,2015-03-10,12418,1.826,1
S201503153,2015,2015-02-05,24925,3.665,0
S201503154,2015,2015-02-22,18344,2.698,1
S201503155,2015,2015-04-05,17235,2.535,1
S201503156,2015,2015-02-25,0,0.1,1
S201503157,2015,2015-02-27,13365,1.965,1
S201503158,2015,2015-03-24,7699,1.132,1
S201503159,2015,2015-02-01,13879,2.041,1
S201503160,2015,2015-04-05,18322,2.694,1
S201503161,2015,2015-04-02,1664,0.245,1
S201503162,2015,2015-02-25,21882,3.218,0
S201503163,2015,2015-02-01,8156,1.199,1
S201503164,2015,2015-02-17,23011,3.384,0
S201503165,2015,2015-04-10,9766,1.436,1
S201503166,2015,2015-02-11,20577,3.026,0
S201503167,2015,2015-04-04,9616,1.414,1
S201503168,2015,2015-02-01,19474,2.864,1
S201503169,2015,2015-02-23,4972,0.731,1
S201503170,2015,2015-03-11,5041,0.741,1
S201503171,2015,2015-03-17,12513,1.84,1
S201503172,2015,2015-04-04,0,0.1,1
S201503173,2015,2015-03-21,0,0.1,1
S201503174,2015,2015-02-14,14471,2.128,1
S201503175,2015,2015-04-14,28468,4.186,0
S201503176,2015,2015-03-05,7355,1.082,1
S201503177,2015,2015-03-23,5719,0.841,1
S201503178,2015,2015-04-19,6511,0.958,1
S201503179,2015,2015-04-18,10503,1.545,1
S201503180,2015,2015-04-21,9631,1.416,1
S201503181,2015,2015-03-05,12573,1.849,1
S201503182,2015,2015-03-11,9988,1.469,1
S201503183,2015,2015-03-15,9091,1.337,1
S201503184,2015,2015-03-11,12093,1.778,1
S201503185,2015,2015-03-06,6119,0.9,1
S201503186,2015,2015-04-07,9240,1.359,1
S201503187,2015,2015-03-11,13593,1.999,1
S201503188,2015,2015-03-26,9615,1.414,1
S201600001,2016,2016-02-20,10484,1.542,1
S201600002,2016,2016-04-04,5567,0.819,1
S201600003,2016,2016-03-21,16053,2.361,1
S201600004,2016,2016-03-12,3003,0.442,1
S201600005,2016,2016-04-25,14586,2.145,1
S201600006,2016,2016-02-02,12188,1.792,1
S201600007,2016,2016-03-25,412,0.1,1
S201600008,2016,2016-03-25,0,0.1,1
S201600009,2016,2016-03-26,1473,0.217,1
S201600010,2016,2016-03-01,0,0.1,1
S201600011,2016,2016-04-05,2592,0.381,1
S201600012,2016,2016-02-16,12276,1.805,1
S201600013,2016,2016-03-26,0,0.1,1
S201600014,2016,2016-03-19,44,0.1,1
S201600015,2016,2016-02-04,7317,1.076,1
S201600016,2016,2016-04-22,16003,2.353,1
S201600017,2016,2016-04-13,12405,1.824,1
S201600018,2016,2016-03-10,10852,1.596,1
S201600019,2016,2016-03-25,22488,3.307,0
S201600020,2016,2016-04-24,10944,1.609,1
S201600021,2016,2016-04-13,25666,3.774,0
S201600022,2016,2016-04-20,0,0.1,1
S201600023,2016,2016-03-09,5301,0.78,1
S201600024,2016,2016-04-16,21163,3.112,0
S201600025,2016,2016-04-26,9836,1.446,1
S201600026,2016,2016-02-02,14399,2.118,1
S201600027,2016,2016-02-18,18641,2.741,1
S201600028,2016,2016-04-22,11975,1.761,1
S201600029,2016,2016-02-27,12961,1.906,1
S201600030,2016,2016-04-09,4637,0.682,1
S201600031,2016,2016-02-21,4204,0.618,1
S201600032,2016,2016-04-12,0,0.1,1
S201600033,2016,2016-03-04,11085,1.63,1
S201600034,2016,2016-02-07,24653,3.625,0
S201600035,2016,2016-03-13,13978,2.056,1
S201600036,2016,2016-02-15,24161,3.553,0
S201600037,2016,2016-03-17,16815,2.473,1
S201600038,2016,2016-02-08,19645,2.889,1
S201600039,2016,2016-02-08,6400,0.941,1
S201600040,2016,2016-03-23,11039,1.623,1
S201600041,2016,2016-03-12,6997,1.029,1
S201600042,2016,2016-03-11,19065,2.804,1
S201600043,2016,2016-02-07,2402,0.353,1
S201600044,2016,2016-04-09,12768,1.878,1
S201600045,2016,2016-03-16,7850,1.154,1
S201600046,2016,2016-04-10,12931,1.902,1
S201600047,2016,2016-03-26,8876,1.305,1
S201600048,2016,2016-04-11,10525,1.548,1
S201600049,2016,2016-03-01,9201,1.353,1
S201600050,2016,2016-04-17,5496,0.808,1
S201600051,2016,2016-04-14,9090,1.337,1
S201600052,2016,2016-03-16,5028,0.739,1
S201600053,2016,2016-02-03,7367,1.083,1
S201600054,2016,2016-02-25,0,0.1,1
S201600055,2016,2016-02-26,10232,1.505,1
S201600056,2016,2016-04-26,915,0.135,1
S201600057,2016,2016-03-27,10938,1.609,1
S201600058,2016,2016-02-15,0,0.1,1
S201600059,2016,2016-03-10,4059,0.597,1
S201600060,2016,2016-04-25,9435,1.388,1
S201600061,2016,2016-04-19,13197,1.941,1
S201600062,2016,2016-02-01,4524,0.665,1
S201600063,2016,2016-04-05,2793,0.411,1
S201600064,2016,2016-04-22,9570,1.407,1
S201600065,2016,2016-03-11,15904,2.339,1
S201600066,2016,2016-02-27,7990,1.175,1
S201600067,2016,2016-02-20,16921,2.488,1
S201600068,2016,2016-03-15,1207,0.178,1
S201600069,2016,2016-02-19,8571,1.26,1
S201600070,2016,2016-03-04,10674,1.57,1
S201600071,2016,2016-03-25,11229,1.651,1
S201600072,2016,2016-04-24,11857,1.744,1
S201600073,2016,2016-03-14,21160,3.112,0
S201600074,2016,2016-02-08,2191,0.322,1
S201600075,2016,2016-04-05,13498,1.985,1
S201600076,2016,2016-03-24,13489,1.984,1
S201600077,2016,2016-04-27,3118,0.459,1
S201600078,2016,2016-02-21,3294,0.484,1
S201600079,2016,2016-02-24,23375,3.438,0
S201600080,2016,2016-04-27,11688,1.719,1
S201600081,2016,2016-03-10,8917,1.311,1
S201600082,2016,2016-03-09,8404,1.236,1
S201600083,2016,2016-04-21,5394,0.793,1
S201600084,2016,2016-04-23,22683,3.336,0
S201600085,2016,2016-02-02,11704,1.721,1
S201600086,2016,2016-02-09,14635,2.152,1
S201600087,2016,2016-03-03,6399,0.941,1
S201600088,2016,2016-04-05,567,0.1,1
S201600089,2016,2016-03-24,9265,1.362,1
S201600090,2016,2016-03-23,10161,1.494,1
S201600091,2016,2016-03-21,8326,1.224,1
S201600092,2016,2016-03-07,1820,0.268,1
S201600093,2016,2016-02-05,13627,2.004,1
S201600094,2016,2016-04-13,2957,0.435,1
S201600095,2016,2016-04-11,16532,2.431,1
S201600096,2016,2016-02-14,10058,1.479,1
S201600097,2016,2016-03-02,21202,3.118,0
S201600098,2016,2016-03-11,17961,2.641,1
S201600099,2016,2016-04-13,11441,1.682,1
S201600100,2016,2016-04-08,3156,0.464,1
S201600101,2016,2016-02-06,10424,1.533,1
S201600102,2016,2016-02-19,9844,1.448,1
S201600103,2016,2016-03-07,21460,3.156,0
S201600104,2016,2016-04-05,7593,1.117,1
S201600105,2016,2016-03-01,1607,0.236,1
S201600106,2016,2016-04-07,6819,1.003,1
S201600107,2016,2016-03-27,26363,3.877,0
S201600108,2016,2016-04-16,5023,0.739,1
S201600109,2016,2016-02-07,12981,1.909,1
S201600110,2016,2016-03-15,7587,1.116,1
S201600111,2016,2016-04-27,5265,0.774,1
S201600112,2016,2016-03-04,11527,1.695,1
S201600113,2016,2016-02-25,12265,1.804,1
S201600114,2016,2016-03-24,1161,0.171,1
S201600115,2016,2016-04-11,11651,1.713,1
S201600116,2016,2016-02-08,13450,1.978,1
S201600117,2016,2016-04-20,7365,1.083,1
S201600118,2016,2016-02-23,10053,1.478,1
S201600119,2016,2016-02-22,23499,3.456,0
S201600120,2016,2016-03-15,16687,2.454,1
S201600121,2016,2016-04-07,0,0.1,1
S201600122,2016,2016-03-07,13404,1.971,1
S201600123,2016,2016-04-23,5505,0.81,1
S201600124,2016,2016-03-03,20713,3.046,0
S201600125,2016,2016-03-16,22120,3.253,0
S201600126,2016,2016-02-02,0,0.1,1
S201600127,2016,2016-03-13,14249,2.095,1
S201600128,2016,2016-04-09,9824,1.445,1
S201600129,2016,2016-04-05,10853,1.596,1
S201600130,2016,2016-03-25,20254,2.979,1
S201600131,2016,2016-02-17,27023,3.974,0
S201600132,2016,2016-03-09,6893,1.014,1
S201600133,2016,2016-03-22,15234,2.24,1
S201600134,2016,2016-03-19,3411,0.502,1
S201600135,2016,2016-04-12,4733,0.696,1
S201600136,2016,2016-04-09,12098,1.779,1
S201600137,2016,2016-02-15,7120,1.047,1
S201600138,2016,2016-04-26,7459,1.097,1
S201600139,2016,2016-04-27,4046,0.595,1
S201600140,2016,2016-04-17,11578,1.703,1
S201600141,2016,2016-04-13,6262,0.921,1
S201600142,2016,2016-04-14,6709,0.987,1
S201600143,2016,2016-03-15,10048,1.478,1
S201600144,2016,2016-04-26,22529,3.313,0
S201600145,2016,2016-02-25,6080,0.894,1
S201600146,2016,2016-03-13,12813,1.884,1
S201600147,2016,2016-03-05,11579,1.703,1
S201600148,2016,2016-04-17,8384,1.233,1
S201600149,2016,2016-02-22,10829,1.592,1
S201600150,2016,2016-02-13,18157,2.67,1
S201600151,2016,2016-02-24,1578,0.232,1
S201600152,2016,2016-04-27,0,0.1,1
S201600153,2016,2016-04-22,15297,2.25,1
S201600154,2016,2016-04-25,12936,1.902,1
S201600155,2016,2016-02-08,2594,0.381,1
S201600156,2016,2016-03-18,3015,0.443,1
S201600157,2016,2016-03-19,7837,1.152,1
S201600158,2016,2016-04-12,4605,0.677,1
S201600159,2016,2016-02-05,20667,3.039,0
S201600160,2016,2016-03-13,4167,0.613,1
S201600161,2016,2016-03-21,2888,0.425,1
S201600162,2016,2016-03-17,17023,2.503,1
S201600163,2016,2016-03-08,12938,1.903,1
S201600164,2016,2016-02-25,0,0.1,1
S201600165,2016,2016-04-24,3890,0.572,1
S201600166,2016,2016-04-04,4949,0.728,1
S201600167,2016,2016-04-13,7278,1.07,1
S201600168,2016,2016-02-17,12369,1.819,1
S201600169,2016,2016-03-07,4903,0.721,1
S201600170,2016,2016-04-09,10219,1.503,1
S201600171,2016,2016-03-16,22691,3.337,0
S201600172,2016,2016-04-27,16312,2.399,1
S201600173,2016,2016-02-12,0,0.1,1
S201600174,2016,2016-04-24,4601,0.677,1
S201600175,2016,2016-03-20,16445,2.418,1
S201600176,2016,2016-03-23,11641,1.712,1
S201600177,2016,2016-04-27,7283,1.071,1
S201600178,2016,2016-04-04,3144,0.462,1
S201600179,2016,2016-03-22,2418,0.356,1
S201600180,2016,2016-04-03,20749,3.051,0
S201600181,2016,2016-03-12,8829,1.298,1
S201600182,2016,2016-04-23,0,0.1,1
S201600183,2016,2016-02-22,17152,2.522,1
S201600184,2016,2016-04-26,12669,1.863,1
S201600185,2016,2016-02-15,6549,0.963,1
S201600186,2016,2016-04-02,27110,3.987,0
S201600187,2016,2016-03-09,0,0.1,1
S201600188,2016,2016-03-12,17055,2.508,1
S201600189,2016,2016-02-14,18282,2.689,1
S201600190,2016,2016-03-13,11483,1.689,1
S201600191,2016,2016-04-12,23347,3.433,0
S201600192,2016,2016-03-24,12321,1.812,1
S201600193,2016,2016-03-04,6905,1.015,1
S201600194,2016,2016-02-16,8287,1.219,1
S201600195,2016,2016-04-23,0,0.1,1
S201600196,2016,2016-02-20,4513,0.664,1
S201600197,2016,2016-02-16,6862,1.009,1
S201600198,2016,2016-04-18,2159,0.318,1
S201600199,2016,2016-03-17,20779,3.056,0
S201600200,2016,2016-03-26,6533,0.961,1
S201600201,2016,2016-04-18,14861,2.185,1
S201600202,2016,2016-03-23,231,0.1,1
S201600203,2016,2016-03-19,6186,0.91,1
S201600204,2016,2016-04-11,18278,2.688,1
S201600205,2016,2016-04-26,11507,1.692,1
S201600206,2016,2016-02-20,6676,0.982,1
S201600207,2016,2016-02-11,11746,1.727,1
S201600208,2016,2016-04-11,18160,2.671,1
S201600209,2016,2016-03-15,9935,1.461,1
S201600210,2016,2016-03-10,11890,1.749,1
S201600211,2016,2016-02-25,14087,2.072,1
S201600212,2016,2016-04-27,0,0.1,1
S201600213,2016,2016-02-17,13347,1.963,1
S201600214,2016,2016-04-14,5829,0.857,1
S201600215,2016,2016-03-02,14380,2.115,1
S201600216,2016,2016-04-03,16025,2.357,1
S201600217,2016,2016-03-17,15416,2.267,1
S201600218,2016,2016-02-17,20960,3.082,0
S201600219,2016,2016-03-06,4528,0.666,1
S201600220,2016,2016-03-20,10093,1.484,1
S201600221,2016,2016-03-16,6973,1.025,1
S201600222,2016,2016-02-10,11214,1.649,1
S201600223,2016,2016-04-16,8704,1.28,1
S201600224,2016,2016-04-24,18094,2.661,1
S201600225,2016,2016-03-12,8012,1.178,1
S201600226,2016,2016-02-25,8642,1.271,1
S201600227,2016,2016-04-01,10047,1.478,1
S201600228,2016,2016-04-07,14956,2.199,1
S201600229,2016,2016-02-01,5759,0.847,1
S201600230,2016,2016-04-02,5093,0.749,1
S201600231,2016,2016-04-22,3805,0.56,1
S201600232,2016,2016-02-16,11420,1.679,1
S201600233,2016,2016-02-22,5257,0.773,1
S201600234,2016,2016-02-19,22798,3.353,0
S201600235,2016,2016-03-27,11720,1.724,1
S201600236,2016,2016-03-22,10948,1.61,1
S201600237,2016,2016-02-19,0,0.1,1
S201600238,2016,2016-03-01,8991,1.322,1
S201600239,2016,2016-02-18,10120,1.488,1
S201600240,2016,2016-03-13,15597,2.294,1
S201600241,2016,2016-02-27,15775,2.32,1
S201600242,2016,2016-03-04,11461,1.685,1
S201600243,2016,2016-02-18,8283,1.218,1
S201600244,2016,2016-04-06,0,0.1,1
S201600245,2016,2016-02-16,16398,2.411,1
S201600246,2016,2016-04-08,16567,2.436,1
S201600247,2016,2016-02-24,7528,1.107,1
S201600248,2016,2016-03-14,1679,0.247,1
S201600249,2016,2016-04-23,5958,0.876,1
S201600250,2016,2016-04-07,15105,2.221,1
S201600251,2016,2016-04-21,9781,1.438,1
S201600252,2016,2016-03-24,18240,2.682,1
S201600253,2016,2016-02-21,11242,1.653,1
S201600254,2016,2016-03-11,2663,0.392,1
S201600255,2016,2016-03-15,5575,0.82,1
S201600256,2016,2016-03-07,16007,2.354,1
S201600257,2016,2016-04-05,29428,4.328,0
S201600258,2016,2016-03-10,20547,3.022,0
S201600259,2016,2016-02-21,10716,1.576,1
S201600260,2016,2016-02-12,16637,2.447,1
S201600261,2016,2016-02-08,21041,3.094,0
S201600262,2016,2016-03-03,6497,0.955,1
S201600263,2016,2016-02-01,13844,2.036,1
S201600264,2016,2016-02-16,19999,2.941,1
S201600265,2016,2016-03-16,17714,2.605,1
