graduate_id,cate_match_hat,cate_quality_hat,cate_stab_hat,se_stab
G2018001077,11.1779,0.12631,0.20694,0.03085
G2018001078,7.5823,0.08155,0.13403,0.0246
G2018001079,6.0861,0.05245,0.07584,0.03374
G2018001080,5.923,0.06629,0.09711,0.02855
G2018001081,9.0968,0.10883,0.11653,0.02084
G2018001082,6.466,0.04362,0.09271,0.033
G2018001083,11.6066,0.10877,0.18206,0.03582
G2018001084,12.2371,0.1438,0.18695,0.02953
G2018001085,8.9171,0.08764,0.13104,0.0309
G2018001086,5.3036,0.05269,0.08473,0.02499
G2018001087,7.8483,0.08099,0.13692,0.03435
G2018001088,5.1706,0.05728,0.06807,0.03378
G2018001089,5.2999,0.05244,0.08901,0.02009
G2018001090,5.6976,0.05792,0.1037,0.02704
G2018001091,6.0007,0.0422,0.07837,0.02996
G2018001092,5.9663,0.0561,0.0972,0.02311
G2018001093,9.2714,0.09477,0.15333,0.03403
G2018001094,5.7223,0.07108,0.09261,0.02425
G2018001095,8.8115,0.10442,0.16887,0.02992
G2018001096,5.1477,0.08886,0.07747,0.02035
G2018001097,6.0341,0.06078,0.07341,0.02432
G2018001098,9.9365,0.08449,0.1323,0.03448
G2018001099,9.4909,0.11133,0.13964,0.03031
G2018001100,5.0593,0.06645,0.08132,0.02263
G2018001101,5.9281,0.06045,0.09722,0.03521
G2018001102,9.8417,0.10548,0.14691,0.03027
G2018001103,5.9159,0.068,0.08679,0.02197
G2018001104,4.68,0.06674,0.09864,0.02463
G2018001105,8.5157,0.08233,0.11118,0.02887
G2018001106,7.771,0.08346,0.12076,0.02373
G2018001107,5.028,0.06063,0.0814,0.02252
G2018001108,5.1261,0.0645,0.07356,0.03112
G2018001109,8.3282,0.09318,0.13645,0.03552
G2018001110,6.142,0.07183,0.09657,0.03042
G2018001111,5.3859,0.05559,0.08849,0.02365
G2018001112,4.9026,0.07971,0.09534,0.03492
G2018001113,6.3797,0.0604,0.09227,0.02722
G2018001114,9.0629,0.10869,0.14796,0.02907
G2018001115,4.7119,0.0669,0.09337,0.02261
G2018001116,5.1864,0.05283,0.08025,0.03262
G2018001117,5.7026,0.07314,0.08849,0.03322
G2018001118,10.5992,0.11719,0.15181,0.01941
G2018001119,5.318,0.04581,0.0876,0.0273
G2018001120,9.8534,0.0991,0.15377,0.02167
G2018001121,7.9348,0.0843,0.12006,0.03273
G2018001122,4.9312,0.06932,0.09783,0.03333
G2018001123,4.8315,0.05868,0.08337,0.03307
G2018001124,8.5034,0.09492,0.12575,0.02444
G2018001125,6.1907,0.08224,0.0726,0.02045
G2018001126,5.9385,0.07809,0.07441,0.0242
G2018001127,12.0418,0.12135,0.18819,0.02357
G2018001128,4.7527,0.06926,0.0759,0.02898
G2018001129,9.4256,0.10363,0.15343,0.03152
G2018001130,9.6517,0.11851,0.15971,0.03419
G2018001131,7.6039,0.09609,0.10792,0.03367
G2018001132,12.1146,0.14128,0.2017,0.02172
G2018001133,5.1409,0.05388,0.09794,0.0277
G2018001134,5.6191,0.05486,0.10632,0.03273
G2018001135,8.0243,0.09678,0.12066,0.02896
G2018001136,6.0999,0.05955,0.09081,0.0351
G2018001137,5.4135,0.05202,0.07928,0.0286
G2018001138,8.4568,0.0926,0.13888,0.02187
G2018001139,10.2542,0.09289,0.15098,0.01898
G2018001140,5.6516,0.05981,0.07032,0.01838
G2018001141,7.967,0.08226,0.11112,0.01927
G2018001142,12.1978,0.12683,0.20004,0.03087
G2018001143,5.085,0.06192,0.07227,0.02717
G2018001144,10.6,0.10748,0.15278,0.02471
G2018001145,11.7116,0.13371,0.18163,0.03166
G2018001146,5.9328,0.05707,0.0981,0.02712
G2018001147,4.8242,0.07436,0.07896,0.02491
G2018001148,5.7863,0.05039,0.07985,0.02694
G2018001149,9.4551,0.11712,0.15588,0.0187
G2018001150,5.8006,0.06862,0.05916,0.0217
G2018001151,5.5842,0.05805,0.0903,0.03154
G2018001152,6.215,0.06122,0.10045,0.03427
G2018001153,5.743,0.05428,0.07625,0.03196
G2018001154,5.5152,0.06222,0.09181,0.03502
G2018001155,6.1173,0.0597,0.09905,0.0298
G2018001156,10.167,0.1077,0.15498,0.027
G2018001157,10.3939,0.10865,0.15967,0.03006
G2018001158,5.7075,0.07022,0.08036,0.02905
G2018001159,8.3597,0.0734,0.13267,0.0203
G2018001160,8.3616,0.08388,0.13144,0.01876
G2018001161,5.6231,0.06572,0.07061,0.03562
G2018001162,10.5336,0.09814,0.14222,0.03364
G2018001163,6.1753,0.0701,0.08063,0.02662
G2018001164,8.6047,0.10168,0.1424,0.03153
G2018001165,5.7583,0.06293,0.09222,0.02747
G2018001166,8.9396,0.11891,0.13503,0.03148
G2018001167,7.4355,0.09648,0.13448,0.01898
G2018001168,9.4338,0.1097,0.15006,0.02842
G2018001169,5.4541,0.05934,0.0957,0.02802
G2018001170,9.509,0.1188,0.12734,0.02056
G2018001171,5.1058,0.05844,0.06642,0.02918
G2018001172,6.1146,0.05315,0.08352,0.03432
G2018001173,5.6921,0.05534,0.07289,0.02878
G2018001174,5.1061,0.05464,0.09217,0.0216
G2018001175,7.8124,0.09383,0.13088,0.03214
G2018001176,5.0556,0.05368,0.0846,0.03167
G2018001177,10.2889,0.095,0.14826,0.03587
G2018001178,8.1129,0.09046,0.13892,0.03528
G2018001179,9.2351,0.10963,0.1452,0.0227
G2018001180,9.3992,0.09608,0.14406,0.03346
G2018001181,9.5879,0.10296,0.13821,0.02226
G2018001182,6.0873,0.05623,0.07677,0.0339
G2018001183,5.6724,0.06152,0.08941,0.03159
G2018001184,5.303,0.0447,0.09787,0.0266
G2018001185,5.0598,0.03972,0.07852,0.02811
G2018001186,5.4371,0.05415,0.10865,0.02731
G2018001187,7.9921,0.07686,0.12952,0.02412
G2018001188,5.3137,0.06185,0.08891,0.0189
G2018001189,12.5073,0.14538,0.17696,0.01834
G2018001190,5.1395,0.06938,0.09644,0.03067
G2018001191,5.2039,0.05711,0.07954,0.02351
G2018001192,5.8185,0.03934,0.09354,0.03116
G2018001193,4.9878,0.04978,0.09532,0.03022
G2018001194,4.9686,0.06097,0.10262,0.02101
G2018001195,5.63,0.06259,0.09037,0.03231
G2018001196,6.152,0.06293,0.08589,0.01924
G2018001197,5.4598,0.05554,0.07921,0.0223
G2018001198,4.7797,0.0557,0.08845,0.02838
G2018001199,9.9559,0.10909,0.15082,0.02646
G2018001200,4.8655,0.05715,0.08463,0.02145
G2018001201,5.1796,0.07251,0.08608,0.01979
G2018001202,6.3883,0.05466,0.09026,0.03448
G2018001203,6.2168,0.06523,0.09629,0.01879
G2018001204,5.7242,0.069,0.08614,0.01826
G2018001205,5.0627,0.0521,0.09509,0.02293
G2018001206,6.5779,0.05851,0.07052,0.02915
G2018001207,7.9284,0.08998,0.13375,0.02935
G2018001208,5.2533,0.05279,0.08538,0.03046
G2018001209,9.739,0.09582,0.15155,0.02294
G2018001210,5.9384,0.06583,0.08368,0.0263
G2018001211,8.9653,0.08732,0.12904,0.02485
G2018001212,5.9793,0.05507,0.09778,0.03343
G2018001213,5.3915,0.06726,0.08436,0.03104
G2018001214,8.8617,0.10331,0.15232,0.0247
G2018001215,9.1303,0.07965,0.10334,0.02956
G2018001216,5.0032,0.05308,0.09416,0.02241
G2018001217,4.7765,0.06338,0.10062,0.02811
G2018001218,5.9792,0.0453,0.07908,0.03575
G2018001219,9.6023,0.11018,0.15059,0.03043
G2018001220,5.4777,0.07453,0.09155,0.02857
G2018001221,8.8413,0.09833,0.15754,0.02981
G2018001222,6.0619,0.07414,0.0984,0.0344
G2018001223,8.2769,0.08429,0.12337,0.0347
G2018001224,8.164,0.09958,0.12007,0.03387
G2018001225,5.6495,0.07485,0.08077,0.02541
G2018001226,6.3165,0.06316,0.09755,0.02232
G2018001227,5.3765,0.07508,0.09688,0.03233
G2018001228,5.2028,0.07206,0.09873,0.02914
G2018001229,6.4968,0.05669,0.0933,0.03008
G2018001230,5.1725,0.06154,0.07877,0.03381
G2018001231,5.3384,0.05721,0.09618,0.02399
G2018001232,5.5097,0.06011,0.08245,0.02647
G2018001233,4.9929,0.05566,0.09017,0.03438
G2018001234,10.1731,0.08923,0.13236,0.03389
G2018001235,9.9901,0.11352,0.15373,0.02103
G2018001236,6.568,0.05483,0.07507,0.02773
G2018001237,9.812,0.10661,0.15591,0.02083
G2018001238,5.6889,0.04879,0.07973,0.02316
G2018001239,5.8869,0.047,0.08043,0.0279
G2018001240,6.1198,0.07195,0.11348,0.02074
G2018001241,4.8499,0.08681,0.07414,0.018
G2018001242,5.3979,0.04954,0.07464,0.03212
G2018001243,5.3661,0.05278,0.08697,0.03097
G2018001244,9.9063,0.09541,0.13443,0.03181
G2018001245,12.8174,0.13028,0.20133,0.02271
G2018001246,8.891,0.0926,0.11398,0.03129
G2018001247,8.4758,0.08653,0.12085,0.02321
G2018001248,8.1992,0.07676,0.13643,0.02617
G2018001249,5.8912,0.06392,0.07821,0.03371
G2018001250,5.1257,0.05587,0.08262,0.02896
G2018001251,8.0425,0.09066,0.12691,0.0274
G2018001252,10.476,0.09636,0.15484,0.02342
G2018001253,5.1749,0.07191,0.09535,0.02772
G2018001254,7.6516,0.09488,0.10925,0.02685
G2018001255,11.3723,0.12699,0.17745,0.02181
G2018001256,6.2916,0.06318,0.08293,0.02388
G2018001257,4.7843,0.06094,0.07918,0.02701
G2018001258,5.2418,0.06492,0.10481,0.02592
G2018001259,9.6859,0.11729,0.13744,0.03365
G2018001260,4.9615,0.05758,0.07876,0.03331
G2018001261,11.9343,0.13447,0.19801,0.01975
G2018001262,5.0612,0.05849,0.08398,0.02966
G2018001263,5.5806,0.05951,0.09187,0.03599
G2018001264,5.2104,0.06085,0.10176,0.02992
G2018001265,4.6936,0.05692,0.08698,0.01913
G2018001266,5.8021,0.05808,0.0942,0.02146
G2018001267,9.8678,0.10413,0.15805,0.02897
G2018001268,5.105,0.06435,0.08088,0.02324
G2018001269,9.8874,0.0945,0.13263,0.02532
G2018001270,9.7462,0.10472,0.15999,0.03505
G2018001271,5.2105,0.04707,0.07059,0.02424
G2018001272,5.3807,0.05998,0.10391,0.02017
G2018001273,5.4121,0.05619,0.08128,0.02564
G2018001274,6.0975,0.05199,0.09094,0.03107
G2018001275,10.3004,0.10084,0.16585,0.02792
G2018001276,6.2627,0.0743,0.09458,0.02172
G2018001277,6.686,0.08246,0.09546,0.03368
G2018001278,4.8511,0.06663,0.09555,0.0305
G2018001279,5.2764,0.0502,0.10452,0.02279
G2018001280,9.881,0.10109,0.13752,0.02172
G2018001281,5.4826,0.05557,0.05717,0.03127
G2018001282,5.8855,0.06244,0.0848,0.02177
G2018001283,5.178,0.07174,0.07973,0.02524
G2018001284,5.5455,0.06885,0.07976,0.01933
G2018001285,7.9015,0.08375,0.11793,0.03232
G2018001286,6.4072,0.0766,0.07777,0.03331
G2018001287,5.192,0.05468,0.09754,0.02349
G2018001288,10.4397,0.11675,0.14855,0.0354
G2018001289,5.5203,0.05697,0.08548,0.02616
G2018001290,6.1919,0.06478,0.0945,0.03257
G2018001291,8.4833,0.0828,0.12105,0.03368
G2018001292,5.1766,0.07251,0.08931,0.02312
G2018001293,10.243,0.11715,0.14477,0.03425
G2018001294,5.8384,0.05869,0.07831,0.02454
G2018001295,5.3718,0.04777,0.07757,0.02606
G2018001296,5.6294,0.07557,0.08198,0.02107
G2018001297,13.3375,0.13433,0.20006,0.03542
G2018001298,10.181,0.09985,0.15436,0.02992
G2018001299,7.9123,0.09528,0.11142,0.0219
G2018001300,5.7157,0.0443,0.08747,0.02281
G2018001301,5.681,0.0609,0.10184,0.02724
G2018001302,9.1455,0.08534,0.13749,0.02436
G2018001303,7.3578,0.08551,0.11455,0.0278
G2018001304,5.2376,0.04992,0.07047,0.02532
G2018001305,6.4472,0.04703,0.08462,0.02211
G2018001306,9.5137,0.1121,0.14462,0.02482
G2018001307,7.0785,0.03877,0.0922,0.03128
G2018001308,6.438,0.06642,0.07951,0.02668
G2018001309,5.868,0.04416,0.079,0.02284
G2018001310,6.6243,0.05804,0.10516,0.03157
G2018001311,7.2546,0.08886,0.12489,0.02491
G2018001312,9.2589,0.10353,0.12863,0.03565
G2018001313,6.34,0.05246,0.08988,0.03382
G2018001314,9.6109,0.09991,0.16139,0.02178
G2018001315,9.7871,0.09675,0.16186,0.01863
G2018001316,5.1542,0.06896,0.10059,0.03114
G2018001317,12.6394,0.12492,0.21051,0.03473
G2018001318,5.4747,0.05942,0.06887,0.03267
G2018001319,5.3597,0.0662,0.0811,0.02573
G2018001320,5.3982,0.06177,0.09184,0.01932
G2018001321,11.936,0.13566,0.18539,0.0298
G2018001322,4.7564,0.06399,0.07812,0.02052
G2018001323,12.3926,0.13704,0.17659,0.02588
G2018001324,6.0801,0.03967,0.07748,0.03555
G2018001325,5.0814,0.06589,0.09298,0.02746
G2018001326,5.056,0.0621,0.06193,0.02391
G2018001327,8.72,0.08718,0.11389,0.02568
G2018001328,10.2622,0.10167,0.13233,0.02073
G2018001329,8.2449,0.07986,0.11322,0.02693
G2018001330,6.549,0.05606,0.07993,0.02747
G2018001331,5.3559,0.05876,0.08483,0.02665
G2018001332,5.6385,0.06107,0.06346,0.02648
G2018001333,5.7677,0.04428,0.09204,0.02416
G2018001334,5.9722,0.06253,0.09669,0.03165
G2018001335,8.5661,0.09123,0.12972,0.01983
G2018001336,7.5552,0.1016,0.12273,0.01803
G2018001337,12.1494,0.12225,0.19287,0.03005
G2018001338,5.6672,0.07474,0.10387,0.03585
G2018001339,9.7773,0.11642,0.15629,0.03323
G2018001340,7.5841,0.08863,0.10232,0.03496
G2018001341,6.0615,0.05535,0.09813,0.0257
G2018001342,5.7755,0.05048,0.09427,0.03183
G2018001343,5.7368,0.07557,0.08284,0.02893
G2018001344,9.3784,0.09942,0.14152,0.03232
G2018001345,4.699,0.06845,0.0888,0.01816
G2018001346,5.6075,0.07696,0.10936,0.02472
G2018001347,5.1076,0.0668,0.07414,0.03218
G2018001348,5.1952,0.05756,0.07683,0.03375
G2018001349,5.331,0.06057,0.09013,0.02394
G2018001350,6.3742,0.08253,0.09323,0.03549
G2018001351,4.8003,0.06642,0.08929,0.03347
G2018001352,9.5689,0.11323,0.15874,0.03291
G2018001353,9.5745,0.09769,0.16017,0.02129
G2018001354,6.0054,0.04856,0.09978,0.02043
G2018001355,10.3782,0.11709,0.14123,0.02003
G2018001356,7.5021,0.08393,0.10417,0.02593
G2018001357,8.4278,0.07995,0.11832,0.03349
G2018001358,4.6748,0.06789,0.10308,0.02162
G2018001359,6.0357,0.05851,0.07514,0.03515
G2018001360,5.4977,0.05666,0.08472,0.0189
G2018001361,9.546,0.10192,0.16123,0.02872
G2018001362,5.6864,0.05772,0.09813,0.02576
G2018001363,10.4965,0.09815,0.13768,0.02759
G2018001364,5.0739,0.06873,0.08145,0.02263
G2018001365,4.9764,0.07147,0.10345,0.01888
G2018001366,5.9574,0.05682,0.08749,0.03027
G2018001367,5.7381,0.06004,0.09361,0.03424
G2018001368,6.0031,0.0437,0.08471,0.03482
G2018001369,5.2488,0.05894,0.08173,0.02636
G2018001370,11.4865,0.12954,0.20182,0.01937
G2018001371,9.8751,0.10632,0.1331,0.01933
G2018001372,6.7043,0.06216,0.09034,0.01935
G2018001373,10.9134,0.10033,0.12216,0.03222
G2018001374,9.2521,0.11009,0.16269,0.01853
G2018001375,12.7873,0.13413,0.21193,0.02046
G2018001376,4.8559,0.06965,0.09744,0.02025
G2018001377,5.7023,0.0645,0.09368,0.02763
G2018001378,4.9982,0.04136,0.09016,0.01958
G2018001379,5.2455,0.0649,0.10305,0.02722
G2018001380,5.5141,0.07125,0.06885,0.02469
G2018001381,9.4736,0.0945,0.14678,0.02043
G2018001382,8.2298,0.0874,0.0978,0.01883
G2018001383,5.3522,0.04936,0.07297,0.03421
G2018001384,5.3388,0.0447,0.07317,0.02513
G2018001385,10.3657,0.10598,0.1521,0.0349
G2018001386,12.1314,0.13483,0.19122,0.02963
G2018001387,5.873,0.06304,0.08781,0.02695
G2018001388,5.2369,0.06548,0.07683,0.02303
G2018001389,5.7631,0.08012,0.08899,0.03471
G2018001390,10.0139,0.104,0.14178,0.03599
G2018001391,9.55,0.096,0.16381,0.0344
G2018001392,9.7721,0.10352,0.16463,0.02484
G2018001393,6.3643,0.06634,0.09215,0.03201
G2018001394,5.4854,0.08029,0.10026,0.01954
G2018001395,6.7519,0.05279,0.10742,0.02157
G2018001396,5.7547,0.0594,0.08192,0.03348
G2018001397,5.7597,0.05651,0.09486,0.01888
G2018001398,4.6355,0.05777,0.08455,0.02162
G2018001399,6.3369,0.05372,0.08624,0.02101
G2018001400,5.7241,0.05475,0.07247,0.02368
G2018001401,4.9373,0.05232,0.07572,0.03142
G2018001402,5.549,0.05884,0.09522,0.02715
G2018001403,9.4536,0.09444,0.14258,0.03355
G2018001404,5.8299,0.0667,0.09786,0.02485
G2018001405,9.081,0.07698,0.13492,0.03318
G2018001406,6.3424,0.04955,0.0739,0.02755
G2018001407,6.367,0.09548,0.12438,0.03025
G2018001408,10.6748,0.09542,0.13682,0.03487
G2018001409,6.1244,0.06139,0.08306,0.03107
G2018001410,9.57,0.11355,0.12821,0.0191
G2018001411,12.1895,0.14272,0.19433,0.02553
G2018001412,9.9947,0.08567,0.16136,0.02256
G2018001413,5.3963,0.06359,0.09656,0.03543
G2018001414,5.6562,0.05739,0.09751,0.02892
G2018001415,5.6942,0.06048,0.08281,0.02139
G2018001416,10.5376,0.10194,0.1605,0.03504
G2018001417,4.8836,0.06583,0.09426,0.02959
G2018001418,6.2134,0.06532,0.07753,0.02059
G2018001419,9.7219,0.08732,0.15486,0.02358
G2018001420,5.5173,0.05514,0.08038,0.02133
G2018001421,10.3189,0.09785,0.13293,0.02421
G2018001422,5.4227,0.05336,0.07598,0.02279
G2018001423,11.4525,0.12815,0.21235,0.0321
G2018001424,11.8165,0.11771,0.21021,0.0297
G2018001425,9.2385,0.08495,0.11933,0.0267
G2018001426,5.0261,0.0608,0.05448,0.02495
G2018001427,9.2066,0.12119,0.1489,0.03306
G2018001428,7.7135,0.08881,0.10908,0.03416
G2018001429,5.8921,0.06586,0.09063,0.02963
G2018001430,5.644,0.05679,0.10374,0.03549
G2018001431,8.5286,0.06576,0.11845,0.02776
G2018001432,5.3166,0.05554,0.09145,0.02684
G2018001433,7.7578,0.07634,0.11992,0.02702
G2018001434,8.0285,0.10861,0.13987,0.02754
G2018001435,9.505,0.09174,0.14884,0.03281
G2018001436,4.8399,0.07146,0.09402,0.03354
G2018001437,4.6481,0.05802,0.08305,0.03472
G2018001438,7.8637,0.08251,0.12119,0.03121
G2018001439,5.9022,0.03326,0.09678,0.02173
G2018001440,9.7843,0.11001,0.14621,0.02923
G2018001441,5.0163,0.05419,0.09467,0.02914
G2018001442,6.0218,0.04815,0.08961,0.0208
G2018001443,5.9201,0.06517,0.09613,0.02946
G2018001444,4.8101,0.0768,0.09316,0.0238
G2018001445,6.2313,0.06,0.09866,0.0294
G2018001446,10.3291,0.11548,0.14724,0.03098
G2018001447,5.3374,0.0629,0.08305,0.03461
G2018001448,11.5542,0.13987,0.1935,0.02639
G2018001449,6.0591,0.07399,0.07061,0.02444
G2018001450,10.2909,0.09859,0.13733,0.02862
G2018001451,5.7891,0.06865,0.10611,0.01845
G2018001452,5.3994,0.06994,0.07181,0.02522
G2018001453,8.5506,0.0847,0.09396,0.03189
G2018001454,10.9526,0.11626,0.14673,0.01813
G2018001455,9.5912,0.1026,0.15934,0.031
G2018001456,5.5346,0.05811,0.08663,0.03529
G2018001457,5.4931,0.06674,0.07402,0.031
G2018001458,9.5224,0.10816,0.16078,0.03147
G2018001459,6.349,0.05843,0.08342,0.03124
G2018001460,5.6255,0.05646,0.08765,0.03198
G2018001461,8.4367,0.08341,0.12138,0.03565
G2018001462,13.037,0.11594,0.20132,0.03256
G2018001463,5.8819,0.05881,0.09374,0.02145
G2018001464,5.1591,0.0704,0.1076,0.03563
G2018001465,9.6842,0.09743,0.1433,0.03013
G2018001466,9.6223,0.11106,0.15212,0.01981
G2018001467,7.0843,0.03646,0.05981,0.02633
G2018001468,5.132,0.07819,0.06688,0.02625
G2018001469,4.7071,0.06175,0.08896,0.01923
G2018001470,7.8428,0.08848,0.13095,0.02673
G2018001471,5.5123,0.08554,0.08106,0.0357
G2018001472,10.2965,0.10881,0.14118,0.03318
G2018001473,7.7739,0.07829,0.11052,0.03313
G2018001474,11.9134,0.13234,0.17301,0.03335
G2018001475,13.0663,0.11884,0.18919,0.03556
G2018001476,5.2693,0.07874,0.06908,0.02911
G2018001477,6.0354,0.06396,0.07697,0.02146
G2018001478,5.7115,0.05887,0.08497,0.02115
G2018001479,7.8131,0.09721,0.12164,0.03582
G2018001480,5.6118,0.051,0.07768,0.02734
G2018001481,9.5783,0.09968,0.12516,0.02442
G2018001482,8.1522,0.07322,0.11147,0.02293
G2018001483,5.9127,0.06337,0.09099,0.02314
G2018001484,9.8909,0.11918,0.14767,0.03264
G2018001485,11.6934,0.14209,0.17468,0.02304
G2018001486,5.4468,0.05894,0.09515,0.03275
G2018001487,5.3918,0.04602,0.09755,0.03498
G2018001488,13.0793,0.12972,0.18268,0.03173
G2018001489,9.6919,0.10414,0.14191,0.01993
G2018001490,8.7098,0.08024,0.11889,0.02008
G2018001491,5.794,0.05708,0.09248,0.02294
G2018001492,6.2527,0.05063,0.08635,0.01975
G2018001493,7.2888,0.06956,0.12921,0.02226
G2018001494,5.2685,0.04837,0.06746,0.02071
G2018001495,6.1645,0.06072,0.07346,0.02491
G2018001496,12.5726,0.11911,0.18725,0.02022
G2018001497,9.2381,0.1069,0.14681,0.01938
G2018001498,5.906,0.05684,0.07542,0.02886
G2018001499,5.1487,0.05643,0.07725,0.03578
