student_id,hs_gpa_unweighted,hs_gpa_weighted,class_rank_percentile,ap_courses_count
S201601049,4.0,4.08,21,1
S201601050,2.78,2.9,30,2
S201601051,3.58,3.59,29,3
S201601052,2.61,2.66,44,0
S201601053,3.78,3.83,7,2
S201601054,3.11,3.22,30,6
S201601055,3.54,3.65,43,3
S201601056,2.0,2.08,45,2
S201601057,4.0,4.15,20,3
S201601058,3.88,4.1,28,4
S201601059,3.38,3.58,30,2
S201601060,3.14,3.38,46,6
S201601061,3.19,3.36,38,3
S201601062,3.52,3.84,29,4
S201601063,3.83,3.99,26,3
S201601064,2.5,2.63,51,1
S201601065,3.26,3.44,37,3
S201601066,3.45,3.46,24,0
S201601067,2.32,2.48,65,0
S201601068,3.55,3.95,24,0
S201601069,2.71,3.0,45,3
S201601070,2.77,3.02,30,6
S201601071,3.47,3.59,38,7
S201601072,3.43,3.58,27,7
S201601073,3.06,3.18,26,0
S201601074,2.62,2.68,43,7
S201601075,3.55,3.82,36,3
S201601076,2.65,2.58,64,0
S201601077,3.1,3.23,30,0
S201601078,3.38,3.59,36,7
S201601079,3.46,3.63,34,1
S201601080,4.0,4.24,26,6
S201601081,3.21,3.5,21,4
S201601082,2.9,2.95,35,0
S201601083,2.58,2.79,46,1
S201601084,3.85,3.95,17,0
S201601085,3.9,4.27,22,6
S201601086,3.15,3.3,41,5
S201601087,3.73,4.02,28,7
S201601088,3.87,4.06,31,1
S201601089,3.4,3.56,26,2
S201601090,3.08,3.01,33,6
S201601091,4.0,4.21,9,4
S201601092,2.17,2.3,62,4
S201601093,3.56,3.49,30,5
S201601094,3.38,3.4,23,5
S201601095,2.38,2.55,47,7
S201601096,3.36,3.39,39,4
S201601097,2.86,3.11,41,5
S201601098,3.76,3.78,31,3
S201601099,3.49,3.49,20,1
S201601100,3.96,4.1,29,4
S201601101,3.07,3.21,54,0
S201601102,3.75,3.91,6,1
S201601103,2.47,2.67,56,5
S201601104,3.9,4.01,25,5
S201601105,3.33,3.6,28,3
S201601106,3.5,3.7,45,2
S201601107,3.81,4.04,25,6
S201601108,3.42,3.6,35,2
S201601109,3.1,3.26,43,1
S201601110,2.72,2.9,56,2
S201601111,3.68,3.99,23,0
S201601112,2.81,3.17,36,0
S201601113,2.18,2.46,55,5
S201601114,3.57,3.56,17,4
S201601115,2.92,3.11,52,0
S201601116,3.03,3.3,40,0
S201601117,3.59,3.64,29,0
S201601118,3.37,3.45,39,0
S201601119,3.73,3.65,18,4
S201601120,2.88,3.05,48,0
S201601121,3.28,3.42,31,4
S201601122,2.85,2.96,51,6
S201601123,3.49,3.83,38,0
S201601124,3.1,3.18,32,2
S201601125,3.56,3.72,23,1
S201601126,4.0,4.27,23,2
S201601127,2.78,2.97,53,1
S201601128,1.62,1.79,65,1
S201601129,3.56,3.54,11,0
S201601130,3.31,3.4,38,5
S201601131,3.07,3.09,20,1
S201601132,2.22,2.18,60,7
S201601133,3.15,3.35,44,3
S201601134,3.2,3.32,35,4
S201601135,2.56,2.83,51,0
S201601136,3.07,3.4,63,2
S201601137,3.04,3.1,31,3
S201601138,4.0,4.41,27,0
S201601139,3.71,4.08,23,2
S201601140,3.07,3.22,43,3
S201601141,2.84,3.08,47,0
S201601142,3.9,3.9,26,5
S201601143,3.28,3.56,33,1
S201601144,2.43,2.57,57,1
S201601145,3.42,3.52,15,2
S201601146,3.83,4.0,16,4
S201601147,3.58,3.69,19,4
S201601148,2.81,2.7,35,4
S201601149,3.06,3.16,31,8
S201601150,3.44,3.51,44,0
S201601151,2.97,3.08,53,5
S201601152,2.92,3.15,38,4
S201601153,2.87,2.9,38,6
S201601154,3.43,3.68,9,0
S201601155,3.6,3.65,26,3
S201601156,2.83,2.83,50,1
S201601157,2.51,2.75,40,3
S201601158,3.24,3.31,21,1
S201601159,3.6,3.68,29,0
S201601160,2.3,2.62,35,2
S201601161,2.61,2.83,33,1
S201601162,2.64,2.84,51,2
S201601163,3.28,3.45,28,0
S201601164,3.24,3.14,26,1
S201601165,3.23,3.19,37,1
S201601166,3.24,3.53,50,4
S201601167,3.43,3.66,29,6
S201601168,3.2,3.53,36,4
S201601169,3.13,3.5,47,8
S201601170,2.66,2.75,54,1
S201601171,3.28,3.37,36,6
S201601172,3.16,3.37,31,5
S201601173,2.49,2.58,68,0
S201601174,3.51,3.6,26,1
S201601175,3.86,3.91,22,6
S201601176,2.4,2.47,44,2
S201601177,3.19,3.14,37,1
S201601178,3.47,3.48,32,3
S201601179,3.04,3.18,32,0
S201601180,2.94,3.13,44,2
S201601181,2.67,2.83,50,0
S201601182,2.63,2.63,48,0
S201601183,3.78,3.96,30,2
S201601184,3.36,3.46,23,3
S201601185,3.06,3.21,44,1
S201601186,3.48,3.61,44,2
S201601187,3.05,3.27,40,2
S201601188,3.13,3.39,30,1
S201601189,2.57,2.66,47,4
S201601190,2.47,2.66,54,0
S201601191,3.05,3.4,46,2
S201601192,3.05,3.3,44,5
S201601193,2.88,2.93,56,0
S201601194,3.27,3.26,29,3
S201601195,3.0,3.19,26,3
S201601196,3.07,3.14,41,2
S201601197,3.7,3.85,44,4
S201601198,3.46,3.65,29,4
S201601199,2.9,2.88,49,6
S201601200,2.95,3.09,29,0
S201601201,3.06,3.2,26,1
S201601202,4.0,4.11,29,5
S201601203,3.64,3.78,34,0
S201601204,3.02,3.2,37,5
S201601205,2.94,3.07,49,4
S201601206,3.61,3.6,34,5
S201601207,3.05,3.21,38,6
S201601208,3.5,3.77,38,0
S201601209,2.51,2.6,54,3
S201601210,3.03,3.23,34,3
S201601211,2.64,2.84,50,6
S201601212,2.99,3.02,36,4
S201601213,3.26,3.38,25,1
S201601214,3.18,3.35,38,5
S201601215,3.03,3.25,34,8
S201601216,2.8,2.83,55,1
S201601217,3.08,3.29,38,0
S201601218,3.1,3.18,42,7
S201601219,3.76,3.82,28,4
S201601220,3.64,3.91,27,4
S201601221,3.04,3.16,28,7
S201601222,3.26,3.33,41,0
S201601223,3.33,3.52,23,2
S201601224,3.44,3.66,35,4
S201601225,2.29,2.4,56,0
S201601226,3.48,3.63,40,4
S201601227,3.32,3.47,17,3
S201601228,3.59,3.72,27,2
S201601229,3.24,3.48,38,2
S201601230,3.28,3.47,54,7
S201601231,2.86,2.87,56,1
S201601232,3.33,3.29,27,5
S201601233,3.04,3.24,38,0
S201601234,3.59,3.98,37,0
S201601235,3.34,3.41,23,6
S201601236,3.07,3.19,54,2
S201601237,2.82,2.95,39,0
S201601238,2.76,2.83,47,1
S201601239,3.0,3.21,27,4
S201601240,2.82,2.97,54,0
S201601241,2.63,2.66,50,2
S201601242,3.66,3.79,29,6
S201601243,3.94,3.95,41,1
S201601244,3.19,3.27,38,5
S201601245,3.08,3.09,29,5
S201601246,3.13,3.27,24,0
S201601247,3.81,3.98,35,7
S201601248,2.75,2.77,49,0
S201601249,2.95,3.01,57,8
S201601250,2.65,2.81,39,3
S201601251,2.84,2.84,50,3
S201601252,2.96,3.22,50,0
S201601253,2.85,3.1,29,0
S201601254,2.54,2.63,43,7
S201601255,2.81,2.96,47,6
S201601256,2.67,2.74,57,1
S201601257,3.49,3.6,24,4
S201601258,3.61,3.75,35,5
S201601259,2.65,2.79,54,6
S201601260,3.11,3.29,18,8
S201601261,2.18,2.41,48,4
S201601262,3.42,3.58,37,0
S201601263,2.67,2.85,48,4
S201601264,3.4,3.5,41,5
S201601265,3.18,3.19,38,1
S201601266,3.26,3.43,38,2
S201601267,3.12,3.22,21,7
S201601268,2.86,3.02,53,8
S201601269,2.91,3.19,47,4
S201601270,3.8,4.01,35,1
S201601271,3.27,3.61,43,1
S201601272,3.02,3.02,37,3
S201601273,3.46,3.64,35,5
S201601274,3.05,3.12,29,8
S201601275,4.0,4.08,4,3
S201601276,3.5,3.79,31,3
S201601277,3.72,3.86,24,1
S201601278,2.83,3.04,41,5
S201601279,2.71,2.91,38,2
S201601280,3.8,3.9,29,3
S201601281,2.53,2.65,43,4
S201601282,4.0,4.18,28,0
S201601283,3.23,3.29,34,1
S201601284,3.04,3.17,26,4
S201601285,4.0,4.12,13,1
S201601286,3.02,3.05,43,3
S201601287,2.57,2.85,51,6
S201601288,3.56,3.81,14,8
S201601289,2.88,2.94,33,2
S201601290,3.89,3.93,20,2
S201601291,2.77,3.0,27,4
S201601292,3.11,3.1,37,6
S201601293,3.81,3.95,18,3
S201601294,3.81,3.91,13,1
S201601295,2.82,2.97,61,0
S201601296,3.07,3.25,31,0
S201601297,3.49,3.67,22,6
S201601298,3.2,3.17,22,4
S201601299,3.44,3.56,37,3
S201601300,2.75,2.72,37,8
S201601301,2.96,3.14,36,7
S201601302,2.98,3.19,35,2
S201601303,2.6,2.77,53,5
S201601304,3.69,3.81,25,5
S201601305,2.98,3.18,41,5
S201601306,2.94,3.12,47,2
S201601307,2.75,2.85,44,7
S201601308,3.64,3.85,23,1
S201601309,2.92,2.99,19,6
S201601310,3.41,3.45,31,3
S201601311,3.25,3.42,34,4
S201601312,3.83,3.86,17,6
S201601313,2.69,2.73,33,2
S201601314,2.96,3.12,35,3
S201601315,3.03,3.26,24,0
S201601316,3.89,4.12,22,0
S201601317,3.71,3.97,25,0
S201601318,3.04,3.09,40,3
S201601319,3.24,3.37,28,6
S201601320,3.52,3.74,21,3
S201601321,3.09,3.08,36,3
S201601322,3.16,3.33,30,5
S201601323,3.08,3.17,43,1
S201601324,3.67,3.7,28,0
S201601325,2.97,2.98,32,4
S201601326,3.86,4.11,11,0
S201601327,3.1,3.08,45,1
S201601328,3.54,3.59,25,2
S201601329,2.68,2.82,50,0
S201601330,3.06,3.16,24,2
S201601331,2.53,2.62,60,7
S201601332,2.57,2.82,53,6
S201601333,2.93,3.04,44,2
S201601334,2.85,2.9,34,1
S201601335,3.23,3.49,36,3
S201601336,3.2,3.47,44,5
S201601337,3.41,3.42,43,0
S201601338,3.3,3.51,37,2
S201601339,2.14,2.31,46,4
S201601340,3.08,3.25,36,8
S201601341,3.85,4.2,25,2
S201601342,3.57,3.83,16,4
S201601343,3.08,3.24,33,2
S201601344,3.06,3.13,29,3
S201601345,3.7,3.77,36,3
S201601346,3.26,3.32,34,8
S201601347,3.28,3.4,49,5
S201601348,2.46,2.73,47,6
S201601349,2.69,2.69,42,4
S201601350,2.73,2.87,41,4
S201601351,3.8,3.92,21,0
S201601352,2.8,2.89,48,2
S201601353,3.96,4.1,21,7
S201601354,3.49,3.67,22,1
S201601355,2.49,2.69,53,3
S201601356,3.62,3.87,44,4
S201601357,2.58,2.82,52,7
S201601358,3.1,3.27,42,4
S201601359,3.11,3.55,32,6
S201601360,3.13,3.34,19,0
S201601361,3.21,3.45,31,2
S201601362,3.14,3.39,40,4
S201601363,3.11,3.17,32,0
S201601364,2.38,2.58,45,3
S201601365,3.68,3.83,37,5
S201601366,3.17,3.2,25,3
S201601367,3.46,3.62,34,5
S201601368,2.5,2.49,51,7
S201601369,3.55,3.69,30,4
S201601370,2.87,3.14,39,2
S201601371,3.3,3.48,35,7
S201601372,4.0,4.32,17,2
S201601373,2.46,2.77,55,5
S201601374,4.0,4.02,26,0
S201601375,3.59,3.89,22,5
S201601376,3.19,3.37,43,0
S201601377,2.72,3.01,48,5
S201601378,2.9,3.01,42,3
S201601379,3.74,4.06,23,0
S201601380,3.66,3.87,16,3
S201601381,2.83,3.13,46,5
S201601382,3.63,3.87,27,2
S201601383,4.0,4.19,5,5
S201601384,3.48,3.51,36,5
S201601385,2.92,3.08,34,6
S201601386,3.13,3.34,37,0
S201601387,3.81,3.67,36,5
S201601388,3.93,4.2,14,5
S201601389,3.48,3.73,19,4
S201601390,2.55,2.8,45,6
S201601391,3.03,3.1,32,1
S201601392,3.11,3.32,41,1
S201601393,2.9,2.94,44,3
S201601394,3.41,3.5,32,1
S201601395,3.4,3.55,27,8
S201601396,3.52,3.47,26,3
S201601397,3.6,3.71,32,7
S201601398,3.79,3.81,31,3
S201601399,2.91,3.24,49,2
S201601400,3.57,3.7,27,1
S201601401,2.57,2.75,33,5
S201601402,2.94,3.15,52,0
S201601403,3.58,3.63,25,3
S201601404,3.15,3.23,32,4
S201601405,2.28,2.51,66,4
S201601406,3.11,3.28,40,4
S201601407,2.89,3.03,35,0
S201601408,3.21,3.33,45,2
S201601409,3.01,3.24,46,0
S201601410,3.75,3.82,25,0
S201601411,3.47,3.69,26,0
S201601412,2.65,2.92,52,3
S201601413,3.84,4.11,11,0
S201601414,2.81,3.04,51,4
S201601415,4.0,4.21,32,4
S201601416,3.4,3.6,25,2
S201601417,2.51,2.61,51,8
S201601418,3.22,3.32,43,4
S201601419,2.83,3.05,29,4
S201601420,2.87,2.92,35,3
S201601421,3.03,2.99,52,6
S201601422,4.0,4.32,36,0
S201601423,3.42,3.37,40,8
S201601424,3.84,3.87,22,0
S201601425,3.01,3.01,41,1
S201601426,2.12,2.23,69,1
S201601427,3.11,3.28,38,1
S201601428,4.0,4.18,27,0
S201601429,2.92,3.01,38,2
S201601430,2.91,3.14,33,3
S201601431,2.67,2.67,47,6
S201601432,2.57,2.7,56,4
S201601433,3.48,3.46,32,4
S201601434,2.97,3.25,46,2
S201601435,2.46,2.62,50,2
S201601436,3.17,3.3,25,0
S201601437,3.57,3.75,21,6
S201601438,3.5,3.59,41,0
S201601439,3.28,3.46,28,3
S201601440,3.65,3.79,29,3
S201601441,2.37,2.5,58,2
S201601442,3.01,3.16,40,5
S201601443,2.37,2.45,47,3
S201601444,3.47,3.53,23,0
S201601445,3.57,3.7,29,6
S201601446,3.28,3.45,47,1
S201601447,2.96,3.11,35,2
S201601448,3.72,3.64,23,2
S201601449,3.06,3.24,42,0
S201601450,3.29,3.3,22,6
S201601451,3.11,3.23,25,2
S201601452,2.78,2.88,39,5
S201601453,3.02,3.07,44,1
S201601454,3.43,3.67,45,3
S201601455,3.25,3.29,33,5
S201601456,2.33,2.51,53,0
S201601457,2.99,3.33,44,3
S201601458,3.36,3.4,30,7
S201601459,3.15,3.28,35,0
S201601460,3.24,3.43,39,3
S201601461,2.73,2.98,49,2
S201601462,2.75,2.83,53,1
S201601463,3.26,3.28,39,5
S201601464,3.01,3.24,41,0
S201601465,2.68,2.71,64,2
S201601466,1.97,2.12,66,3
S201601467,3.14,3.38,37,2
S201601468,2.89,2.94,36,0
S201601469,4.0,4.23,14,4
S201601470,2.82,2.93,43,6
S201601471,3.65,3.8,30,3
S201601472,3.35,3.39,36,3
S201601473,2.86,2.97,42,0
S201601474,3.8,4.0,22,0
S201601475,3.35,3.26,34,4
S201601476,3.48,3.53,25,6
S201601477,2.41,2.65,58,1
S201601478,3.09,3.26,44,4
S201601479,3.7,3.75,26,0
S201601480,3.99,4.12,12,0
S201601481,4.0,4.05,11,6
S201601482,3.55,3.57,20,3
S201601483,3.2,3.38,20,4
S201601484,3.35,3.65,40,4
S201601485,3.04,3.24,40,1
S201601486,3.25,3.28,47,0
S201601487,3.42,3.64,40,1
S201601488,3.24,3.32,46,2
S201601489,3.06,3.25,40,4
S201601490,3.11,3.18,30,3
S201601491,3.4,3.51,28,4
S201601492,2.12,2.33,50,2
S201601493,2.99,3.33,36,3
S201601494,3.79,4.08,20,3
S201601495,3.86,4.03,7,5
S201601496,3.69,3.85,29,1
S201601497,3.27,3.35,40,1
S201601498,2.16,2.38,55,2
S201601499,3.49,3.52,31,4
S201601500,3.08,3.11,40,2
S201601501,3.5,3.68,22,1
S201601502,4.0,4.25,17,8
S201601503,3.68,4.07,24,7
S201601504,4.0,4.18,10,1
S201601505,3.46,3.59,35,3
S201601506,2.74,2.76,61,2
S201601507,3.48,3.49,40,0
S201601508,2.74,3.02,49,0
S201601509,2.76,2.74,59,3
S201601510,2.79,2.91,34,3
S201601511,3.93,3.96,26,3
S201601512,3.73,3.86,30,2
S201601513,3.05,3.26,40,2
S201601514,2.38,2.56,40,5
S201601515,3.42,3.61,22,7
S201601516,3.93,4.11,22,0
S201601517,3.75,3.96,17,4
S201601518,3.57,3.73,27,5
S201601519,3.54,3.63,24,5
S201601520,3.54,3.71,37,3
S201601521,3.82,3.91,19,3
S201601522,2.74,2.81,43,4
S201601523,3.29,3.57,32,2
S201601524,3.43,3.71,32,1
S201601525,3.3,3.43,52,0
S201601526,3.4,3.63,28,4
S201601527,3.02,3.2,38,5
S201601528,3.57,3.52,28,7
S201601529,3.52,3.64,36,2
S201601530,3.49,3.62,36,1
S201601531,2.98,3.14,42,4
S201601532,3.38,3.39,23,2
S201601533,3.23,3.44,44,3
S201601534,2.93,3.3,46,1
S201601535,3.78,3.84,47,3
S201601536,2.77,2.69,47,7
S201601537,2.63,2.66,50,4
S201601538,3.52,3.64,11,6
S201601539,2.49,2.51,60,7
S201601540,2.1,2.35,52,0
S201601541,3.49,3.66,37,3
S201601542,3.1,3.39,38,0
S201601543,3.05,3.3,43,4
S201601544,2.99,3.14,36,1
S201601545,3.37,3.54,34,0
S201601546,3.52,3.71,39,3
S201601547,3.68,3.74,24,2
S201601548,3.99,4.05,24,3
S201601549,3.94,4.14,13,7
S201601550,3.27,3.28,29,1
S201601551,2.36,2.54,50,8
S201601552,2.3,2.4,55,0
S201601553,2.81,2.88,49,7
S201601554,3.21,3.28,31,8
S201601555,3.35,3.55,19,5
S201601556,3.46,3.68,31,1
S201601557,2.77,2.71,61,4
S201601558,3.74,3.81,32,7
S201601559,2.96,3.3,34,5
S201601560,3.54,3.67,40,1
S201601561,2.28,2.73,51,1
S201601562,3.44,3.83,21,0
S201601563,3.11,3.23,52,7
S201601564,2.68,2.9,33,3
S201601565,2.05,2.29,71,0
S201601566,3.39,3.52,23,2
S201601567,2.68,2.62,36,0
S201601568,3.1,3.13,33,3
S201601569,3.22,3.28,32,6
S201601570,2.76,3.0,41,0
S201601571,3.27,3.41,35,4
S201601572,2.68,2.7,41,2
S201601573,3.12,3.18,36,4
S201601574,3.63,3.78,33,0
S201601575,3.14,3.2,36,0
S201601576,3.15,3.3,42,7
S201601577,3.08,3.16,45,7
S201601578,3.4,3.58,37,5
S201601579,3.13,3.34,42,3
S201601580,2.93,3.26,46,2
S201601581,2.84,3.15,55,6
S201601582,3.25,3.44,37,2
S201601583,3.55,3.79,23,8
S201601584,2.94,3.16,44,8
S201601585,4.0,4.22,12,2
S201601586,3.55,3.53,23,2
S201601587,4.0,4.3,36,0
S201601588,3.28,3.51,36,1
S201601589,2.78,3.04,40,5
S201601590,3.3,3.36,34,7
S201601591,2.74,2.72,38,1
S201601592,3.62,3.88,26,2
S201601593,3.52,3.65,19,3
S201601594,2.71,2.91,40,7
S201601595,3.63,3.68,28,2
S201601596,2.78,2.77,40,4
S201601597,3.19,3.25,45,0
S201601598,3.43,3.49,39,2
S201601599,3.58,3.58,42,6
S201601600,3.04,3.36,33,3
S201601601,3.17,3.27,37,6
S201601602,1.86,1.99,70,3
S201601603,2.93,3.1,44,2
S201601604,2.98,3.15,48,5
S201601605,3.44,3.61,41,0
S201601606,3.4,3.64,21,4
S201601607,3.73,3.88,25,4
S201601608,2.88,3.07,41,2
S201601609,3.55,3.72,30,2
S201601610,3.53,3.71,31,1
S201601611,2.54,2.78,43,3
S201601612,3.26,3.27,35,1
S201601613,2.52,2.61,48,3
S201601614,3.48,3.5,49,2
S201601615,2.74,3.01,46,1
S201601616,2.6,2.75,52,2
S201601617,2.96,3.06,45,4
S201601618,3.51,3.52,36,5
S201601619,3.14,3.15,33,6
S201601620,3.81,4.11,28,5
S201601621,2.67,2.77,59,0
S201601622,3.35,3.41,25,0
S201601623,3.1,3.22,48,8
S201601624,2.36,2.61,60,3
S201601625,3.47,3.54,41,4
S201601626,2.94,2.98,46,1
S201601627,3.28,3.51,25,2
S201601628,3.63,3.67,35,3
S201601629,4.0,4.37,26,0
S201601630,2.89,3.14,51,5
S201601631,3.45,3.64,48,2
S201601632,3.92,4.29,18,3
S201601633,3.6,3.72,11,1
S201601634,4.0,4.13,14,3
S201601635,3.35,3.48,40,2
S201601636,3.42,3.73,24,1
S201601637,3.75,3.82,32,3
S201601638,3.39,3.43,25,1
S201601639,2.98,3.22,26,3
S201601640,3.35,3.53,35,5
S201601641,3.4,3.4,26,2
S201601642,4.0,4.14,18,6
S201601643,3.47,3.5,37,1
S201601644,2.83,2.86,39,3
S201601645,3.31,3.46,37,0
S201601646,2.43,2.63,68,4
S201601647,2.8,3.02,40,1
S201601648,3.99,4.15,33,0
S201601649,2.71,2.98,52,5
S201601650,3.25,3.42,44,3
S201601651,2.24,2.38,47,5
S201601652,3.3,3.46,24,1
S201601653,2.99,2.89,42,7
S201601654,3.12,3.24,34,6
S201601655,1.97,2.07,58,1
S201601656,3.01,3.21,32,6
S201601657,2.26,2.42,49,6
S201601658,2.66,2.89,43,6
S201601659,3.05,3.2,34,4
S201601660,3.6,3.72,16,3
S201601661,2.5,2.75,55,1
S201601662,3.56,3.66,37,3
S201601663,3.2,3.55,37,2
S201601664,3.8,3.78,30,0
S201601665,3.73,4.0,16,4
S201601666,3.47,3.64,31,0
S201601667,3.67,3.8,12,4
S201601668,2.66,2.82,46,6
S201601669,2.56,2.75,44,3
S201601670,3.1,3.26,28,0
S201601671,3.36,3.57,37,3
S201601672,3.49,3.83,22,5
S201601673,3.94,4.08,16,2
S201601674,3.28,3.4,37,3
S201601675,3.95,4.02,15,1
S201601676,2.86,2.87,45,6
S201601677,4.0,4.08,20,7
S201601678,3.26,3.37,33,0
S201601679,3.33,3.47,32,4
S201601680,3.44,3.58,18,4
S201601681,2.51,2.62,46,4
S201601682,2.8,2.99,45,2
S201601683,2.73,2.95,52,3
S201601684,2.9,3.03,35,5
S201601685,3.33,3.6,31,0
S201601686,3.29,3.44,34,4
S201601687,3.21,3.32,43,6
S201601688,3.31,3.26,29,0
S201601689,3.28,3.45,41,3
S201601690,3.28,3.35,37,4
S201601691,2.9,2.97,37,5
S201601692,2.73,2.81,42,0
S201601693,3.38,3.84,37,0
S201601694,2.79,3.08,50,6
S201601695,3.18,3.44,31,4
S201601696,3.28,3.61,27,3
S201601697,2.99,3.14,41,0
S201601698,2.62,2.76,58,1
S201601699,3.24,3.36,34,2
S201601700,2.84,3.05,61,4
S201601701,4.0,4.17,28,5
S201601702,3.06,3.36,44,3
S201601703,3.46,3.41,22,3
S201601704,3.16,3.38,39,5
S201601705,4.0,4.27,19,6
S201601706,3.09,3.25,28,0
S201601707,2.23,2.42,60,1
S201601708,3.5,3.79,15,6
S201601709,2.59,2.78,49,1
S201601710,2.71,3.05,41,6
S201601711,3.15,3.24,37,5
S201601712,3.48,3.54,26,3
S201601713,2.91,3.01,28,7
S201601714,3.28,3.49,32,6
S201601715,2.99,3.19,26,2
S201601716,3.34,3.65,37,3
S201601717,3.12,3.21,23,1
S201601718,2.67,2.68,50,0
S201601719,2.56,2.92,44,0
S201601720,3.3,3.42,30,0
S201601721,3.47,3.67,20,4
S201601722,3.1,3.15,45,2
S201601723,3.16,3.28,41,5
S201601724,3.21,3.21,14,3
S201601725,3.77,3.92,32,3
S201601726,3.07,3.29,33,1
S201601727,3.62,3.8,13,3
S201601728,3.34,3.39,27,1
S201601729,3.63,3.94,19,1
S201601730,3.06,3.1,32,0
S201601731,3.63,3.59,24,3
S201601732,3.56,3.67,20,5
S201601733,3.3,3.36,36,3
S201601734,3.59,3.71,26,6
S201601735,3.12,3.36,30,1
S201601736,3.55,3.68,22,2
S201601737,2.73,3.15,48,1
S201601738,2.96,2.97,42,3
S201601739,3.66,3.87,34,3
S201601740,3.28,3.36,49,4
S201601741,4.0,4.25,16,0
S201601742,2.62,2.82,32,2
S201601743,3.08,3.3,52,0
S201601744,2.55,2.78,45,1
S201601745,3.14,3.19,33,0
S201601746,2.57,2.69,39,5
S201601747,2.55,2.79,41,0
S201601748,2.82,3.01,33,1
S201601749,2.65,2.81,34,0
S201601750,3.2,3.34,34,1
S201601751,3.48,3.85,13,8
S201601752,3.73,3.81,28,4
S201601753,3.22,3.26,40,7
S201601754,3.59,3.67,29,0
S201601755,2.84,3.04,44,2
S201601756,2.7,2.74,51,0
S201601757,3.04,3.25,42,4
S201601758,2.94,3.09,47,4
S201601759,3.17,3.22,26,5
S201601760,4.0,4.1,21,0
S201601761,3.7,3.72,21,6
S201601762,3.21,3.34,40,4
S201601763,3.4,3.64,25,3
S201601764,2.61,2.62,46,2
S201601765,2.79,2.86,40,2
S201601766,3.2,3.32,39,5
S201601767,3.45,3.61,45,3
S201601768,3.82,3.87,32,7
S201601769,2.84,3.07,59,7
S201601770,2.86,2.99,41,4
S201601771,2.28,2.28,52,1
S201601772,3.66,3.86,23,0
S201601773,2.35,2.51,56,2
S201601774,3.54,3.79,36,7
S201601775,3.07,3.14,46,3
S201601776,2.47,2.62,51,0
S201601777,2.69,2.9,45,0
S201601778,3.36,3.52,43,3
S201601779,3.94,4.06,1,4
S201601780,4.0,4.3,19,6
S201601781,2.55,2.59,37,1
S201601782,4.0,4.11,11,3
S201601783,3.31,3.36,37,6
S201601784,3.27,3.38,29,7
S201601785,3.14,3.46,37,1
S201601786,2.55,2.45,55,6
S201601787,3.44,3.66,30,3
S201601788,3.65,3.69,27,0
S201601789,3.69,3.78,32,6
S201601790,2.05,2.32,76,0
S201601791,3.59,3.62,28,1
S201601792,3.63,3.82,29,0
S201601793,2.97,3.13,56,5
S201601794,2.96,3.13,61,0
S201601795,3.56,3.52,32,3
S201601796,3.02,3.13,43,5
S201601797,3.32,3.44,32,3
S201601798,3.35,3.45,43,1
S201601799,3.69,3.76,24,6
S201601800,2.57,2.64,43,7
S201601801,3.44,3.56,34,5
S201601802,3.01,3.03,45,0
S201601803,2.46,2.58,41,0
S201601804,3.38,3.57,26,0
S201601805,3.84,4.16,17,4
S201601806,3.69,3.94,36,2
S201601807,3.33,3.49,25,2
S201601808,3.96,4.2,22,2
S201601809,3.41,3.53,30,0
S201601810,2.68,2.94,45,0
S201601811,3.39,3.46,40,4
S201601812,3.86,3.97,30,7
S201601813,3.43,3.69,29,5
S201601814,3.07,3.17,51,6
S201601815,2.94,3.17,43,1
S201601816,3.17,3.3,38,5
S201601817,3.16,3.36,29,3
S201601818,3.02,3.19,34,6
S201601819,3.61,3.66,10,5
S201601820,2.63,2.6,51,4
S201601821,3.1,3.24,36,4
S201601822,2.79,2.89,33,0
S201601823,3.43,3.65,50,1
S201601824,2.76,2.8,54,4
S201601825,3.45,3.48,25,0
S201601826,2.77,3.02,42,0
S201601827,3.66,3.83,23,1
S201601828,2.68,2.92,36,4
S201601829,2.66,2.67,48,3
S201601830,3.89,4.06,19,4
S201601831,3.45,3.68,28,7
S201601832,2.92,3.05,49,0
S201601833,3.55,3.81,43,5
S201601834,3.37,3.58,26,2
S201601835,3.05,3.24,45,4
S201601836,3.65,3.78,19,2
S201601837,2.79,3.0,45,6
S201601838,3.35,3.54,49,3
S201601839,2.6,2.79,49,0
S201601840,3.57,3.56,26,0
S201601841,3.68,3.84,25,5
S201601842,3.19,3.19,33,4
S201601843,2.54,2.67,57,3
S201601844,3.41,3.68,41,0
S201601845,2.94,3.19,34,6
S201601846,4.0,4.21,20,7
S201601847,3.31,3.3,31,8
S201601848,2.88,3.15,43,1
S201601849,2.78,2.98,40,7
S201601850,2.9,2.96,48,1
S201601851,2.16,2.28,58,3
S201601852,2.33,2.58,49,3
S201601853,3.79,4.11,19,0
S201601854,3.93,4.12,24,0
S201601855,2.87,3.06,34,4
S201601856,3.28,3.36,44,3
S201601857,1.88,2.11,69,0
S201601858,3.35,3.63,34,6
S201601859,3.26,3.52,35,1
S201601860,2.72,2.94,33,2
S201601861,3.56,3.83,29,4
S201601862,4.0,4.13,27,5
S201601863,2.75,2.95,44,4
S201601864,2.9,3.11,37,7
S201601865,3.51,3.68,19,4
S201601866,3.18,3.4,33,3
S201601867,3.36,3.5,29,8
S201601868,3.08,3.46,36,1
