student_id,cate_hat,cate_se
S201402717,0.0447,0.0126
S201402720,0.0855,0.0128
S201402723,0.0908,0.0126
S201402726,0.1102,0.0121
S201402729,0.1114,0.0115
S201402732,0.103,0.0121
S201402735,0.0526,0.0151
S201402738,0.1073,0.0122
S201402741,0.0543,0.015
S201402744,0.029,0.014
S201402747,0.0525,0.0123
S201402750,0.1206,0.0136
S201402753,0.056,0.0122
S201402756,0.0807,0.0158
S201402759,0.0644,0.0104
S201402762,0.1146,0.0157
S201402765,0.1203,0.0139
S201402768,0.1067,0.0133
S201402771,0.0602,0.014
S201402774,0.0779,0.0139
S201402777,0.0604,0.0104
S201402780,0.0487,0.0116
S201402783,0.0586,0.0112
S201402786,0.0558,0.0126
S201402789,0.1591,0.013
S201402792,0.0468,0.0143
S201402795,0.0385,0.0135
S201402798,0.0385,0.0128
S201402801,0.053,0.0136
S201402804,0.1407,0.0132
S201402807,0.0733,0.0151
S201402810,0.0598,0.014
S201402813,0.1912,0.0117
S201402816,0.0505,0.012
S201402819,0.1269,0.0116
S201402822,0.0533,0.014
S201402825,0.0693,0.0112
S201402828,0.0851,0.0148
S201402831,0.0818,0.0128
S201402834,0.061,0.0148
S201402837,0.1507,0.0131
S201402840,0.1181,0.0131
S201402843,0.0373,0.0134
S201402846,0.1522,0.0153
S201402849,0.0632,0.0104
S201402852,0.0379,0.0157
S201402855,0.0998,0.0101
S201402858,0.0615,0.0135
S201402861,0.0998,0.0134
S201402864,0.0309,0.0101
S201402867,0.0459,0.0115
S201402870,0.0987,0.0121
S201402873,0.119,0.0124
S201402876,0.181,0.0126
S201402879,0.0964,0.0121
S201402882,0.0519,0.012
S201402885,0.0837,0.0159
S201402888,0.0676,0.0152
S201402891,0.0253,0.0106
S201402894,0.0362,0.0153
S201402897,0.0933,0.0106
S201402900,0.0487,0.0142
S201402903,0.1303,0.013
S201402906,0.0592,0.0119
S201402909,0.1156,0.0138
S201402912,0.0566,0.0105
S201402915,0.0482,0.0121
S201402918,0.1294,0.0136
S201402921,0.0604,0.0117
S201402924,0.0522,0.0154
S201402927,0.067,0.0155
S201402930,0.0518,0.0139
S201402933,0.1281,0.0117
S201402936,0.1166,0.0154
S201402939,0.1081,0.0105
S201402942,0.0361,0.0113
S201402945,0.1043,0.0134
S201402948,0.1823,0.0144
S201402951,0.1424,0.0122
S201402954,0.0454,0.0155
S201402957,0.1049,0.0111
S201402960,0.1481,0.0115
S201402963,0.1591,0.0121
S201402966,0.1337,0.0131
S201402969,0.0769,0.0157
S201402972,0.11,0.0134
S201402975,0.0848,0.0109
S201402978,0.0416,0.0112
S201402981,0.0332,0.0119
S201402984,0.0458,0.0114
S201402987,0.0553,0.0135
S201402990,0.1021,0.0156
S201402993,0.0918,0.012
S201402996,0.0572,0.0129
S201402999,0.1063,0.0109
S201403002,0.0279,0.0144
S201403005,0.0518,0.0151
S201403008,0.1065,0.0114
S201403011,0.0948,0.0122
S201403014,0.0316,0.0113
S201403017,0.0441,0.0116
S201403020,0.1202,0.015
S201403023,0.018,0.0145
S201403026,0.0931,0.0118
S201403029,0.1337,0.0133
S201403032,0.1049,0.0108
S201403035,0.0611,0.0108
S201403038,0.0727,0.0133
S201403041,0.0864,0.0153
S201403044,0.1601,0.0127
S201403047,0.1226,0.0128
S201403050,0.0659,0.0135
S201403053,0.0578,0.0136
S201403056,0.1391,0.0137
S201403059,0.0806,0.0109
S201403062,0.0757,0.015
S201403065,0.0393,0.0115
S201403068,0.1185,0.013
S201403071,0.0804,0.0113
S201403074,0.0559,0.011
S201403077,0.0448,0.0117
S201403080,0.0543,0.0141
S201403083,0.0537,0.014
S201403086,0.1189,0.0133
S201403089,0.1197,0.0156
S201403092,0.054,0.0159
S201403095,0.0712,0.0118
S201403098,0.0689,0.0131
S201403101,0.1151,0.0127
S201500002,0.1214,0.0142
S201500005,0.0587,0.0153
S201500008,0.0647,0.0118
S201500011,0.0632,0.0118
S201500014,0.0962,0.0103
S201500017,0.0784,0.0144
S201500020,0.0569,0.0125
S201500023,0.0197,0.0101
S201500026,0.0711,0.0153
S201500029,0.1294,0.0139
S201500032,0.0931,0.0125
S201500035,0.1023,0.0115
S201500038,0.1654,0.0103
S201500041,0.15,0.0102
S201500044,0.0487,0.0143
S201500047,0.0551,0.0131
S201500050,0.102,0.011
S201500053,0.0449,0.0107
S201500056,0.1785,0.0145
S201500059,0.0267,0.0157
S201500062,0.1176,0.0132
S201500065,0.0542,0.013
S201500068,0.0285,0.0103
S201500071,0.1263,0.0147
S201500074,0.0471,0.0133
S201500077,0.0897,0.0124
S201500080,0.0549,0.0137
S201500083,0.1327,0.0154
S201500086,0.1216,0.016
S201500089,0.1019,0.0116
S201500092,0.0649,0.0104
S201500095,0.0312,0.0107
S201500098,0.0471,0.0141
S201500101,0.0664,0.0123
S201500104,0.0703,0.0116
S201500107,0.104,0.0101
S201500110,0.1091,0.0134
S201500113,0.1147,0.0151
S201500116,0.1322,0.0122
S201500119,0.0723,0.0117
S201500122,0.0775,0.0117
S201500125,0.1186,0.0135
S201500128,0.1125,0.0151
S201500131,0.1851,0.0143
S201500134,0.0329,0.0149
S201500137,0.0859,0.0134
S201500140,0.1388,0.0112
S201500143,0.141,0.0107
S201500146,0.0659,0.0113
S201500149,0.1267,0.0115
S201500152,0.0412,0.0125
S201500155,0.0391,0.0141
S201500158,0.1727,0.0133
S201500161,0.1723,0.0129
S201500164,0.0835,0.0118
S201500167,0.0262,0.0126
S201500170,0.0399,0.0101
S201500173,0.1889,0.012
S201500176,0.0537,0.0125
S201500179,0.0519,0.0112
S201500182,0.0551,0.0133
S201500185,0.0681,0.0102
S201500188,0.1255,0.0129
S201500191,0.03,0.0108
S201500194,0.0399,0.0142
S201500197,0.0606,0.0113
S201500200,0.0449,0.0118
S201500203,0.043,0.0122
S201500206,0.1092,0.0101
S201500209,0.1395,0.0102
S201500212,0.0555,0.0112
S201500215,0.0722,0.0151
S201500218,0.1542,0.0156
S201500221,0.1096,0.0101
S201500224,0.1623,0.0154
S201500227,0.1048,0.015
S201500230,0.0777,0.0144
S201500233,0.0519,0.0154
S201500236,0.0713,0.0126
S201500239,0.1234,0.0122
S201500242,0.0653,0.01
S201500245,0.032,0.0154
S201500248,0.0561,0.0157
S201500251,0.0412,0.0113
S201500254,0.0737,0.0128
S201500257,0.0494,0.0123
S201500260,0.0427,0.0108
S201500263,0.0962,0.0117
S201500266,0.1504,0.0151
S201500269,0.0511,0.0136
S201500272,0.128,0.013
S201500275,0.0553,0.0132
S201500278,0.1043,0.0118
S201500281,0.1001,0.0121
S201500284,0.0746,0.011
S201500287,0.1005,0.0114
S201500290,0.0426,0.0107
S201500293,0.0382,0.0122
S201500296,0.1831,0.0154
S201500299,0.2028,0.0149
S201500302,0.0755,0.0124
S201500305,0.092,0.0154
S201500308,0.0589,0.0142
S201500311,0.1034,0.0142
S201500314,0.0689,0.0127
S201500317,0.0642,0.011
S201500320,0.0474,0.015
S201500323,0.0495,0.0128
S201500326,0.1308,0.0109
S201500329,0.1434,0.0127
S201500332,0.1017,0.0151
S201500335,0.0551,0.012
S201500338,0.0371,0.014
S201500341,0.1792,0.0141
S201500344,0.0399,0.0108
S201500347,0.0444,0.0117
S201500350,0.047,0.0153
S201500353,0.1406,0.0155
S201500356,0.1698,0.0105
S201500359,0.0601,0.0148
S201500362,0.0272,0.0151
S201500365,0.0393,0.0149
S201500368,0.0954,0.0117
S201500371,0.0103,0.0144
S201500374,0.0517,0.0139
S201500377,0.0146,0.0144
S201500380,0.1221,0.0105
S201500383,0.1436,0.0152
S201500386,0.0785,0.0152
S201500389,0.0726,0.0134
S201500392,0.1629,0.0126
S201500395,0.1685,0.0116
S201500398,0.0516,0.0122
S201500401,0.1164,0.0104
S201500404,0.1595,0.01
S201500407,0.0879,0.0154
S201500410,0.0729,0.0147
S201500413,0.0544,0.0107
S201500416,0.0454,0.0111
S201500419,0.1512,0.0155
S201500422,0.131,0.0146
S201500425,0.0793,0.0151
S201500428,0.0627,0.0119
S201500431,0.0637,0.0108
S201500434,0.0555,0.015
S201500437,0.0331,0.0126
S201500440,0.0337,0.0154
S201500443,0.0783,0.0139
S201500446,0.0687,0.0139
S201500449,0.0332,0.0149
S201500452,0.0899,0.0118
S201500455,0.1049,0.0107
S201500458,0.0491,0.0107
S201500461,0.1211,0.0103
S201500464,0.1627,0.0147
S201500467,0.1428,0.0158
S201500470,0.1485,0.0103
S201500473,0.1697,0.0117
S201500476,0.1061,0.0101
S201500479,0.1114,0.0136
S201500482,0.1206,0.0134
S201500485,0.0972,0.0136
S201500488,0.0467,0.0104
S201500491,0.1996,0.0125
S201500494,0.1425,0.0156
S201500497,0.0385,0.0103
S201500500,0.0784,0.0114
S201500503,0.0666,0.0102
S201500506,0.1696,0.0102
S201500509,0.1206,0.0139
S201500512,0.0801,0.0153
S201500515,0.0477,0.0116
S201500518,0.175,0.0157
S201500521,0.0352,0.0134
S201500524,0.0285,0.0119
S201500527,0.0571,0.0105
S201500530,0.1493,0.0112
S201500533,0.113,0.0156
S201500536,0.1112,0.0119
S201500539,0.1829,0.0135
S201500542,0.0622,0.0113
S201500545,0.0872,0.0123
S201500548,0.1656,0.0124
S201500551,0.1031,0.0153
S201500554,0.1172,0.0157
S201500557,0.1097,0.0117
S201500560,0.0604,0.0118
S201500563,0.0816,0.0111
S201500566,0.118,0.0118
S201500569,0.1247,0.0127
S201500572,0.0573,0.0103
S201500575,0.0296,0.0157
S201500578,0.043,0.0104
S201500581,0.0379,0.0117
S201500584,0.1037,0.0137
S201500587,0.1358,0.0111
S201500590,0.0508,0.0127
S201500593,0.1396,0.0104
S201500596,0.1255,0.0134
S201500599,0.0391,0.0151
S201500602,0.0462,0.012
S201500605,0.057,0.0115
S201500608,0.037,0.0113
S201500611,0.0882,0.0104
S201500614,0.0543,0.0102
S201500617,0.0856,0.0138
S201500620,0.0401,0.0138
S201500623,0.0927,0.0153
S201500626,0.0314,0.0126
S201500629,0.0433,0.0109
S201500632,0.1143,0.0121
S201500635,0.1047,0.0155
S201500638,0.0459,0.0132
S201500641,0.0498,0.0133
S201500644,0.0585,0.0105
S201500647,0.1041,0.011
S201500650,0.1216,0.0144
S201500653,0.1709,0.0153
S201500656,0.0595,0.0119
S201500659,0.1127,0.0152
S201500662,0.1619,0.0117
S201500665,0.1146,0.0125
S201500668,0.0941,0.0114
S201500671,0.1204,0.0143
S201500674,0.0926,0.0119
S201500677,0.1389,0.0156
S201500680,0.1974,0.0137
S201500683,0.0497,0.0124
S201500686,0.0419,0.0118
S201500689,0.0484,0.0106
S201500692,0.0758,0.0123
S201500695,0.0987,0.0132
S201500698,0.1533,0.0121
S201500701,0.0402,0.0142
S201500704,0.0406,0.0129
S201500707,0.0208,0.0156
S201500710,0.0936,0.0104
S201500713,0.0504,0.0127
S201500716,0.0737,0.0146
S201500719,0.1866,0.0151
S201500722,0.0849,0.0143
S201500725,0.1664,0.0135
S201500728,0.0541,0.0124
S201500731,0.031,0.0138
S201500734,0.0976,0.0142
S201500737,0.0427,0.0145
S201500740,0.1466,0.0134
S201500743,0.0923,0.0147
S201500746,0.049,0.0101
S201500749,0.1226,0.0138
S201500752,0.153,0.0152
S201500755,0.1728,0.0145
S201500758,0.0293,0.0138
S201500761,0.0343,0.0152
S201500764,0.0602,0.0129
S201500767,0.1104,0.0121
S201500770,0.0566,0.0158
S201500773,0.0367,0.0119
S201500776,0.0427,0.0157
S201500779,0.069,0.0151
S201500782,0.128,0.0153
S201500785,0.0384,0.0155
S201500788,0.1838,0.0114
S201500791,0.0411,0.0105
S201500794,0.0442,0.0143
S201500797,0.058,0.0151
S201500800,0.0272,0.0107
S201500803,0.044,0.0102
S201500806,0.0229,0.0114
S201500809,0.1183,0.0127
S201500812,0.0121,0.014
S201500815,0.0731,0.0147
S201500818,0.1071,0.0117
S201500821,0.1208,0.0138
S201500824,0.1452,0.0147
S201500827,0.0464,0.0118
S201500830,0.0633,0.0144
S201500833,0.126,0.0117
S201500836,0.0395,0.0101
S201500839,0.0843,0.0116
S201500842,0.1352,0.0103
S201500845,0.0407,0.0121
S201500848,0.0679,0.0112
S201500851,0.1744,0.0151
S201500854,0.0098,0.0124
S201500857,0.0911,0.0116
S201500860,0.1456,0.0124
S201500863,0.1256,0.0144
S201500866,0.0488,0.0152
S201500869,0.0542,0.0118
S201500872,0.0506,0.0131
S201500875,0.0697,0.0115
S201500878,0.0511,0.0128
S201500881,0.0437,0.0112
S201500884,0.0934,0.0157
S201500887,0.1142,0.0143
S201500890,0.1428,0.0124
S201500893,0.1036,0.0111
S201500896,0.0409,0.0126
S201500899,0.0716,0.0159
S201500902,0.0778,0.0116
S201500905,0.0459,0.0134
S201500908,0.0577,0.0126
S201500911,0.0522,0.0149
S201500914,0.0394,0.0159
S201500917,0.1417,0.012
S201500920,0.0886,0.0155
S201500923,0.0885,0.0104
S201500926,0.0416,0.0123
S201500929,0.0746,0.012
S201500932,0.0572,0.0113
S201500935,0.0419,0.0116
S201500938,0.1463,0.0126
S201500941,0.0638,0.0131
S201500944,0.1184,0.0104
S201500947,0.1547,0.0158
S201500950,0.0751,0.0121
S201500953,0.0381,0.0139
S201500956,0.1017,0.0124
S201500959,0.0427,0.0121
S201500962,0.102,0.0105
S201500965,0.1263,0.0119
S201500968,0.0161,0.0108
S201500971,0.1002,0.0112
S201500974,0.0494,0.015
S201500977,0.0754,0.0108
S201500980,0.038,0.0115
S201500983,0.0304,0.0157
S201500986,0.1303,0.015
S201500989,0.0538,0.0134
S201500992,0.1195,0.012
S201500995,0.0734,0.0154
S201500998,0.1165,0.0143
S201501001,0.0452,0.0118
S201501004,0.0883,0.0139
S201501007,0.0519,0.0145
S201501010,0.0465,0.0124
S201501013,0.1223,0.01
S201501016,0.1541,0.0156
S201501019,0.1094,0.0137
S201501022,0.1294,0.0152
S201501025,0.1945,0.0136
S201501028,0.0476,0.0142
S201501031,0.0553,0.0156
S201501034,0.1195,0.0147
S201501037,0.1486,0.0109
S201501040,0.0544,0.0139
S201501043,0.0928,0.0115
S201501046,0.0758,0.0114
S201501049,0.1104,0.0139
S201501052,0.1286,0.0142
S201501055,0.156,0.012
S201501058,0.0614,0.0158
S201501061,0.0256,0.0125
S201501064,0.0735,0.0158
S201501067,0.0406,0.0154
S201501070,0.0482,0.012
S201501073,0.0864,0.0122
S201501076,0.047,0.0126
S201501079,0.114,0.0127
S201501082,0.0612,0.0135
S201501085,0.0282,0.0158
S201501088,0.118,0.0154
S201501091,0.0221,0.0151
S201501094,0.0152,0.0137
S201501097,0.0859,0.0126
S201501100,0.1401,0.0146
S201501103,0.0456,0.0126
S201501106,0.0925,0.0106
S201501109,0.103,0.0106
S201501112,0.0826,0.0121
S201501115,0.0801,0.0105
S201501118,0.0967,0.015
S201501121,0.0436,0.0113
S201501124,0.0356,0.0114
S201501127,0.1232,0.0116
S201501130,0.1028,0.0129
S201501133,0.036,0.0118
S201501136,0.0369,0.0118
S201501139,0.118,0.0138
S201501142,0.0442,0.014
S201501145,0.1405,0.0116
S201501148,0.045,0.0143
S201501151,0.0425,0.0134
S201501154,0.1526,0.0156
S201501157,0.1129,0.0155
S201501160,0.0537,0.0142
S201501163,0.117,0.0109
S201501166,0.1485,0.0116
S201501169,0.1187,0.0126
S201501172,0.0916,0.0117
S201501175,0.121,0.01
S201501178,0.0955,0.012
S201501181,0.0678,0.0118
S201501184,0.0557,0.0113
S201501187,0.1083,0.014
S201501190,0.0974,0.0143
S201501193,0.1246,0.012
S201501196,0.0521,0.0114
S201501199,0.0687,0.0127
S201501202,0.0648,0.0113
S201501205,0.0384,0.0142
S201501208,0.1564,0.0148
S201501211,0.1297,0.0144
S201501214,0.0544,0.014
S201501217,0.1411,0.014
S201501220,0.0619,0.0121
S201501223,0.0528,0.0156
S201501226,0.071,0.011
S201501229,0.1065,0.0101
S201501232,0.1027,0.011
S201501235,0.0673,0.0108
S201501238,0.0747,0.0146
S201501241,0.1024,0.0124
S201501244,0.0832,0.0154
S201501247,0.1119,0.0104
S201501250,0.0709,0.0147
S201501253,0.0613,0.014
S201501256,0.097,0.0159
S201501259,0.0658,0.0134
S201501262,0.0418,0.011
S201501265,0.0558,0.0138
S201501268,0.1127,0.0152
S201501271,0.1196,0.0117
S201501274,0.0279,0.0112
S201501277,0.0493,0.0157
S201501280,0.0448,0.0126
S201501283,0.0507,0.0151
S201501286,0.1304,0.0146
S201501289,0.0343,0.0123
S201501292,0.1126,0.0155
S201501295,0.1361,0.0125
S201501298,0.0978,0.01
S201501301,0.0798,0.0149
S201501304,0.0995,0.0129
S201501307,0.0276,0.0116
S201501310,0.1061,0.0129
S201501313,0.0362,0.0138
S201501316,0.1337,0.0104
S201501319,0.0528,0.0106
S201501322,0.147,0.0159
S201501325,0.1022,0.0111
S201501328,0.1031,0.0137
S201501331,0.1651,0.0147
S201501334,0.1011,0.0114
S201501337,0.0742,0.0143
S201501340,0.0564,0.0133
S201501343,0.1241,0.0108
S201501346,0.138,0.0102
S201501349,0.0839,0.0126
S201501352,0.0561,0.0158
S201501355,0.064,0.0123
S201501358,0.0477,0.0133
S201501361,0.1101,0.0136
S201501364,0.072,0.014
S201501367,0.0447,0.0133
S201501370,0.0599,0.0134
S201501373,0.0332,0.0139
S201501376,0.056,0.0134
S201501379,0.1157,0.0108
S201501382,0.0532,0.0137
S201501385,0.0239,0.0124
S201501388,0.0802,0.0155
S201501391,0.1363,0.0159
S201501394,0.1261,0.0153
S201501397,0.135,0.0133
S201501400,0.0449,0.0149
S201501403,0.0614,0.0108
S201501406,0.103,0.0132
S201501409,0.0989,0.0134
S201501412,0.0485,0.0148
S201501415,0.1119,0.012
S201501418,0.0589,0.0145
S201501421,0.1574,0.0138
S201501424,0.0302,0.013
S201501427,0.1572,0.0105
S201501430,0.0341,0.0129
S201501433,0.0908,0.0152
S201501436,0.1124,0.0139
S201501439,0.048,0.0117
S201501442,0.1395,0.0115
S201501445,0.0278,0.012
S201501448,0.1193,0.0158
S201501451,0.1243,0.0125
S201501454,0.1046,0.0141
S201501457,0.0914,0.0137
S201501460,0.0589,0.0108
S201501463,0.1038,0.011
S201501466,0.1061,0.0136
S201501469,0.0547,0.0151
S201501472,0.0938,0.0129
S201501475,0.0434,0.0154
S201501478,0.0726,0.0152
S201501481,0.1191,0.0141
S201501484,0.0642,0.0132
S201501487,0.1131,0.011
S201501490,0.0695,0.0107
S201501493,0.1391,0.0118
S201501496,0.0611,0.0146
S201501499,0.0612,0.0123
S201501502,0.0402,0.0156
S201501505,0.0575,0.0139
S201501508,0.1174,0.0118
S201501511,0.1637,0.0103
S201501514,0.0848,0.011
S201501517,0.1105,0.0131
S201501520,0.0237,0.0125
S201501523,0.0615,0.0105
S201501526,0.0682,0.0127
S201501529,0.0933,0.0147
S201501532,0.1735,0.0102
S201501535,0.057,0.0125
S201501538,0.1168,0.0117
S201501541,0.0843,0.0103
S201501544,0.0276,0.011
S201501547,0.0921,0.014
S201501550,0.0491,0.0101
S201501553,0.0499,0.0118
S201501556,0.0442,0.0136
S201501559,0.091,0.015
S201501562,0.1364,0.0147
S201501565,0.044,0.0138
S201501568,0.1232,0.0123
S201501571,0.1299,0.0131
S201501574,0.0465,0.0144
S201501577,0.1139,0.015
S201501580,0.1191,0.0126
S201501583,0.0588,0.0149
S201501586,0.0506,0.014
S201501589,0.0753,0.0102
S201501592,0.127,0.0138
S201501595,0.1465,0.0151
S201501598,0.1135,0.0114
S201501601,0.1221,0.0104
S201501604,0.0446,0.0158
S201501607,0.0702,0.0112
S201501610,0.0817,0.012
S201501613,0.121,0.0141
S201501616,0.0574,0.01
S201501619,0.1247,0.0121
S201501622,0.1112,0.0126
S201501625,0.0901,0.0128
S201501628,0.0925,0.0105
S201501631,0.0467,0.0124
S201501634,0.168,0.012
S201501637,0.0695,0.015
S201501640,0.1039,0.0115
S201501643,0.1695,0.0114
S201501646,0.1222,0.0125
S201501649,0.0485,0.0153
S201501652,0.1288,0.0141
S201501655,0.1634,0.0137
S201501658,0.0402,0.0119
S201501661,0.081,0.0103
S201501664,0.1145,0.0137
S201501667,0.0409,0.0149
S201501670,0.0377,0.0142
S201501673,0.0652,0.0104
S201501676,0.0585,0.0104
S201501679,0.071,0.0108
S201501682,0.1789,0.016
S201501685,0.1289,0.0135
S201501688,0.1273,0.0159
S201501691,0.1338,0.0141
S201501694,0.1207,0.0118
S201501697,0.0699,0.0102
S201501700,0.1067,0.0145
S201501703,0.1287,0.0154
S201501706,0.0917,0.0136
S201501709,0.1173,0.0113
S201501712,0.0201,0.0157
S201501715,0.0428,0.0148
S201501718,0.0361,0.0117
S201501721,0.1036,0.0145
S201501724,0.0701,0.0159
S201501727,0.1648,0.0104
S201501730,0.0206,0.0104
S201501733,0.13,0.0118
S201501736,0.1063,0.0115
S201501739,0.0434,0.0129
S201501742,0.1021,0.0136
S201501745,0.0621,0.0104
S201501748,0.1328,0.0121
S201501751,0.0872,0.0155
S201501754,0.0511,0.0136
S201501757,0.0386,0.0156
S201501760,0.1173,0.0137
S201501763,0.0668,0.0114
S201501766,0.1227,0.0106
S201501769,0.0999,0.0154
S201501772,0.1246,0.011
S201501775,0.1115,0.0106
S201501778,0.0484,0.0151
S201501781,0.0866,0.012
S201501784,0.0616,0.0139
S201501787,0.1343,0.0114
S201501790,0.0672,0.0149
S201501793,0.103,0.0131
S201501796,0.0417,0.012
S201501799,0.0599,0.0125
S201501802,0.0626,0.0144
S201501805,0.177,0.0151
S201501808,0.0902,0.0117
S201501811,0.0588,0.0111
S201501814,0.105,0.0122
S201501817,0.0507,0.0152
S201501820,0.1144,0.013
S201501823,0.0603,0.014
S201501826,0.1039,0.0149
S201501829,0.0347,0.0142
S201501832,0.0993,0.0145
S201501835,0.1378,0.012
S201501838,0.1515,0.0115
S201501841,0.124,0.0154
S201501844,0.0699,0.0124
S201501847,0.1199,0.0159
S201501850,0.0666,0.0158
S201501853,0.0645,0.0131
S201501856,0.1391,0.0153
S201501859,0.1446,0.0121
S201501862,0.1168,0.0157
S201501865,0.1648,0.0148
S201501868,0.0351,0.015
S201501871,0.0586,0.01
S201501874,0.1057,0.0126
S201501877,0.09,0.0158
S201501880,0.1505,0.0108
S201501883,0.1252,0.0131
S201501886,0.1112,0.0122
S201501889,0.1047,0.01
S201501892,0.0921,0.012
S201501895,0.0978,0.0118
S201501898,0.047,0.013
S201501901,0.0948,0.0144
S201501904,0.0602,0.0158
S201501907,0.1672,0.0115
S201501910,0.0408,0.0126
S201501913,0.0757,0.012
S201501916,0.0388,0.0132
S201501919,0.1265,0.0133
S201501922,0.0484,0.01
S201501925,0.1579,0.0158
S201501928,0.0598,0.0104
S201501931,0.0578,0.0142
S201501934,0.0811,0.0124
S201501937,0.0253,0.0133
S201501940,0.1213,0.0114
S201501943,0.0448,0.0108
S201501946,0.1475,0.0104
S201501949,0.0322,0.0149
S201501952,0.0778,0.014
S201501955,0.1595,0.0126
S201501958,0.0626,0.0131
S201501961,0.102,0.0108
S201501964,0.049,0.0153
S201501967,0.1122,0.015
S201501970,0.0773,0.012
S201501973,0.1128,0.0156
S201501976,0.1412,0.0142
S201501979,0.0587,0.0151
S201501982,0.153,0.0112
S201501985,0.1266,0.0138
S201501988,0.1275,0.0154
S201501991,0.0559,0.0148
S201501994,0.0707,0.0145
S201501997,0.0482,0.0109
S201502000,0.1564,0.012
S201502003,0.0561,0.0109
S201502006,0.0135,0.0103
S201502009,0.1187,0.0106
S201502012,0.068,0.0137
S201502015,0.0799,0.0142
S201502018,0.1777,0.0131
S201502021,0.0181,0.0116
S201502024,0.0582,0.0147
S201502027,0.018,0.0151
S201502030,0.032,0.0152
S201502033,0.1192,0.0159
S201502036,0.1162,0.0154
S201502039,0.1578,0.0123
S201502042,0.0994,0.0157
S201502045,0.0408,0.0139
S201502048,0.1578,0.014
S201502051,0.0313,0.014
S201502054,0.1325,0.0124
S201502057,0.134,0.0118
S201502060,0.0655,0.0128
S201502063,0.0821,0.0156
S201502066,0.1079,0.0136
S201502069,0.1781,0.0156
S201502072,0.0581,0.0113
S201502075,0.0584,0.0118
S201502078,0.0643,0.0119
S201502081,0.054,0.0102
S201502084,0.0456,0.0101
S201502087,0.1398,0.0122
S201502090,0.1693,0.0135
S201502093,0.0834,0.0147
S201502096,0.058,0.0154
S201502099,0.0616,0.0153
S201502102,0.0589,0.0142
S201502105,0.0919,0.0129
S201502108,0.0147,0.0144
S201502111,0.1067,0.0149
S201502114,0.123,0.0108
S201502117,0.0921,0.0144
S201502120,0.0586,0.0102
S201502123,0.0525,0.012
S201502126,0.0454,0.0106
S201502129,0.0627,0.0101
S201502132,0.0663,0.0102
S201502135,0.074,0.0145
S201502138,0.1561,0.0136
S201502141,0.1323,0.0111
S201502144,0.0925,0.0111
S201502147,0.0719,0.0149
S201502150,0.1535,0.0137
S201502153,0.0469,0.0148
S201502156,0.0899,0.0117
S201502159,0.1245,0.011
S201502162,0.1346,0.0158
S201502165,0.1056,0.011
S201502168,0.0592,0.0117
S201502171,0.0483,0.0109
S201502174,0.1735,0.0119
S201502177,0.0895,0.0119
S201502180,0.12,0.0136
S201502183,0.0548,0.0147
S201502186,0.0923,0.0127
S201502189,0.0389,0.0129
S201502192,0.1214,0.0119
S201502195,0.1925,0.0158
S201502198,0.1119,0.0117
S201502201,0.0672,0.0107
S201502204,0.0821,0.0124
S201502207,0.1511,0.0132
S201502210,0.0477,0.0141
S201502213,0.0639,0.0116
S201502216,0.1722,0.0138
S201502219,0.0451,0.015
S201502222,0.1361,0.0132
S201502225,0.0809,0.0113
S201502228,0.0975,0.0113
S201502231,0.0542,0.0151
S201502234,0.1041,0.0107
S201502237,0.0324,0.0105
S201502240,0.0451,0.0154
S201502243,0.0505,0.0109
S201502246,0.0668,0.0145
S201502249,0.0408,0.01
S201502252,0.0531,0.0111
S201502255,0.1327,0.0106
S201502258,0.1196,0.0127
S201502261,0.0616,0.0112
S201502264,0.0515,0.0139
S201502267,0.1362,0.0154
S201502270,0.1239,0.0114
S201502273,0.0391,0.0119
S201502276,0.0483,0.0122
S201502279,0.0824,0.013
S201502282,0.1226,0.0121
S201502285,0.1044,0.0144
S201502288,0.0432,0.0151
S201502291,0.0636,0.0115
S201502294,0.0626,0.0154
S201502297,0.1241,0.0129
S201502300,0.0596,0.0107
S201502303,0.0474,0.0155
S201502306,0.0427,0.0115
S201502309,0.1092,0.0101
S201502312,0.0507,0.0102
S201502315,0.1267,0.0125
S201502318,0.0792,0.0156
S201502321,0.0311,0.0101
S201502324,0.1243,0.0145
S201502327,0.1714,0.0104
S201502330,0.0233,0.0159
S201502333,0.0563,0.0109
S201502336,0.1144,0.0123
S201502339,0.1193,0.016
S201502342,0.1123,0.0132
S201502345,0.0661,0.013
S201502348,0.1131,0.0151
S201502351,0.0416,0.0143
S201502354,0.0629,0.0124
S201502357,0.0477,0.0114
S201502360,0.1299,0.0129
S201502363,0.0969,0.014
S201502366,0.1374,0.0148
S201502369,0.0305,0.014
S201502372,0.126,0.0121
S201502375,0.0451,0.0104
S201502378,0.1425,0.0158
S201502381,0.1187,0.0128
S201502384,0.0407,0.0124
S201502387,0.0488,0.0113
S201502390,0.186,0.0153
S201502393,0.0521,0.0151
S201502396,0.1616,0.0152
S201502399,0.0448,0.014
S201502402,0.0755,0.0144
S201502405,0.0617,0.0128
S201502408,0.1711,0.0108
S201502411,0.1797,0.0111
S201502414,0.107,0.011
S201502417,0.1084,0.0157
S201502420,0.0952,0.0102
S201502423,0.0929,0.0129
S201502426,0.0865,0.0109
S201502429,0.0554,0.0155
S201502432,0.1067,0.0155
S201502435,0.114,0.014
S201502438,0.0382,0.014
S201502441,0.1058,0.0109
S201502444,0.0972,0.0107
S201502447,0.1187,0.0123
