student_id,cohort,parental_education_max,household_income_bracket,primary_language_home,first_in_family_college,internet_at_home,expected_major_change
S201600429,2016,BA,>150k,Spanish,0,1,0
S201600430,2016,PhD,50-75k,English,0,1,0
S201600431,2016,HS,30-50k,English,0,1,1
S201600432,2016,some_college,15-30k,English,0,1,0
S201600433,2016,MA,100-150k,English,0,1,0
S201600434,2016,some_college,30-50k,English,1,1,1
S201600435,2016,less_than_HS,50-75k,English,1,1,1
S201600436,2016,HS,30-50k,English,0,1,0
S201600437,2016,BA,30-50k,English,0,1,1
S201600438,2016,some_college,30-50k,English,1,1,0
S201600439,2016,HS,30-50k,English,1,1,0
S201600440,2016,PhD,75-100k,English,0,1,1
S201600441,2016,BA,15-30k,Spanish,0,1,0
S201600442,2016,some_college,100-150k,English,0,1,0
S201600443,2016,some_college,75-100k,English,0,1,0
S201600444,2016,some_college,100-150k,Other,1,1,0
S201600445,2016,HS,30-50k,English,1,1,0
S201600446,2016,HS,<15k,Spanish,1,1,0
S201600447,2016,some_college,50-75k,English,0,1,0
S201600448,2016,MA,30-50k,English,0,1,1
S201600449,2016,BA,15-30k,English,0,1,0
S201600450,2016,some_college,50-75k,English,0,1,0
S201600451,2016,BA,prefer_not,English,0,1,0
S201600452,2016,HS,15-30k,English,0,1,0
S201600453,2016,some_college,30-50k,English,0,1,0
S201600454,2016,HS,100-150k,English,1,1,0
S201600455,2016,less_than_HS,50-75k,English,1,1,0
S201600456,2016,MA,15-30k,English,0,1,1
S201600457,2016,HS,30-50k,English,1,1,0
S201600458,2016,HS,30-50k,Spanish,1,1,0
S201600459,2016,HS,50-75k,English,1,1,0
S201600460,2016,HS,50-75k,English,1,1,0
S201600461,2016,MA,>150k,Spanish,0,1,0
S201600462,2016,HS,prefer_not,English,1,0,0
S201600463,2016,some_college,15-30k,English,0,1,0
S201600464,2016,HS,15-30k,English,1,1,0
S201600465,2016,HS,15-30k,English,1,1,1
S201600466,2016,HS,prefer_not,English,1,1,0
S201600467,2016,HS,<15k,English,1,0,0
S201600468,2016,some_college,50-75k,English,1,1,0
S201600469,2016,HS,prefer_not,English,1,1,1
S201600470,2016,HS,50-75k,English,1,1,0
S201600471,2016,HS,15-30k,English,1,1,1
S201600472,2016,some_college,15-30k,English,1,0,0
S201600473,2016,HS,30-50k,English,1,1,0
S201600474,2016,some_college,75-100k,English,0,1,1
S201600475,2016,HS,15-30k,English,1,1,0
S201600476,2016,HS,100-150k,English,1,1,0
S201600477,2016,some_college,75-100k,English,0,1,1
S201600478,2016,HS,30-50k,English,0,1,1
S201600479,2016,BA,75-100k,English,0,1,0
S201600480,2016,BA,50-75k,Spanish,0,1,1
S201600481,2016,HS,>150k,English,0,1,0
S201600482,2016,some_college,100-150k,Spanish,0,0,0
S201600483,2016,PhD,30-50k,Other,0,1,0
S201600484,2016,HS,100-150k,English,1,0,0
S201600485,2016,some_college,100-150k,English,0,1,1
S201600486,2016,some_college,30-50k,Spanish,0,1,0
S201600487,2016,some_college,>150k,English,1,1,0
S201600488,2016,some_college,15-30k,English,1,1,0
S201600489,2016,MA,75-100k,English,0,1,1
S201600490,2016,some_college,75-100k,English,1,1,0
S201600491,2016,some_college,15-30k,Chinese,0,1,1
S201600492,2016,some_college,100-150k,English,1,1,0
S201600493,2016,some_college,50-75k,English,0,1,1
S201600494,2016,HS,75-100k,English,1,1,0
S201600495,2016,some_college,15-30k,English,0,1,0
S201600496,2016,some_college,30-50k,English,0,1,1
S201600497,2016,some_college,75-100k,Other,0,1,0
S201600498,2016,BA,30-50k,English,0,1,0
S201600499,2016,less_than_HS,prefer_not,English,1,1,0
S201600500,2016,MA,30-50k,English,0,1,0
S201600501,2016,some_college,50-75k,English,0,1,0
S201600502,2016,HS,50-75k,English,0,1,0
S201600503,2016,some_college,50-75k,English,1,1,0
S201600504,2016,HS,100-150k,English,1,1,0
S201600505,2016,HS,30-50k,English,1,1,0
S201600506,2016,HS,<15k,English,0,1,1
S201600507,2016,HS,30-50k,Other,0,1,0
S201600508,2016,HS,<15k,English,0,1,0
S201600509,2016,HS,75-100k,English,0,1,0
S201600510,2016,HS,50-75k,Chinese,0,1,0
S201600511,2016,some_college,30-50k,English,1,1,0
S201600512,2016,HS,30-50k,English,1,1,0
S201600513,2016,some_college,>150k,English,1,1,0
S201600514,2016,some_college,75-100k,English,0,1,0
S201600515,2016,HS,15-30k,English,1,1,1
S201600516,2016,MA,50-75k,English,0,1,0
S201600517,2016,HS,50-75k,English,0,1,0
S201600518,2016,less_than_HS,50-75k,English,1,1,1
S201600519,2016,PhD,15-30k,English,0,0,0
S201600520,2016,HS,50-75k,Spanish,1,1,0
S201600521,2016,HS,<15k,English,0,1,1
S201600522,2016,BA,100-150k,English,0,1,0
S201600523,2016,some_college,75-100k,English,0,0,0
S201600524,2016,BA,100-150k,English,0,1,0
S201600525,2016,HS,100-150k,English,1,1,0
S201600526,2016,HS,100-150k,English,0,1,1
S201600527,2016,BA,50-75k,Spanish,0,0,0
S201600528,2016,BA,100-150k,English,0,1,1
S201600529,2016,HS,75-100k,English,1,1,0
S201600530,2016,HS,100-150k,English,0,1,0
S201600531,2016,BA,30-50k,English,0,1,0
S201600532,2016,some_college,100-150k,English,0,1,0
S201600533,2016,HS,75-100k,English,1,1,0
S201600534,2016,some_college,15-30k,English,0,1,0
S201600535,2016,BA,100-150k,English,0,1,0
S201600536,2016,BA,30-50k,English,0,1,0
S201600537,2016,less_than_HS,15-30k,English,1,1,0
S201600538,2016,less_than_HS,50-75k,Other,1,1,0
S201600539,2016,HS,50-75k,English,0,1,0
S201600540,2016,HS,75-100k,English,1,1,0
S201600541,2016,PhD,75-100k,English,0,1,0
S201600542,2016,HS,15-30k,English,1,1,0
S201600543,2016,BA,30-50k,English,0,1,1
S201600544,2016,less_than_HS,30-50k,English,0,1,1
S201600545,2016,some_college,<15k,English,0,1,0
S201600546,2016,MA,75-100k,English,0,0,0
S201600547,2016,HS,30-50k,Chinese,1,1,0
S201600548,2016,some_college,30-50k,English,0,1,1
S201600549,2016,some_college,50-75k,English,0,1,0
S201600550,2016,MA,15-30k,English,0,1,0
S201600551,2016,BA,50-75k,English,0,1,0
S201600552,2016,HS,75-100k,English,1,1,0
S201600553,2016,some_college,100-150k,English,0,1,0
S201600554,2016,HS,>150k,English,0,1,0
S201600555,2016,HS,30-50k,English,1,1,0
S201600556,2016,HS,100-150k,English,1,1,0
S201600557,2016,HS,<15k,English,1,0,0
S201600558,2016,HS,15-30k,English,1,1,1
S201600559,2016,some_college,15-30k,English,1,1,0
S201600560,2016,HS,30-50k,English,0,1,0
S201600561,2016,some_college,100-150k,English,0,1,1
S201600562,2016,HS,prefer_not,English,0,1,0
S201600563,2016,some_college,30-50k,Spanish,0,1,1
S201600564,2016,MA,>150k,English,0,1,1
S201600565,2016,BA,50-75k,English,0,1,0
S201600566,2016,some_college,<15k,English,0,1,0
S201600567,2016,HS,50-75k,English,1,1,0
S201600568,2016,HS,75-100k,English,0,1,0
S201600569,2016,HS,30-50k,Spanish,0,1,0
S201600570,2016,HS,50-75k,English,1,1,1
S201600571,2016,some_college,15-30k,English,0,1,1
S201600572,2016,some_college,75-100k,English,1,1,0
S201600573,2016,HS,50-75k,English,1,1,0
S201600574,2016,some_college,15-30k,English,0,1,0
S201600575,2016,HS,<15k,English,0,1,0
S201600576,2016,HS,30-50k,English,1,1,0
S201600577,2016,some_college,50-75k,English,0,1,1
S201600578,2016,HS,30-50k,Spanish,0,1,0
S201600579,2016,some_college,30-50k,English,1,1,0
S201600580,2016,BA,75-100k,English,0,1,0
S201600581,2016,HS,30-50k,English,1,1,0
S201600582,2016,HS,<15k,English,0,1,1
S201600583,2016,BA,30-50k,English,0,1,0
S201600584,2016,some_college,75-100k,English,1,1,0
S201600585,2016,some_college,30-50k,English,0,1,0
S201600586,2016,HS,75-100k,English,1,1,0
S201600587,2016,some_college,30-50k,English,0,1,1
S201600588,2016,less_than_HS,>150k,English,0,1,1
S201600589,2016,some_college,75-100k,English,0,1,0
S201600590,2016,HS,100-150k,English,0,1,1
S201600591,2016,MA,30-50k,English,0,1,1
S201600592,2016,less_than_HS,50-75k,English,1,1,1
S201600593,2016,MA,75-100k,Spanish,0,1,0
S201600594,2016,BA,15-30k,English,0,1,0
S201600595,2016,some_college,15-30k,English,0,1,0
S201600596,2016,some_college,30-50k,English,1,1,1
S201600597,2016,HS,50-75k,English,1,1,1
S201600598,2016,less_than_HS,100-150k,English,1,1,1
S201600599,2016,PhD,15-30k,English,0,1,0
S201600600,2016,BA,50-75k,English,0,1,1
S201600601,2016,MA,prefer_not,Spanish,0,1,0
S201600602,2016,BA,50-75k,English,0,1,0
S201600603,2016,some_college,100-150k,Other,0,1,1
S201600604,2016,some_college,15-30k,Spanish,0,0,0
S201600605,2016,BA,75-100k,English,0,1,0
S201600606,2016,some_college,30-50k,Chinese,0,0,0
S201600607,2016,HS,100-150k,English,1,1,0
S201600608,2016,some_college,>150k,English,0,1,0
S201600609,2016,HS,100-150k,English,1,1,1
S201600610,2016,less_than_HS,30-50k,English,1,1,1
S201600611,2016,some_college,15-30k,Other,0,0,1
S201600612,2016,HS,<15k,Chinese,1,1,0
S201600613,2016,PhD,50-75k,English,0,1,0
S201600614,2016,MA,15-30k,English,0,0,0
S201600615,2016,some_college,50-75k,English,0,1,0
S201600616,2016,HS,75-100k,Spanish,0,1,0
S201600617,2016,some_college,30-50k,English,0,1,0
S201600618,2016,BA,30-50k,English,0,0,0
S201600619,2016,PhD,30-50k,English,0,1,0
S201600620,2016,BA,30-50k,English,0,1,1
S201600621,2016,HS,100-150k,English,1,1,0
S201600622,2016,some_college,15-30k,English,0,1,1
S201600623,2016,some_college,50-75k,English,0,1,0
S201600624,2016,some_college,75-100k,English,0,1,0
S201600625,2016,HS,30-50k,English,0,1,0
S201600626,2016,some_college,<15k,English,1,1,1
S201600627,2016,some_college,100-150k,Spanish,0,1,0
S201600628,2016,HS,50-75k,Other,1,1,1
S201600629,2016,HS,75-100k,Spanish,0,1,0
S201600630,2016,some_college,30-50k,English,0,1,0
S201600631,2016,some_college,30-50k,English,0,1,0
S201600632,2016,BA,100-150k,English,0,1,1
S201600633,2016,some_college,75-100k,English,0,0,0
S201600634,2016,HS,100-150k,English,0,1,0
S201600635,2016,some_college,>150k,Spanish,0,1,0
S201600636,2016,MA,50-75k,English,0,1,0
S201600637,2016,MA,50-75k,English,0,1,0
S201600638,2016,HS,<15k,English,1,1,0
S201600639,2016,HS,prefer_not,Spanish,1,1,0
S201600640,2016,some_college,50-75k,Spanish,0,1,1
S201600641,2016,PhD,15-30k,English,0,1,0
S201600642,2016,HS,15-30k,English,1,1,0
S201600643,2016,less_than_HS,>150k,English,1,1,0
S201600644,2016,some_college,>150k,Spanish,1,1,0
S201600645,2016,HS,15-30k,English,0,1,0
S201600646,2016,HS,15-30k,English,1,1,0
S201600647,2016,some_college,>150k,Other,1,1,0
S201600648,2016,some_college,<15k,English,0,1,0
S201600649,2016,HS,50-75k,English,1,1,1
S201600650,2016,some_college,50-75k,English,1,1,1
S201600651,2016,HS,100-150k,English,1,1,0
S201600652,2016,less_than_HS,100-150k,English,0,1,0
S201600653,2016,some_college,75-100k,Spanish,0,1,1
S201600654,2016,HS,50-75k,English,0,1,0
S201600655,2016,some_college,75-100k,English,0,1,0
S201600656,2016,some_college,15-30k,English,1,1,0
S201600657,2016,MA,prefer_not,English,0,1,0
S201600658,2016,some_college,75-100k,English,1,1,0
S201600659,2016,HS,100-150k,English,1,1,0
S201600660,2016,some_college,100-150k,English,0,1,0
S201600661,2016,BA,15-30k,Chinese,0,1,1
S201600662,2016,some_college,75-100k,Spanish,0,1,0
S201600663,2016,HS,<15k,English,0,1,0
S201600664,2016,HS,prefer_not,English,1,1,0
S201600665,2016,HS,75-100k,Chinese,1,1,1
S201600666,2016,some_college,15-30k,English,1,1,0
S201600667,2016,less_than_HS,75-100k,English,1,1,1
S201600668,2016,BA,15-30k,English,0,1,0
S201600669,2016,MA,30-50k,Chinese,0,1,0
S201600670,2016,HS,>150k,Spanish,0,1,0
S201600671,2016,HS,30-50k,English,0,1,0
S201600672,2016,HS,prefer_not,English,0,1,0
S201600673,2016,less_than_HS,30-50k,Spanish,1,0,1
S201600674,2016,some_college,prefer_not,English,1,1,1
S201600675,2016,HS,50-75k,Spanish,1,1,0
S201600676,2016,HS,<15k,Chinese,0,1,0
S201600677,2016,HS,15-30k,Other,1,1,0
S201600678,2016,BA,<15k,English,0,1,0
S201600679,2016,BA,50-75k,English,0,1,1
S201600680,2016,some_college,30-50k,English,1,1,0
S201600681,2016,HS,30-50k,English,1,1,0
S201600682,2016,BA,75-100k,Spanish,0,1,1
S201600683,2016,BA,>150k,English,0,1,0
S201600684,2016,some_college,30-50k,English,0,1,1
S201600685,2016,HS,75-100k,English,1,1,1
S201600686,2016,BA,75-100k,English,0,1,0
S201600687,2016,some_college,30-50k,English,1,1,0
S201600688,2016,PhD,50-75k,English,0,1,1
S201600689,2016,HS,prefer_not,English,0,1,1
S201600690,2016,some_college,15-30k,English,0,1,1
S201600691,2016,some_college,<15k,English,0,1,1
S201600692,2016,HS,50-75k,Spanish,1,1,1
S201600693,2016,MA,50-75k,English,0,1,0
S201600694,2016,BA,prefer_not,Other,0,1,0
S201600695,2016,HS,100-150k,English,0,1,1
S201600696,2016,HS,15-30k,English,1,1,1
S201600697,2016,HS,50-75k,English,0,1,0
S201600698,2016,MA,30-50k,English,0,1,0
S201600699,2016,HS,100-150k,English,1,1,0
S201600700,2016,HS,50-75k,English,0,1,1
S201600701,2016,HS,100-150k,Spanish,1,1,0
S201600702,2016,BA,15-30k,English,0,1,1
S201600703,2016,some_college,15-30k,English,0,1,0
S201600704,2016,HS,50-75k,Spanish,1,1,0
S201600705,2016,MA,75-100k,Spanish,0,1,1
S201600706,2016,some_college,15-30k,English,0,1,1
S201600707,2016,HS,30-50k,English,1,1,0
S201600708,2016,BA,30-50k,English,0,1,0
S201600709,2016,HS,15-30k,English,1,1,0
S201600710,2016,HS,75-100k,English,0,1,0
S201600711,2016,HS,>150k,English,1,0,0
S201600712,2016,some_college,30-50k,Spanish,0,1,0
S201600713,2016,some_college,50-75k,English,1,1,0
S201600714,2016,BA,15-30k,Spanish,0,1,0
S201600715,2016,some_college,100-150k,English,1,1,0
S201600716,2016,some_college,50-75k,English,0,1,1
S201600717,2016,some_college,<15k,English,0,1,1
S201600718,2016,some_college,75-100k,English,0,0,0
S201600719,2016,MA,15-30k,English,0,1,0
S201600720,2016,MA,30-50k,English,0,1,1
S201600721,2016,some_college,50-75k,Spanish,1,0,0
S201600722,2016,BA,30-50k,English,0,0,1
S201600723,2016,less_than_HS,15-30k,English,1,1,0
S201600724,2016,HS,50-75k,English,0,1,1
S201600725,2016,less_than_HS,50-75k,English,1,1,0
S201600726,2016,MA,100-150k,English,0,1,0
S201600727,2016,HS,100-150k,English,1,1,0
S201600728,2016,some_college,75-100k,English,0,1,0
S201600729,2016,HS,75-100k,English,0,1,0
S201600730,2016,HS,30-50k,English,1,0,0
S201600731,2016,some_college,50-75k,English,1,1,1
S201600732,2016,HS,75-100k,English,1,1,0
S201600733,2016,BA,100-150k,English,0,1,0
S201600734,2016,less_than_HS,>150k,English,0,1,1
S201600735,2016,HS,75-100k,English,0,1,0
S201600736,2016,HS,50-75k,English,1,1,0
S201600737,2016,some_college,30-50k,Spanish,1,1,1
S201600738,2016,less_than_HS,30-50k,English,1,1,0
S201600739,2016,some_college,50-75k,English,0,1,0
S201600740,2016,HS,75-100k,Spanish,0,1,1
S201600741,2016,MA,30-50k,English,0,1,0
S201600742,2016,some_college,15-30k,English,0,1,1
S201600743,2016,MA,30-50k,English,0,1,0
S201600744,2016,some_college,50-75k,English,1,1,0
S201600745,2016,some_college,50-75k,English,0,1,0
S201600746,2016,less_than_HS,<15k,English,0,1,0
S201600747,2016,less_than_HS,100-150k,English,1,1,1
S201600748,2016,BA,30-50k,Chinese,0,1,0
S201600749,2016,BA,30-50k,English,0,1,0
S201600750,2016,HS,50-75k,English,1,1,0
S201600751,2016,some_college,15-30k,English,1,1,1
S201600752,2016,BA,<15k,English,0,1,0
S201600753,2016,some_college,30-50k,Other,0,1,0
S201600754,2016,BA,75-100k,English,0,1,0
S201600755,2016,some_college,<15k,English,0,1,1
S201600756,2016,BA,30-50k,English,0,1,0
S201600757,2016,HS,100-150k,English,0,1,0
S201600758,2016,BA,30-50k,English,0,1,1
S201600759,2016,some_college,30-50k,English,1,1,1
S201600760,2016,some_college,75-100k,English,0,1,0
S201600761,2016,HS,30-50k,English,1,1,0
S201600762,2016,some_college,>150k,Spanish,1,1,0
S201600763,2016,some_college,75-100k,English,1,1,0
S201600764,2016,HS,<15k,Spanish,0,1,0
S201600765,2016,BA,50-75k,Spanish,0,1,0
S201600766,2016,BA,30-50k,English,0,1,1
S201600767,2016,BA,30-50k,English,0,0,1
S201600768,2016,some_college,30-50k,English,0,1,1
S201600769,2016,HS,100-150k,English,1,1,0
S201600770,2016,BA,50-75k,English,0,0,0
S201600771,2016,some_college,30-50k,English,1,1,0
S201600772,2016,less_than_HS,prefer_not,Spanish,1,1,0
S201600773,2016,some_college,prefer_not,English,1,1,0
S201600774,2016,BA,30-50k,Other,0,1,0
S201600775,2016,some_college,<15k,English,0,1,0
S201600776,2016,MA,30-50k,English,0,1,1
S201600777,2016,PhD,>150k,English,0,1,1
S201600778,2016,HS,prefer_not,English,1,1,1
S201600779,2016,PhD,50-75k,English,0,1,0
S201600780,2016,MA,<15k,English,0,1,0
S201600781,2016,less_than_HS,75-100k,English,1,1,1
S201600782,2016,BA,<15k,English,0,1,0
S201600783,2016,some_college,75-100k,English,0,1,1
S201600784,2016,HS,>150k,Spanish,0,1,0
S201600785,2016,HS,<15k,English,1,1,0
S201600786,2016,some_college,75-100k,English,0,1,0
S201600787,2016,BA,75-100k,English,0,1,1
S201600788,2016,some_college,>150k,Other,1,1,0
S201600789,2016,less_than_HS,>150k,Chinese,1,1,1
S201600790,2016,BA,75-100k,English,0,1,0
S201600791,2016,BA,30-50k,English,0,1,0
S201600792,2016,MA,75-100k,English,0,0,0
S201600793,2016,less_than_HS,100-150k,English,1,1,0
S201600794,2016,HS,15-30k,English,0,1,1
S201600795,2016,HS,<15k,Spanish,0,1,1
S201600796,2016,less_than_HS,75-100k,English,1,1,0
S201600797,2016,MA,<15k,Spanish,0,1,1
S201600798,2016,PhD,100-150k,English,0,1,1
S201600799,2016,some_college,75-100k,English,0,1,1
S201600800,2016,less_than_HS,30-50k,English,1,1,0
S201600801,2016,BA,15-30k,Other,0,1,1
S201600802,2016,PhD,30-50k,English,0,1,1
S201600803,2016,BA,<15k,English,0,1,0
S201600804,2016,BA,15-30k,Spanish,0,1,0
S201600805,2016,BA,75-100k,English,0,1,1
S201600806,2016,less_than_HS,30-50k,English,1,1,1
S201600807,2016,HS,<15k,Spanish,1,1,0
S201600808,2016,less_than_HS,30-50k,English,0,1,0
S201600809,2016,HS,75-100k,English,0,1,0
S201600810,2016,less_than_HS,75-100k,English,1,1,0
S201600811,2016,some_college,15-30k,Other,0,1,1
S201600812,2016,some_college,30-50k,English,1,1,1
S201600813,2016,some_college,<15k,Spanish,0,1,1
S201600814,2016,HS,100-150k,English,1,1,0
S201600815,2016,BA,>150k,English,0,1,0
S201600816,2016,some_college,100-150k,English,0,1,0
S201600817,2016,HS,50-75k,English,1,1,0
S201600818,2016,some_college,<15k,Spanish,1,1,0
S201600819,2016,HS,<15k,Spanish,1,1,0
S201600820,2016,HS,<15k,English,1,1,0
S201600821,2016,HS,100-150k,English,1,1,0
S201600822,2016,less_than_HS,100-150k,Chinese,1,0,1
S201600823,2016,some_college,prefer_not,English,1,1,1
S201600824,2016,HS,30-50k,English,0,1,1
S201600825,2016,MA,30-50k,English,0,1,0
S201600826,2016,BA,50-75k,English,0,1,1
S201600827,2016,BA,30-50k,English,0,1,1
S201600828,2016,MA,30-50k,English,0,1,1
S201600829,2016,HS,75-100k,English,1,1,0
S201600830,2016,BA,50-75k,English,0,1,0
S201600831,2016,HS,75-100k,English,0,1,1
S201600832,2016,BA,30-50k,English,0,1,0
S201600833,2016,BA,50-75k,English,0,1,0
S201600834,2016,some_college,30-50k,English,0,1,0
S201600835,2016,some_college,15-30k,Other,1,1,0
S201600836,2016,some_college,50-75k,English,1,0,0
S201600837,2016,some_college,>150k,English,1,1,1
S201600838,2016,BA,75-100k,English,0,1,0
S201600839,2016,HS,75-100k,English,1,1,1
S201600840,2016,less_than_HS,30-50k,English,0,1,0
S201600841,2016,some_college,>150k,English,1,1,0
S201600842,2016,HS,30-50k,Other,1,1,1
S201600843,2016,BA,30-50k,English,0,1,1
S201600844,2016,MA,30-50k,Spanish,0,1,0
S201600845,2016,some_college,15-30k,Spanish,1,1,1
S201600846,2016,some_college,50-75k,English,0,1,0
S201600847,2016,HS,15-30k,English,1,1,1
S201600848,2016,BA,30-50k,English,0,1,0
S201600849,2016,some_college,50-75k,English,0,1,0
S201600850,2016,BA,30-50k,Chinese,0,1,0
S201600851,2016,some_college,15-30k,Spanish,0,1,0
S201600852,2016,HS,15-30k,English,1,1,0
S201600853,2016,HS,50-75k,English,1,1,1
S201600854,2016,less_than_HS,75-100k,Spanish,1,1,0
S201600855,2016,HS,50-75k,English,1,1,1
S201600856,2016,BA,prefer_not,Spanish,0,1,0
S201600857,2016,some_college,30-50k,English,0,1,0
S201600858,2016,some_college,15-30k,English,0,1,0
S201600859,2016,less_than_HS,prefer_not,English,1,1,1
S201600860,2016,HS,75-100k,English,1,1,0
S201600861,2016,HS,15-30k,English,0,1,1
S201600862,2016,some_college,15-30k,English,0,1,0
S201600863,2016,some_college,30-50k,English,0,1,0
S201600864,2016,less_than_HS,50-75k,English,0,1,0
S201600865,2016,BA,75-100k,Spanish,0,1,0
S201600866,2016,less_than_HS,30-50k,English,1,1,0
S201600867,2016,MA,<15k,English,0,1,1
S201600868,2016,BA,50-75k,Other,0,1,0
S201600869,2016,BA,15-30k,English,0,1,0
S201600870,2016,MA,50-75k,English,0,1,0
S201600871,2016,HS,100-150k,English,1,1,0
S201600872,2016,BA,15-30k,English,0,1,1
S201600873,2016,BA,<15k,English,0,1,1
S201600874,2016,HS,100-150k,English,1,1,0
S201600875,2016,HS,75-100k,Spanish,1,1,1
S201600876,2016,MA,<15k,English,0,1,0
S201600877,2016,BA,75-100k,English,0,1,1
S201600878,2016,HS,<15k,English,1,1,0
S201600879,2016,HS,75-100k,English,0,1,0
S201600880,2016,some_college,50-75k,Spanish,1,1,0
S201600881,2016,some_college,75-100k,English,0,1,1
S201600882,2016,HS,50-75k,English,1,1,0
S201600883,2016,PhD,100-150k,English,0,1,1
S201600884,2016,HS,75-100k,Spanish,0,1,0
S201600885,2016,some_college,15-30k,Spanish,0,1,0
S201600886,2016,some_college,>150k,English,0,1,0
S201600887,2016,HS,50-75k,English,0,1,0
S201600888,2016,HS,50-75k,English,0,1,1
S201600889,2016,MA,<15k,English,0,1,0
S201600890,2016,BA,75-100k,English,0,1,1
S201600891,2016,less_than_HS,30-50k,Chinese,1,1,1
S201600892,2016,HS,50-75k,English,1,1,0
S201600893,2016,some_college,15-30k,English,1,1,1
S201600894,2016,BA,<15k,Other,0,1,1
S201600895,2016,HS,50-75k,English,1,1,1
S201600896,2016,BA,75-100k,Spanish,0,1,0
S201600897,2016,some_college,100-150k,English,0,1,1
S201600898,2016,BA,30-50k,English,0,1,0
S201600899,2016,HS,<15k,English,0,1,1
S201600900,2016,HS,15-30k,Other,0,1,0
S201600901,2016,BA,15-30k,Spanish,0,1,0
S201600902,2016,HS,>150k,English,1,1,1
S201600903,2016,HS,15-30k,English,0,1,0
S201600904,2016,HS,15-30k,English,1,1,0
S201600905,2016,HS,<15k,English,1,1,0
S201600906,2016,less_than_HS,30-50k,Spanish,1,1,1
S201600907,2016,BA,75-100k,English,0,1,0
S201600908,2016,BA,30-50k,English,0,1,1
S201600909,2016,HS,30-50k,Chinese,0,1,0
S201600910,2016,some_college,30-50k,English,0,1,0
S201600911,2016,some_college,50-75k,English,0,1,0
S201600912,2016,some_college,50-75k,English,0,1,0
S201600913,2016,HS,30-50k,English,0,1,0
S201600914,2016,some_college,100-150k,Spanish,0,1,1
S201600915,2016,some_college,15-30k,Chinese,0,1,1
S201600916,2016,HS,15-30k,English,0,1,0
S201600917,2016,some_college,100-150k,English,1,1,0
S201600918,2016,HS,50-75k,English,0,1,0
S201600919,2016,BA,75-100k,English,0,1,0
S201600920,2016,MA,30-50k,English,0,1,1
S201600921,2016,BA,100-150k,Chinese,0,1,0
S201600922,2016,HS,100-150k,English,1,1,0
S201600923,2016,BA,50-75k,English,0,1,0
S201600924,2016,BA,>150k,Spanish,0,1,0
S201600925,2016,BA,15-30k,English,0,1,1
S201600926,2016,less_than_HS,15-30k,English,1,1,0
S201600927,2016,some_college,15-30k,Other,1,1,0
S201600928,2016,BA,50-75k,English,0,1,0
S201600929,2016,some_college,30-50k,Spanish,0,1,0
S201600930,2016,some_college,50-75k,Spanish,0,0,1
S201600931,2016,some_college,100-150k,English,0,1,0
S201600932,2016,BA,50-75k,English,0,1,1
S201600933,2016,some_college,15-30k,English,0,1,0
S201600934,2016,some_college,30-50k,English,1,0,1
S201600935,2016,some_college,75-100k,English,0,1,0
S201600936,2016,less_than_HS,<15k,English,0,1,0
S201600937,2016,BA,100-150k,English,0,1,0
S201600938,2016,MA,30-50k,English,0,1,0
S201600939,2016,MA,100-150k,English,0,1,1
S201600940,2016,BA,15-30k,Other,0,1,0
S201600941,2016,HS,75-100k,English,1,1,1
S201600942,2016,BA,30-50k,Chinese,0,1,0
S201600943,2016,less_than_HS,prefer_not,Spanish,0,1,0
S201600944,2016,HS,50-75k,English,1,1,0
S201600945,2016,some_college,15-30k,English,1,1,0
S201600946,2016,some_college,50-75k,English,0,1,0
S201600947,2016,HS,50-75k,English,0,1,0
S201600948,2016,HS,75-100k,English,1,1,0
S201600949,2016,BA,50-75k,English,0,1,1
S201600950,2016,BA,30-50k,English,0,1,0
S201600951,2016,less_than_HS,prefer_not,English,1,1,0
S201600952,2016,MA,15-30k,English,0,1,0
S201600953,2016,HS,15-30k,English,0,1,1
S201600954,2016,HS,15-30k,Spanish,1,1,0
S201600955,2016,PhD,15-30k,English,0,1,0
S201600956,2016,less_than_HS,30-50k,English,1,1,0
S201600957,2016,BA,<15k,English,0,1,0
S201600958,2016,some_college,>150k,English,0,1,0
S201600959,2016,less_than_HS,100-150k,English,1,1,1
S201600960,2016,MA,75-100k,English,0,1,0
S201600961,2016,some_college,100-150k,English,0,1,1
S201600962,2016,some_college,30-50k,Other,1,1,0
S201600963,2016,MA,100-150k,English,0,1,1
S201600964,2016,HS,>150k,Spanish,0,1,0
S201600965,2016,HS,30-50k,English,1,1,0
S201600966,2016,HS,30-50k,English,1,1,0
S201600967,2016,HS,30-50k,English,1,0,0
S201600968,2016,HS,50-75k,English,1,1,0
S201600969,2016,MA,75-100k,English,0,1,0
S201600970,2016,BA,50-75k,English,0,1,0
S201600971,2016,some_college,15-30k,English,1,1,1
S201600972,2016,HS,50-75k,English,1,1,1
S201600973,2016,BA,75-100k,English,0,1,0
S201600974,2016,BA,<15k,English,0,1,1
S201600975,2016,BA,100-150k,English,0,1,0
S201600976,2016,HS,30-50k,Spanish,1,1,1
S201600977,2016,HS,50-75k,Other,0,1,1
S201600978,2016,some_college,15-30k,English,1,1,0
S201600979,2016,HS,>150k,English,1,1,1
S201600980,2016,MA,30-50k,English,0,1,0
S201600981,2016,some_college,<15k,Chinese,1,1,0
S201600982,2016,MA,15-30k,Spanish,0,1,1
S201600983,2016,HS,<15k,English,1,1,0
S201600984,2016,some_college,30-50k,English,1,1,0
