student_id,cohort,degree_level,major_primary,major_secondary,conferral_date,final_cum_gpa,honors
S201502828,2015,BA,Biomedical Engineering,,2019-05-18,3.56,cum laude
S201502830,2015,BS,Management,Minor: Music,2020-05-22,3.61,
S201502840,2015,BA,Anthropology,Minor: Math,2019-05-17,3.38,
S201502845,2015,BS,Mechanical Engineering,,2020-05-13,3.51,
S201502846,2015,BS,Education,Minor: Spanish,2020-05-12,3.22,cum laude
S201502847,2015,BA,Political Science,Minor: History,2020-05-16,3.72,
S201502849,2015,BS,Electrical Engineering,Minor: History,2020-05-21,4.0,
S201502852,2015,BS,Economics,Minor: Spanish,2020-05-14,3.91,
S201502855,2015,BS,Kinesiology,Minor: History,2020-05-12,4.0,
S201502856,2015,BA,Public Health,Minor: Stats,2020-05-15,4.0,
S201502860,2015,BS,Education,Minor: Math,2021-05-15,3.4,
S201502863,2015,BS,Finance,,2021-05-15,4.0,
S201502865,2015,BS,Electrical Engineering,,2020-05-17,4.0,
S201502871,2015,BA,Economics,,2020-05-20,4.0,
S201502880,2015,BS,Accounting,,2020-05-23,3.51,
S201502881,2015,BS,Biomedical Engineering,,2019-05-14,4.0,
S201502884,2015,BS,Pre-Med,Minor: Spanish,2019-05-22,3.18,
S201502888,2015,BA,Philosophy,Minor: Music,2020-05-21,3.81,
S201502889,2015,BS,Kinesiology,Minor: Spanish,2019-05-14,3.01,
S201502890,2015,BA,Spanish,,2020-05-23,3.36,
S201502901,2015,BS,Pre-Med,,2019-05-14,3.27,magna cum laude
S201502902,2015,BS,Marketing,Minor: Music,2019-05-20,3.33,
S201502904,2015,BS,History,,2019-05-14,2.48,
S201502907,2015,BA,Marketing,,2020-05-15,2.71,
S201502910,2015,BS,Computer Science,Minor: Stats,2019-05-13,3.55,
S201502911,2015,BS,Nursing,,2020-05-22,3.75,summa cum laude
S201502913,2015,BS,Communications,Minor: Music,2019-05-21,3.39,cum laude
S201502914,2015,BS,Public Health,Minor: Music,2020-05-14,2.81,
S201502925,2015,BS,Mechanical Engineering,Minor: Stats,2021-05-18,4.0,
S201502928,2015,BA,Finance,,2020-05-18,3.08,
S201502929,2015,BS,Computer Science,Minor: History,2020-05-13,3.87,
S201502930,2015,BA,Anthropology,,2019-05-19,3.91,magna cum laude
S201502931,2015,BS,Physics,,2019-05-13,3.87,cum laude
S201502932,2015,BS,Undeclared,Minor: Music,2020-05-20,3.38,
S201502937,2015,BS,Accounting,,2020-05-20,3.45,cum laude
S201502938,2015,BS,Economics-Bus,Minor: Stats,2020-05-13,3.82,
S201502941,2015,BS,Undeclared,,2020-05-18,3.18,magna cum laude
S201502943,2015,BS,Accounting,Minor: History,2019-05-16,3.13,magna cum laude
S201502944,2015,BS,Economics-Bus,,2020-05-20,4.0,
S201502949,2015,BA,Statistics,,2019-05-21,3.56,cum laude
S201502952,2015,BA,Economics,,2020-05-19,4.0,
S201502953,2015,BA,Political Science,,2020-05-14,2.73,
S201502954,2015,BS,Physics,,2019-05-14,3.97,
S201502955,2015,BS,Management,,2019-05-19,4.0,
S201502969,2015,BS,Economics-Bus,,2021-05-13,3.38,
S201502972,2015,BA,Sociology,,2019-05-22,2.4,cum laude
S201502974,2015,BS,Physics,Minor: Music,2020-05-17,3.04,cum laude
S201502979,2015,BS,Finance,Minor: Math,2019-05-20,3.73,
S201502980,2015,BS,Physics,,2020-05-21,2.68,
S201502982,2015,BS,Mathematics,Minor: Math,2019-05-17,3.38,cum laude
S201502985,2015,BA,Mechanical Engineering,,2019-05-14,3.51,
S201502987,2015,BA,History,Minor: History,2020-05-20,3.17,cum laude
S201502988,2015,BA,Sociology,,2019-05-21,3.89,magna cum laude
S201502990,2015,BS,Civil Engineering,,2020-05-22,4.0,
S201502991,2015,BS,Kinesiology,,2019-05-23,3.41,
S201502998,2015,BS,Marketing,Minor: History,2020-05-20,4.0,
S201503002,2015,BS,Economics-Bus,,2020-05-22,2.71,
S201503004,2015,BS,Kinesiology,,2019-05-20,3.63,
S201503007,2015,BS,Marketing,,2019-05-20,3.76,cum laude
S201503008,2015,BS,Public Health,,2020-05-17,4.0,magna cum laude
S201503011,2015,BS,Public Health,,2021-05-13,3.4,cum laude
S201503012,2015,BS,Accounting,,2021-05-15,2.99,
S201503013,2015,BS,Spanish,,2019-05-14,2.35,
S201503017,2015,BS,Undeclared,,2020-05-21,3.72,
S201503020,2015,BA,Biology,,2019-05-15,3.18,cum laude
S201503023,2015,BS,Marketing,,2019-05-13,4.0,
S201503028,2015,BS,Biology,Minor: Stats,2019-05-12,4.0,
S201503034,2015,BS,Pre-Med,Minor: Stats,2019-05-13,4.0,magna cum laude
S201503035,2015,BS,Finance,,2019-05-22,3.7,
S201503036,2015,BA,Art History,Minor: Music,2020-05-23,3.68,
S201503039,2015,BS,Psychology,,2021-05-19,3.33,
S201503040,2015,BS,Marketing,,2019-05-17,4.0,
S201503045,2015,BA,Art History,Minor: Math,2019-05-20,3.87,
S201503046,2015,BA,Psychology,,2020-05-18,3.9,
S201503047,2015,BA,Economics,,2020-05-16,3.52,
S201503048,2015,BS,Biology,,2020-05-19,4.0,
S201503051,2015,BS,Biomedical Engineering,,2019-05-13,4.0,
S201503053,2015,BS,Biomedical Engineering,Minor: Music,2021-05-12,4.0,
S201503055,2015,BA,Psychology,,2019-05-12,4.0,
S201503058,2015,BS,Statistics,,2019-05-16,3.5,
S201503059,2015,BS,Anthropology,,2019-05-12,3.41,cum laude
S201503067,2015,BS,Marketing,,2019-05-20,3.55,
S201503076,2015,BS,Electrical Engineering,,2020-05-15,3.43,
S201503078,2015,BS,Physics,,2020-05-12,3.69,
S201503079,2015,BA,Spanish,,2020-05-14,3.59,
S201503084,2015,BS,Communications,Minor: Math,2019-05-17,3.72,
S201503085,2015,BS,Biology,,2019-05-12,3.52,
S201503088,2015,BS,Nursing,Minor: Music,2019-05-19,3.9,
S201503089,2015,BS,Statistics,,2020-05-16,3.78,
S201503092,2015,BS,Economics-Bus,Minor: History,2019-05-12,3.27,
S201503094,2015,BS,Marketing,,2019-05-13,3.36,summa cum laude
S201503096,2015,BA,Political Science,Minor: Spanish,2019-05-16,3.7,cum laude
S201503097,2015,BS,Finance,Minor: Stats,2019-05-16,3.44,
S201503098,2015,BA,Art History,Minor: Music,2020-05-13,3.34,
S201503100,2015,BS,Management,,2019-05-12,3.88,magna cum laude
S201503102,2015,BS,Philosophy,Minor: History,2019-05-19,3.78,
S201503107,2015,BA,Sociology,,2019-05-16,3.42,cum laude
S201503120,2015,BS,Economics-Bus,,2019-05-18,3.08,
S201503122,2015,BA,History,,2020-05-17,3.26,
S201503123,2015,BS,Finance,,2020-05-21,3.44,cum laude
S201503129,2015,BS,Economics-Bus,,2020-05-19,3.2,
S201503130,2015,BS,Biomedical Engineering,,2019-05-19,4.0,
S201503137,2015,BS,Psychology,,2020-05-14,2.91,
S201503148,2015,BS,General Studies,Minor: Math,2019-05-16,3.45,
S201503151,2015,BS,Undeclared,Minor: Music,2019-05-20,3.91,
S201503154,2015,BS,Accounting,,2021-05-12,3.12,magna cum laude
S201503160,2015,BA,Philosophy,Minor: Stats,2019-05-16,2.99,
S201503164,2015,BS,Political Science,Minor: History,2019-05-21,3.34,cum laude
S201503167,2015,BA,Economics,,2020-05-21,2.97,
S201503170,2015,BS,Electrical Engineering,,2019-05-19,3.96,
S201503171,2015,BS,Statistics,,2019-05-16,3.29,
S201503175,2015,BS,Kinesiology,Minor: Math,2019-05-19,3.54,magna cum laude
S201503181,2015,BS,General Studies,,2019-05-13,4.0,summa cum laude
S201600002,2016,BS,Finance,,2020-05-13,2.46,
S201600003,2016,BS,Anthropology,,2020-05-15,2.92,
S201600006,2016,BS,Nursing,Minor: Music,2020-05-20,3.82,
S201600007,2016,BS,Nursing,,2020-05-21,3.36,
S201600015,2016,BS,Communications,Minor: History,2021-05-18,2.99,
S201600018,2016,BS,Statistics,,2020-05-12,3.9,
S201600020,2016,BS,Chemistry,Minor: Music,2020-05-21,4.0,
S201600023,2016,BS,Mechanical Engineering,,2021-05-12,2.57,magna cum laude
S201600031,2016,BS,Communications,,2020-05-14,2.96,
S201600032,2016,BS,General Studies,,2021-05-13,4.0,
S201600036,2016,BS,Public Health,,2021-05-22,4.0,
S201600040,2016,BA,Economics,Minor: Stats,2020-05-14,3.68,
S201600041,2016,BS,Economics-Bus,Minor: Math,2021-05-22,3.04,
S201600047,2016,BS,Undeclared,,2021-05-21,4.0,
S201600049,2016,BA,Psychology,,2021-05-20,4.0,
S201600052,2016,BS,Education,,2022-05-16,2.77,
S201600055,2016,BS,Public Health,,2021-05-18,3.32,magna cum laude
S201600056,2016,BA,Statistics,,2020-05-21,3.4,
S201600058,2016,BS,Computer Science,Minor: History,2020-05-18,3.46,summa cum laude
S201600065,2016,BS,Management,Minor: History,2021-05-22,2.9,magna cum laude
S201600066,2016,BS,Computer Science,Minor: Math,2020-05-17,3.21,
S201600067,2016,BS,Philosophy,Minor: History,2020-05-12,3.73,
S201600068,2016,BS,Computer Science,Minor: Music,2020-05-21,3.48,
S201600069,2016,BS,Pre-Med,,2020-05-19,3.82,
S201600070,2016,BS,Economics-Bus,Minor: Spanish,2021-05-18,3.73,cum laude
S201600073,2016,BS,Nursing,,2021-05-14,3.58,summa cum laude
S201600074,2016,BS,Computer Science,Minor: History,2020-05-20,4.0,
S201600077,2016,BS,Pre-Med,Minor: Math,2021-05-22,2.97,
S201600078,2016,BA,Marketing,,2020-05-12,4.0,
S201600080,2016,BS,Civil Engineering,,2020-05-22,2.91,
S201600087,2016,BA,Psychology,Minor: History,2020-05-17,2.79,
S201600090,2016,BA,Philosophy,,2020-05-22,3.69,summa cum laude
S201600092,2016,BS,Kinesiology,,2022-05-23,3.14,magna cum laude
S201600094,2016,BS,Mechanical Engineering,,2021-05-16,4.0,
S201600096,2016,BS,Finance,,2020-05-21,3.44,summa cum laude
S201600100,2016,BA,Political Science,,2021-05-22,3.79,
S201600101,2016,BS,Electrical Engineering,,2020-05-22,4.0,cum laude
S201600103,2016,BS,Biology,Minor: Spanish,2021-05-20,3.38,
S201600107,2016,BS,Education,Minor: Stats,2021-05-14,3.02,
S201600112,2016,BA,English,,2021-05-13,4.0,
S201600115,2016,BS,History,,2021-05-19,3.52,
S201600121,2016,BA,English,Minor: Math,2021-05-17,3.4,
S201600122,2016,BS,Economics,,2020-05-23,2.95,summa cum laude
S201600124,2016,BA,Economics,,2020-05-21,3.56,cum laude
S201600125,2016,BS,Accounting,,2020-05-22,3.51,
S201600130,2016,BA,Political Science,,2021-05-18,3.6,
S201600131,2016,BS,Biomedical Engineering,,2021-05-13,3.33,magna cum laude
S201600132,2016,BS,Biology,Minor: History,2021-05-15,3.93,
S201600134,2016,BS,Mechanical Engineering,,2021-05-23,3.81,cum laude
S201600136,2016,BS,Economics-Bus,Minor: Math,2020-05-13,3.06,
S201600138,2016,BS,Kinesiology,,2020-05-18,3.68,
S201600140,2016,BS,Kinesiology,Minor: Spanish,2020-05-20,3.88,
S201600142,2016,BA,Anthropology,Minor: Math,2020-05-19,2.47,
S201600150,2016,BS,Biology,,2021-05-14,3.92,
S201600159,2016,BS,Statistics,,2021-05-21,3.4,
S201600162,2016,BA,Sociology,,2020-05-14,2.51,
S201600166,2016,BS,Undeclared,,2021-05-14,3.56,
S201600172,2016,BS,Pre-Med,,2020-05-23,3.52,
S201600182,2016,BS,Economics-Bus,,2021-05-14,3.28,
S201600193,2016,BS,Electrical Engineering,Minor: Stats,2021-05-21,2.82,
S201600198,2016,BS,Finance,,2021-05-13,3.0,cum laude
S201600200,2016,BS,Chemistry,Minor: Math,2020-05-14,3.25,cum laude
S201600206,2016,BS,Public Health,,2020-05-22,3.7,
S201600207,2016,BS,Finance,,2022-05-22,3.68,
S201600208,2016,BS,Marketing,,2022-05-17,3.65,
S201600211,2016,BS,Education,Minor: Music,2020-05-16,2.62,
S201600212,2016,BA,Psychology,,2021-05-19,2.9,
S201600214,2016,BS,Communications,,2020-05-19,2.86,
S201600226,2016,BA,Spanish,,2020-05-12,3.55,
S201600228,2016,BS,Kinesiology,Minor: Stats,2021-05-12,3.49,
S201600230,2016,BS,Spanish,,2020-05-14,4.0,
S201600233,2016,BS,Kinesiology,Minor: History,2020-05-18,3.45,
S201600235,2016,BS,Public Health,,2020-05-13,3.24,
S201600236,2016,BS,Chemistry,,2020-05-23,4.0,cum laude
S201600237,2016,BS,Marketing,Minor: Math,2020-05-21,3.39,
S201600239,2016,BS,Chemistry,,2021-05-18,4.0,cum laude
S201600241,2016,BS,Education,Minor: History,2020-05-12,3.43,
S201600243,2016,BA,Economics,Minor: History,2020-05-20,3.72,
S201600244,2016,BA,Anthropology,,2020-05-20,3.57,magna cum laude
S201600247,2016,BS,Biomedical Engineering,Minor: Music,2021-05-13,3.69,summa cum laude
S201600248,2016,BA,Political Science,Minor: History,2021-05-23,3.92,cum laude
S201600251,2016,BS,Mathematics,,2020-05-17,4.0,
S201600252,2016,BS,Marketing,Minor: Math,2021-05-13,2.46,
S201600253,2016,BA,Sociology,Minor: Stats,2021-05-17,3.85,
S201600258,2016,BA,Philosophy,,2021-05-22,4.0,
S201600259,2016,BA,Art History,,2020-05-16,3.76,
S201600262,2016,BA,Anthropology,,2021-05-12,3.87,cum laude
S201600264,2016,BS,Civil Engineering,Minor: Stats,2020-05-14,3.68,cum laude
S201600267,2016,BS,Physics,,2021-05-16,3.1,
S201600269,2016,BS,Anthropology,Minor: Stats,2020-05-17,3.81,
S201600272,2016,BS,Kinesiology,Minor: Stats,2021-05-21,2.89,cum laude
S201600275,2016,BS,Management,,2022-05-13,2.94,
S201600276,2016,BS,Mechanical Engineering,,2021-05-22,3.54,
S201600277,2016,BS,Accounting,,2021-05-20,3.25,
S201600279,2016,BS,Education,,2020-05-16,3.27,magna cum laude
S201600283,2016,BA,Political Science,,2021-05-20,4.0,magna cum laude
S201600285,2016,BS,Biology,Minor: Math,2020-05-22,3.72,cum laude
S201600286,2016,BS,Education,Minor: Math,2021-05-14,3.72,
S201600292,2016,BA,History,,2021-05-22,3.56,
S201600294,2016,BS,Education,Minor: History,2022-05-12,3.52,cum laude
S201600295,2016,BS,Electrical Engineering,Minor: Math,2020-05-19,4.0,magna cum laude
S201600301,2016,BS,Finance,,2020-05-13,3.91,
S201600302,2016,BA,Anthropology,Minor: Math,2021-05-22,3.86,
S201600303,2016,BA,Sociology,,2021-05-15,4.0,magna cum laude
S201600304,2016,BS,Marketing,,2021-05-16,3.01,cum laude
S201600305,2016,BS,Public Health,,2020-05-16,3.63,
S201600310,2016,BS,Communications,Minor: Math,2020-05-19,4.0,
S201600313,2016,BA,Political Science,,2020-05-19,3.56,
S201600315,2016,BS,Mechanical Engineering,Minor: Spanish,2021-05-21,4.0,
S201600320,2016,BS,Kinesiology,,2020-05-12,3.67,
S201600325,2016,BS,Nursing,,2020-05-23,3.18,cum laude
S201600326,2016,BS,History,Minor: Stats,2020-05-16,3.47,
S201600327,2016,BS,Public Health,Minor: Stats,2021-05-17,3.22,cum laude
S201600328,2016,BS,Pre-Med,,2022-05-14,3.33,
S201600331,2016,BS,Public Health,Minor: Spanish,2021-05-14,3.14,
S201600332,2016,BS,Management,,2022-05-13,3.32,cum laude
S201600337,2016,BA,Marketing,Minor: Math,2020-05-22,3.97,magna cum laude
S201600338,2016,BS,Electrical Engineering,,2020-05-20,4.0,
S201600341,2016,BS,Mathematics,,2020-05-22,3.39,
S201600344,2016,BA,Anthropology,Minor: Music,2020-05-15,2.85,
S201600346,2016,BS,Chemistry,,2020-05-23,3.27,
S201600347,2016,BA,Political Science,,2020-05-13,3.28,summa cum laude
S201600353,2016,BS,Biomedical Engineering,,2020-05-19,3.2,cum laude
S201600355,2016,BS,Civil Engineering,Minor: Spanish,2021-05-15,2.9,
S201600356,2016,BA,Political Science,,2021-05-22,3.78,
S201600360,2016,BS,Biomedical Engineering,,2020-05-18,3.1,
S201600362,2016,BA,English,,2020-05-15,3.86,
S201600373,2016,BA,Political Science,Minor: History,2020-05-12,3.76,cum laude
S201600378,2016,BS,Civil Engineering,,2021-05-20,2.96,
S201600381,2016,BS,Statistics,,2020-05-21,3.71,
S201600385,2016,BS,Accounting,,2021-05-18,3.5,cum laude
S201600387,2016,BS,Statistics,Minor: Spanish,2021-05-21,3.46,
S201600394,2016,BS,Kinesiology,,2020-05-21,3.2,
S201600402,2016,BS,Mechanical Engineering,,2021-05-20,3.53,
S201600404,2016,BS,Communications,,2020-05-19,2.79,
S201600406,2016,BA,Anthropology,Minor: Stats,2020-05-22,3.6,
S201600408,2016,BA,Economics,Minor: Music,2021-05-12,3.05,magna cum laude
S201600409,2016,BS,General Studies,,2020-05-20,3.68,cum laude
S201600416,2016,BS,Chemistry,,2020-05-12,3.49,
S201600422,2016,BS,Finance,Minor: Stats,2021-05-21,4.0,
S201600427,2016,BS,Pre-Med,,2020-05-16,3.44,
S201600431,2016,BS,Finance,,2020-05-23,3.79,
S201600437,2016,BS,Accounting,Minor: Stats,2021-05-18,3.01,
S201600444,2016,BS,Economics-Bus,,2020-05-14,3.08,
S201600455,2016,BS,Electrical Engineering,,2020-05-14,4.0,
S201600456,2016,BS,Political Science,,2021-05-21,3.48,cum laude
S201600458,2016,BS,Biology,,2020-05-16,3.41,
S201600461,2016,BA,History,Minor: Music,2021-05-17,3.74,
S201600463,2016,BS,Philosophy,,2020-05-19,3.81,
S201600464,2016,BS,Nursing,Minor: Math,2021-05-13,2.76,
S201600465,2016,BS,General Studies,,2021-05-14,3.85,
S201600468,2016,BS,Economics-Bus,,2021-05-19,3.83,
S201600474,2016,BS,Accounting,,2021-05-18,4.0,cum laude
S201600475,2016,BS,Public Health,Minor: Stats,2020-05-22,3.18,
S201600476,2016,BS,Marketing,Minor: History,2020-05-23,3.84,
S201600481,2016,BS,Biology,Minor: Spanish,2020-05-14,3.66,
S201600482,2016,BS,Mechanical Engineering,,2020-05-16,3.65,
S201600484,2016,BS,Biology,Minor: History,2021-05-21,2.79,
S201600495,2016,BA,Statistics,,2021-05-18,4.0,
S201600499,2016,BS,Computer Science,Minor: Math,2021-05-13,3.78,cum laude
S201600500,2016,BS,Communications,,2020-05-15,3.43,
S201600504,2016,BS,History,,2020-05-19,3.45,
S201600505,2016,BS,Undeclared,Minor: Music,2020-05-22,3.15,
S201600515,2016,BS,Pre-Med,,2020-05-23,3.49,
S201600516,2016,BS,Undeclared,Minor: History,2020-05-19,3.73,
S201600517,2016,BS,Undeclared,,2020-05-19,3.33,
S201600520,2016,BS,Computer Science,,2021-05-14,3.02,
S201600523,2016,BA,Sociology,Minor: Music,2020-05-13,3.11,
S201600530,2016,BA,Art History,Minor: History,2020-05-12,3.34,cum laude
S201600537,2016,BS,Civil Engineering,,2020-05-13,3.35,
S201600539,2016,BA,Anthropology,,2020-05-12,3.4,cum laude
S201600544,2016,BS,Pre-Med,Minor: Math,2020-05-19,4.0,
S201600545,2016,BS,Public Health,Minor: Music,2020-05-23,2.47,
S201600552,2016,BS,Economics-Bus,,2021-05-23,4.0,
S201600555,2016,BS,Physics,,2021-05-16,3.97,
S201600558,2016,BS,Undeclared,Minor: Spanish,2022-05-18,4.0,
S201600561,2016,BS,Undeclared,Minor: Math,2021-05-13,3.64,
S201600562,2016,BS,Communications,,2020-05-15,3.57,
S201600563,2016,BS,Nursing,,2021-05-19,3.86,
S201600564,2016,BS,Statistics,Minor: History,2020-05-12,4.0,
S201600567,2016,BS,Economics-Bus,Minor: Stats,2021-05-23,3.43,
S201600569,2016,BS,Communications,Minor: Spanish,2020-05-16,3.55,
S201600571,2016,BA,Philosophy,,2020-05-22,3.49,
S201600575,2016,BA,English,Minor: Spanish,2021-05-13,3.38,
S201600576,2016,BS,Biology,Minor: Spanish,2020-05-17,3.7,
S201600577,2016,BS,Marketing,,2022-05-14,2.59,cum laude
S201600579,2016,BS,Civil Engineering,Minor: Spanish,2021-05-23,3.83,summa cum laude
S201600582,2016,BS,Physics,,2021-05-17,3.21,
S201600583,2016,BA,Anthropology,,2020-05-12,4.0,
S201600585,2016,BA,Sociology,Minor: History,2021-05-18,3.95,
S201600586,2016,BS,General Studies,,2020-05-22,3.25,
S201600588,2016,BA,History,,2020-05-14,2.96,cum laude
S201600590,2016,BS,Political Science,,2020-05-17,3.5,
S201600593,2016,BS,Electrical Engineering,,2021-05-21,3.17,cum laude
S201600597,2016,BA,Economics,,2020-05-21,4.0,
S201600602,2016,BS,Accounting,,2020-05-16,3.07,cum laude
S201600603,2016,BS,Chemistry,Minor: Spanish,2020-05-13,3.98,
S201600605,2016,BS,Electrical Engineering,,2021-05-20,4.0,
S201600606,2016,BA,Spanish,Minor: Music,2020-05-22,2.81,cum laude
S201600607,2016,BS,Physics,,2021-05-14,3.45,
S201600608,2016,BA,English,Minor: Stats,2022-05-22,4.0,
S201600609,2016,BS,Biomedical Engineering,Minor: Stats,2021-05-14,4.0,
S201600612,2016,BS,Mechanical Engineering,Minor: History,2022-05-18,3.03,summa cum laude
S201600617,2016,BS,Mechanical Engineering,,2020-05-21,3.18,magna cum laude
S201600621,2016,BS,Marketing,,2020-05-20,4.0,cum laude
S201600622,2016,BS,Accounting,,2020-05-15,4.0,cum laude
S201600624,2016,BA,Economics,,2021-05-14,3.67,
S201600625,2016,BA,Psychology,,2020-05-17,3.64,
S201600626,2016,BA,Economics,Minor: Math,2021-05-23,4.0,
S201600627,2016,BS,Finance,Minor: Stats,2020-05-23,3.14,cum laude
S201600633,2016,BS,Psychology,,2022-05-22,3.37,
S201600637,2016,BA,Sociology,Minor: History,2020-05-19,3.59,
S201600638,2016,BA,Sociology,,2021-05-22,4.0,magna cum laude
S201600640,2016,BS,Statistics,,2021-05-23,3.57,magna cum laude
S201600645,2016,BS,Computer Science,Minor: Math,2021-05-17,3.68,
S201600651,2016,BA,Art History,,2020-05-16,3.39,
S201600652,2016,BS,Computer Science,,2020-05-18,2.96,
S201600653,2016,BS,Biology,,2021-05-13,2.8,
S201600656,2016,BS,Management,,2021-05-22,3.48,
S201600657,2016,BA,Political Science,,2021-05-14,3.08,summa cum laude
S201600658,2016,BA,Psychology,Minor: Music,2020-05-15,3.04,
S201600659,2016,BS,Marketing,Minor: Stats,2021-05-19,4.0,
S201600662,2016,BA,Psychology,Minor: History,2020-05-15,3.23,
S201600663,2016,BA,Biology,,2022-05-17,3.83,cum laude
S201600668,2016,BA,Anthropology,Minor: Spanish,2020-05-18,4.0,
S201600672,2016,BA,Economics,,2020-05-16,3.67,
S201600674,2016,BS,Management,,2020-05-22,3.53,
S201600676,2016,BS,Civil Engineering,,2021-05-12,3.88,cum laude
S201600678,2016,BS,Biology,,2020-05-18,3.63,
S201600682,2016,BS,Electrical Engineering,,2021-05-16,2.89,
S201600684,2016,BS,Pre-Med,Minor: History,2020-05-22,3.38,magna cum laude
S201600685,2016,BA,Sociology,,2020-05-23,3.5,cum laude
S201600687,2016,BS,Marketing,,2020-05-21,3.53,
S201600688,2016,BS,Civil Engineering,Minor: Music,2021-05-15,3.64,
S201600690,2016,BS,Public Health,,2020-05-20,3.52,cum laude
S201600691,2016,BS,Biomedical Engineering,,2021-05-23,3.7,
S201600696,2016,BS,Management,Minor: History,2022-05-13,3.88,magna cum laude
S201600702,2016,BS,Chemistry,Minor: History,2020-05-12,4.0,cum laude
S201600703,2016,BS,Biology,,2021-05-22,3.8,
S201600708,2016,BS,Spanish,Minor: Spanish,2021-05-13,3.51,summa cum laude
S201600710,2016,BS,Economics-Bus,Minor: Math,2020-05-23,4.0,
S201600714,2016,BS,Electrical Engineering,Minor: Stats,2020-05-16,3.89,
S201600717,2016,BS,Finance,,2020-05-12,3.59,
S201600721,2016,BA,Sociology,Minor: Stats,2022-05-17,3.58,
S201600723,2016,BS,Public Health,,2021-05-12,3.48,
S201600730,2016,BS,Mathematics,,2021-05-20,3.63,
S201600740,2016,BS,Education,,2020-05-23,3.65,
S201600741,2016,BS,Pre-Med,Minor: Spanish,2020-05-12,4.0,
S201600743,2016,BS,Physics,Minor: Math,2020-05-23,4.0,
S201600745,2016,BS,Finance,,2020-05-14,2.85,cum laude
S201600746,2016,BS,Marketing,,2020-05-15,2.85,
S201600753,2016,BS,Mathematics,Minor: Math,2020-05-14,3.04,cum laude
S201600754,2016,BS,Economics-Bus,,2020-05-18,3.54,
S201600755,2016,BA,Mathematics,,2022-05-12,3.78,cum laude
S201600759,2016,BA,Psychology,Minor: Stats,2021-05-17,3.76,
S201600762,2016,BA,Psychology,,2020-05-15,3.14,
S201600765,2016,BA,English,Minor: Stats,2020-05-16,3.1,
S201600767,2016,BS,Statistics,,2021-05-15,3.15,
S201600770,2016,BS,Mechanical Engineering,Minor: Spanish,2020-05-19,3.6,
S201600774,2016,BS,Finance,Minor: History,2021-05-13,3.77,
S201600775,2016,BS,Biomedical Engineering,Minor: History,2021-05-12,4.0,
S201600776,2016,BA,Electrical Engineering,Minor: Stats,2020-05-22,4.0,
S201600779,2016,BS,Nursing,Minor: Stats,2021-05-18,3.09,magna cum laude
S201600784,2016,BS,Education,,2021-05-13,3.81,
S201600786,2016,BA,Political Science,Minor: Stats,2021-05-18,4.0,
S201600788,2016,BA,English,,2022-05-18,3.02,
S201600792,2016,BS,Computer Science,Minor: Spanish,2021-05-19,3.86,
S201600793,2016,BS,Civil Engineering,,2020-05-18,3.08,
S201600795,2016,BS,Finance,Minor: Music,2021-05-14,3.75,
S201600798,2016,BA,English,Minor: History,2020-05-20,3.51,magna cum laude
S201600803,2016,BA,Art History,Minor: History,2021-05-14,3.96,
S201600808,2016,BA,Political Science,,2022-05-22,3.61,
S201600811,2016,BS,Civil Engineering,,2020-05-21,3.25,magna cum laude
S201600812,2016,BS,Physics,Minor: Stats,2021-05-23,3.32,
S201600814,2016,BA,Psychology,Minor: Stats,2020-05-18,3.51,cum laude
S201600818,2016,BA,Anthropology,Minor: Spanish,2021-05-17,4.0,cum laude
S201600820,2016,BS,Biomedical Engineering,Minor: Spanish,2021-05-17,3.58,
S201600834,2016,BS,Biomedical Engineering,,2020-05-23,3.55,
S201600839,2016,BS,Biology,,2022-05-16,3.55,cum laude
S201600840,2016,BS,Mathematics,,2020-05-13,3.35,
S201600841,2016,BS,Chemistry,,2021-05-13,4.0,
S201600842,2016,BS,Electrical Engineering,Minor: Stats,2022-05-23,3.7,
S201600843,2016,BS,Public Health,,2021-05-21,3.22,
S201600844,2016,BS,Political Science,,2022-05-21,3.82,magna cum laude
S201600848,2016,BS,Computer Science,,2021-05-16,3.23,
S201600849,2016,BS,Chemistry,,2020-05-19,3.19,
S201600853,2016,BS,Computer Science,Minor: Stats,2020-05-12,2.77,
S201600855,2016,BA,Mathematics,,2021-05-18,4.0,
S201600856,2016,BS,Pre-Med,,2020-05-12,4.0,
S201600861,2016,BA,History,,2020-05-21,2.57,cum laude
S201600864,2016,BS,Biomedical Engineering,Minor: Spanish,2021-05-14,3.69,magna cum laude
S201600865,2016,BS,Civil Engineering,Minor: History,2020-05-15,4.0,
S201600866,2016,BS,Mechanical Engineering,Minor: Math,2021-05-19,4.0,cum laude
S201600870,2016,BS,Finance,,2020-05-21,4.0,cum laude
S201600872,2016,BS,Education,,2020-05-20,3.31,
S201600874,2016,BA,Electrical Engineering,,2020-05-16,4.0,
S201600875,2016,BA,Political Science,Minor: Spanish,2021-05-20,3.88,
S201600877,2016,BA,Statistics,,2020-05-12,3.67,
S201600878,2016,BS,Undeclared,Minor: History,2020-05-19,3.9,
S201600880,2016,BA,Spanish,,2021-05-20,3.61,
S201600881,2016,BS,Accounting,Minor: Spanish,2020-05-12,3.29,
S201600882,2016,BA,Art History,,2022-05-12,3.99,cum laude
S201600884,2016,BS,Public Health,,2020-05-21,2.35,cum laude
