graduate_id,institution_id,cohort_year,field_of_study,age_at_grad,female,cum_gpa,first_gen,rural_origin,low_income_q,internship_months,high_demand_field,risk_score,eligible_z,enrolled_d,y_match_6m,y_quality_6m,y_stability_12m
G2018000532,U05,2020,STEM,25.7,0,3.054,0,0,0,1,1,31.033,0,0,59.66,1,1
G2018000533,U06,2020,STEM,21.8,0,3.459,0,0,0,2,0,47.011,0,1,68.09,1,0
G2018000534,U08,2018,BUS,21.2,0,2.694,0,0,0,4,0,6.628,0,0,74.45,1,1
G2018000535,U01,2020,EDU,26.0,1,2.658,0,1,1,1,0,54.271,0,0,67.42,1,1
G2018000536,U03,2018,HLT,28.7,1,2.467,1,0,0,5,1,11.196,0,0,87.27,1,1
G2018000537,U01,2021,STEM,23.6,1,3.023,0,0,1,2,1,16.986,0,1,71.28,1,1
G2018000538,U03,2018,STEM,23.2,1,2.82,1,0,0,4,0,20.885,0,1,76.17,1,1
G2018000539,U08,2018,HLT,24.9,0,3.42,1,0,1,0,1,35.638,0,1,72.09,1,1
G2018000540,U08,2019,HLT,21.0,1,3.284,0,0,1,3,1,24.865,0,0,71.22,1,1
G2018000541,U03,2021,HUM,25.8,0,3.496,1,0,0,3,0,11.502,0,0,61.02,1,1
G2018000542,U01,2021,STEM,24.1,0,2.605,1,0,1,4,1,42.55,0,0,47.79,1,0
G2018000543,U07,2021,BUS,23.0,1,2.937,0,0,1,2,0,39.487,0,1,63.16,1,1
G2018000544,U02,2022,STEM,25.9,0,2.967,1,0,1,3,0,42.478,0,1,74.33,1,0
G2018000545,U04,2020,HUM,23.6,1,3.402,0,1,0,5,0,0.561,0,0,83.5,1,0
G2018000546,U02,2020,EDU,25.7,0,3.088,0,0,0,2,0,20.61,0,1,66.1,1,1
G2018000547,U06,2021,SOC,21.2,0,3.327,1,1,0,2,0,29.341,0,0,73.43,1,1
G2018000548,U06,2020,BUS,25.5,1,3.046,1,0,0,0,0,64.922,0,1,82.04,1,1
G2018000549,U04,2018,SOC,23.1,0,2.597,0,0,0,0,0,39.165,0,1,56.82,1,1
G2018000550,U04,2019,HUM,23.2,1,3.599,0,0,0,3,0,8.097,0,0,70.82,1,0
G2018000551,U01,2018,BUS,23.8,1,2.997,0,0,1,1,0,24.24,0,0,74.34,1,0
G2018000552,U01,2022,STEM,24.8,1,2.896,0,0,0,7,1,7.203,0,1,81.31,1,1
G2018000553,U03,2021,SOC,25.7,1,3.624,1,0,1,4,0,37.21,0,0,56.03,1,0
G2018000554,U08,2020,BUS,23.6,1,2.837,0,1,0,1,0,19.343,0,0,58.2,0,0
G2018000555,U03,2018,HUM,23.7,1,2.186,1,0,0,0,0,39.054,0,0,56.38,0,0
G2018000556,U03,2021,STEM,25.6,1,3.199,0,0,1,0,1,41.173,0,0,57.19,0,1
G2018000557,U01,2022,HLT,24.1,0,3.415,1,0,0,3,1,52.072,0,0,61.01,1,1
G2018000558,U02,2020,BUS,28.2,0,3.101,0,0,0,4,0,31.842,0,1,88.4,1,1
G2018000559,U02,2020,SOC,24.7,0,3.263,0,1,1,1,0,46.894,0,0,66.65,0,0
G2018000560,U02,2022,BUS,26.1,0,3.224,0,0,0,1,0,9.794,0,0,62.59,1,1
G2018000561,U04,2022,HUM,24.8,0,2.535,1,0,0,2,0,51.524,0,0,71.09,0,0
G2018000562,U05,2022,BUS,22.9,1,2.998,1,0,1,2,0,57.314,0,0,48.88,1,0
G2018000563,U05,2021,STEM,25.0,1,3.372,0,0,0,5,0,23.971,0,0,59.5,1,1
G2018000564,U08,2020,SOC,22.1,0,3.359,0,0,0,5,0,36.428,0,0,57.84,1,1
G2018000565,U07,2020,HLT,24.7,0,3.421,0,0,1,5,1,16.605,0,0,77.77,1,1
G2018000566,U08,2018,STEM,25.5,1,3.263,0,0,0,2,0,10.267,0,1,81.15,0,1
G2018000567,U06,2018,BUS,23.6,0,2.979,0,0,0,3,0,37.707,0,0,70.59,1,1
G2018000568,U01,2018,HUM,22.8,0,2.891,0,0,1,1,0,23.83,0,1,68.27,1,1
G2018000569,U01,2019,STEM,21.5,1,3.333,0,0,1,3,1,20.351,0,0,67.54,1,1
G2018000570,U03,2021,EDU,26.3,0,2.977,0,0,0,4,0,31.366,0,0,67.84,1,1
G2018000571,U02,2019,SOC,23.3,1,2.801,1,1,1,2,0,13.923,0,0,56.57,1,1
G2018000572,U06,2020,BUS,24.9,0,3.799,0,0,1,3,0,26.627,0,0,71.35,1,1
G2018000573,U01,2022,STEM,23.8,1,3.304,0,0,1,5,1,36.913,0,0,54.19,1,0
G2018000574,U02,2019,STEM,25.1,0,2.244,0,1,0,3,0,4.958,0,0,55.14,1,1
G2018000575,U07,2021,STEM,23.6,0,2.882,0,0,0,1,0,14.173,0,1,68.33,0,1
G2018000576,U03,2020,BUS,23.9,1,2.572,1,0,1,2,0,35.438,0,0,65.0,0,1
G2018000577,U04,2020,SOC,24.4,0,2.417,1,1,1,2,0,61.382,0,0,65.11,0,0
G2018000578,U05,2022,HLT,23.2,0,3.089,1,0,0,3,1,31.451,0,0,65.7,1,1
G2018000579,U07,2022,SOC,21.0,1,3.287,0,0,0,2,0,22.484,0,1,75.81,1,1
G2018000580,U05,2020,HUM,24.9,0,2.99,0,0,0,6,0,8.289,0,0,63.16,1,0
G2018000581,U08,2020,HLT,27.9,0,2.509,0,0,0,4,0,24.275,0,0,65.48,1,1
G2018000582,U05,2022,STEM,21.0,0,3.128,1,0,0,1,1,23.856,0,0,79.5,1,1
G2018000583,U03,2018,HLT,23.6,0,2.339,0,1,0,2,1,25.984,0,0,55.92,1,0
G2018000584,U02,2018,SOC,23.7,1,3.027,0,0,0,2,0,2.105,0,0,59.27,0,1
G2018000585,U02,2021,STEM,26.0,0,3.34,1,0,0,7,1,29.387,0,0,81.98,1,0
G2018000586,U08,2021,STEM,26.0,1,3.559,0,0,1,6,1,21.861,0,1,93.94,1,1
G2018000587,U05,2019,STEM,24.0,0,3.589,1,1,1,3,0,12.005,0,1,81.54,1,1
G2018000588,U08,2019,HLT,21.0,0,2.914,0,1,0,1,0,24.331,0,0,60.08,1,1
G2018000589,U01,2021,STEM,25.5,1,3.122,0,0,1,0,1,21.474,0,0,69.25,0,1
G2018000590,U05,2021,EDU,23.1,0,2.876,1,0,0,1,0,4.895,0,0,59.02,0,1
G2018000591,U01,2019,STEM,23.6,0,2.75,0,0,0,3,1,51.805,0,0,61.61,1,1
G2018000592,U04,2018,STEM,21.6,0,3.617,0,0,1,4,1,2.165,0,0,72.47,1,1
G2018000593,U05,2022,STEM,22.0,0,2.951,0,0,1,2,1,34.149,0,0,53.32,1,1
G2018000594,U02,2022,BUS,24.6,1,2.897,0,0,1,2,0,4.832,0,0,37.07,1,1
G2018000595,U07,2022,EDU,23.9,1,3.45,1,0,1,2,0,14.645,0,1,69.33,1,1
G2018000596,U08,2019,STEM,21.0,1,2.865,0,1,0,1,1,16.636,0,0,67.69,1,1
G2018000597,U03,2019,EDU,27.4,0,3.1,1,1,0,2,0,51.81,0,0,70.5,1,1
G2018000598,U01,2022,SOC,27.2,1,2.662,0,0,0,6,0,44.239,0,0,60.06,1,1
G2018000599,U02,2018,SOC,22.0,1,2.657,1,0,0,0,0,50.837,0,1,77.81,1,1
G2018000600,U02,2018,STEM,26.4,1,3.383,0,0,0,1,0,34.938,0,0,64.14,1,0
G2018000601,U08,2022,HLT,23.2,0,3.583,0,1,0,8,0,4.006,0,0,86.05,1,1
G2018000602,U06,2019,SOC,24.2,1,3.406,1,0,0,1,0,20.059,0,1,69.65,1,1
G2018000603,U02,2019,HUM,23.9,0,3.043,1,1,0,2,0,54.939,0,0,66.72,0,1
G2018000604,U03,2022,STEM,22.1,1,2.557,0,0,1,2,1,27.348,0,0,53.39,0,1
G2018000605,U05,2018,SOC,24.3,0,3.298,1,0,0,2,0,27.094,0,0,76.54,0,1
G2018000606,U03,2021,BUS,25.8,0,3.255,1,0,0,2,0,13.461,0,0,73.78,1,1
G2018000607,U03,2019,SOC,25.7,1,3.127,1,1,0,3,0,28.83,0,0,59.35,0,1
G2018000608,U07,2020,STEM,24.4,0,3.104,0,0,0,3,1,8.351,0,0,57.78,0,0
G2018000609,U08,2020,BUS,24.6,0,2.695,1,0,0,1,0,12.143,0,0,52.24,0,0
G2018000610,U02,2020,STEM,21.8,1,2.931,1,0,0,1,1,6.171,0,0,64.99,1,0
G2018000611,U01,2020,STEM,21.1,1,2.997,0,0,1,2,1,46.609,0,1,72.15,1,1
G2018000612,U08,2020,SOC,24.5,0,3.291,0,0,0,3,0,36.611,0,0,62.48,1,1
G2018000613,U02,2022,HLT,21.2,0,2.72,1,0,0,2,0,35.263,0,1,70.53,1,1
G2018000614,U02,2018,HUM,25.0,1,3.549,0,0,0,2,0,63.728,0,1,75.69,1,1
G2018000615,U04,2022,SOC,22.4,1,2.124,0,1,0,5,0,27.842,0,0,74.92,0,0
G2018000616,U05,2022,HLT,26.1,1,2.851,1,1,0,2,1,54.404,0,1,72.86,1,1
G2018000617,U01,2022,EDU,22.2,0,2.876,0,0,0,3,0,28.639,0,1,78.97,0,1
G2018000618,U08,2022,HUM,23.8,1,2.765,0,0,0,4,0,10.125,0,0,61.15,1,0
G2018000619,U03,2018,BUS,26.2,1,2.825,0,0,0,2,0,58.449,0,0,44.45,1,1
G2018000620,U06,2019,HUM,26.7,0,3.056,0,0,0,4,0,11.419,0,0,79.6,1,1
G2018000621,U02,2018,STEM,26.7,0,3.312,1,0,1,2,1,28.703,0,0,56.53,1,1
G2018000622,U06,2022,HUM,24.3,0,3.507,0,1,0,1,0,20.181,0,0,57.24,1,1
G2018000623,U02,2021,SOC,24.9,1,3.081,0,0,0,4,0,16.747,0,0,80.48,0,0
G2018000624,U08,2019,STEM,26.2,0,3.266,0,0,0,1,1,14.889,0,1,82.88,1,1
G2018000625,U01,2020,SOC,24.0,1,2.91,0,0,1,4,0,14.249,0,0,55.02,0,0
G2018000626,U02,2019,HLT,24.3,0,3.377,0,1,1,3,0,31.092,0,1,84.96,1,1
G2018000627,U04,2018,HLT,22.9,0,2.969,1,0,0,1,0,19.417,0,0,60.28,0,0
G2018000628,U07,2022,BUS,23.1,0,3.489,0,0,0,1,0,11.784,0,0,65.55,1,1
G2018000629,U07,2020,STEM,26.9,0,3.069,0,0,0,3,0,19.811,0,1,72.91,1,1
G2018000630,U03,2022,BUS,23.8,1,3.268,1,0,0,1,0,51.13,0,0,68.2,1,1
G2018000631,U07,2022,EDU,23.3,0,2.968,1,1,1,2,0,36.59,0,1,84.04,1,1
G2018000632,U08,2019,BUS,24.0,1,3.275,1,0,1,6,0,39.242,0,0,75.0,1,1
G2018000633,U04,2019,STEM,24.6,1,3.489,0,0,0,1,1,35.511,0,0,82.5,1,1
G2018000634,U07,2019,BUS,25.4,0,3.146,0,0,1,0,0,22.65,0,0,56.91,1,1
G2018000635,U02,2018,HUM,25.0,1,3.0,0,0,1,3,0,33.589,0,0,68.24,0,1
G2018000636,U01,2021,SOC,25.9,0,3.768,1,0,0,2,0,22.319,0,0,67.94,1,0
G2018000637,U07,2022,BUS,22.2,1,3.098,0,0,0,6,0,35.154,0,0,58.11,1,0
G2018000638,U08,2018,EDU,24.4,0,3.916,0,1,1,5,0,32.341,0,0,76.5,1,1
G2018000639,U05,2022,SOC,22.6,0,3.527,0,0,0,3,0,21.752,0,0,66.29,0,1
G2018000640,U01,2022,STEM,23.1,0,2.999,0,0,0,2,1,14.561,0,0,76.19,1,1
G2018000641,U03,2018,HUM,23.4,0,3.043,0,0,0,2,0,24.825,0,0,50.42,1,0
G2018000642,U02,2021,BUS,23.8,0,3.211,0,0,0,4,0,24.948,0,0,74.89,1,1
G2018000643,U01,2019,STEM,25.3,0,3.582,0,0,0,2,0,40.77,0,1,75.52,1,1
G2018000644,U08,2018,EDU,22.5,1,2.783,0,0,0,2,0,31.527,0,0,52.94,1,1
G2018000645,U03,2022,EDU,24.1,1,2.868,0,0,0,2,0,10.967,0,0,58.24,1,0
G2018000646,U08,2021,STEM,24.8,1,3.108,0,0,0,3,0,26.895,0,0,57.7,1,1
G2018000647,U07,2022,EDU,24.5,0,3.047,0,0,0,3,0,33.011,0,0,63.62,0,1
G2018000648,U05,2022,STEM,24.1,1,2.502,1,0,0,5,1,18.47,0,1,95.89,1,1
G2018000649,U08,2019,STEM,21.9,0,4.0,0,1,0,2,1,28.955,0,0,68.22,1,1
G2018000650,U05,2019,SOC,25.4,0,3.401,0,0,0,3,0,17.437,0,1,70.43,1,1
G2018000651,U06,2018,BUS,25.0,1,3.246,0,0,0,4,0,28.994,0,0,68.1,1,1
G2018000652,U02,2019,HUM,21.3,1,2.554,0,0,0,4,0,35.455,0,1,58.48,1,1
G2018000653,U06,2018,SOC,25.8,1,2.484,0,0,0,2,0,18.866,0,0,53.31,0,0
G2018000654,U06,2018,SOC,25.8,1,2.985,0,0,1,4,0,23.311,0,0,59.61,0,0
G2018000655,U06,2022,STEM,24.4,1,3.953,1,0,1,2,1,12.463,0,0,83.24,1,1
G2018000656,U06,2020,BUS,22.6,0,3.199,0,0,1,1,0,59.976,0,0,46.32,1,0
G2018000657,U03,2022,HLT,23.6,0,2.881,1,0,0,1,1,29.547,0,0,69.24,1,1
G2018000658,U01,2021,STEM,24.7,1,2.968,0,0,0,3,0,8.148,0,0,66.43,1,1
G2018000659,U07,2022,HLT,24.1,1,3.623,0,1,1,2,0,11.344,0,0,50.32,1,0
G2018000660,U03,2021,STEM,26.7,0,3.066,0,0,0,1,1,38.044,0,0,52.43,1,1
G2018000661,U05,2020,STEM,24.0,0,2.617,1,0,1,6,1,38.719,0,0,64.63,1,0
G2018000662,U07,2021,STEM,23.5,0,2.614,0,0,1,1,1,62.236,0,0,61.94,1,0
G2018000663,U02,2021,HUM,24.1,1,3.349,0,0,0,4,0,23.776,0,1,83.29,1,1
G2018000664,U04,2019,BUS,24.4,1,3.124,0,0,1,1,0,26.683,0,0,60.33,1,1
G2018000665,U05,2021,SOC,27.3,1,3.764,1,0,0,1,0,35.371,0,0,52.58,0,0
G2018000666,U02,2022,BUS,27.2,0,3.565,0,0,0,0,0,22.321,0,0,55.36,1,0
G2018000667,U06,2020,HUM,23.6,0,2.849,0,0,1,3,0,34.552,0,0,63.72,1,0
G2018000668,U03,2022,BUS,24.5,1,2.676,0,0,1,3,0,28.139,0,0,60.16,1,1
G2018000669,U08,2020,EDU,24.0,1,3.924,0,0,0,1,0,20.785,0,0,59.63,1,0
G2018000670,U01,2018,SOC,26.7,1,2.683,1,0,1,2,0,69.463,0,0,56.86,1,1
G2018000671,U02,2019,BUS,23.9,1,3.942,1,0,0,2,0,41.174,0,1,79.98,1,1
G2018000672,U05,2022,STEM,24.3,0,2.933,1,0,0,4,0,20.657,0,1,75.68,1,1
G2018000673,U06,2018,STEM,24.2,1,2.848,0,0,0,5,0,38.889,0,0,70.59,0,1
G2018000674,U08,2022,BUS,23.9,0,3.715,0,0,0,2,0,6.502,0,0,66.72,1,0
G2018000675,U04,2019,STEM,25.5,0,2.679,0,0,0,0,0,27.457,0,0,54.64,0,0
G2018000676,U08,2022,STEM,24.1,1,3.166,0,0,1,2,1,35.604,0,0,47.24,1,1
G2018000677,U05,2021,BUS,25.1,0,2.763,0,0,0,4,0,8.301,0,0,65.01,1,0
G2018000678,U01,2022,STEM,25.6,1,2.785,0,0,1,2,1,17.523,0,1,82.84,1,1
G2018000679,U06,2020,SOC,23.8,1,3.144,1,0,0,1,0,13.16,0,0,77.06,1,1
G2018000680,U08,2022,BUS,27.0,0,3.03,1,0,1,4,0,12.705,0,1,78.06,1,1
G2018000681,U03,2018,STEM,24.0,0,3.391,1,0,0,4,1,14.616,0,0,71.72,1,1
G2018000682,U02,2022,SOC,25.1,1,2.973,1,1,0,0,0,20.929,0,0,67.25,1,0
G2018000683,U05,2022,EDU,25.6,1,3.495,0,0,0,2,0,44.675,0,0,76.14,1,1
G2018000684,U05,2022,HUM,25.8,1,3.255,1,0,0,4,0,15.412,0,0,72.15,1,1
G2018000685,U03,2022,SOC,25.7,1,2.939,1,0,1,1,0,22.421,0,1,60.44,1,1
G2018000686,U07,2018,STEM,25.0,0,3.143,0,0,0,2,0,56.848,0,0,66.03,1,1
G2018000687,U04,2018,SOC,23.7,1,3.42,0,1,1,2,0,13.935,0,0,72.41,1,1
G2018000688,U01,2020,SOC,23.0,0,3.004,0,0,0,0,0,48.886,0,1,68.85,1,1
G2018000689,U02,2022,STEM,28.1,1,3.393,0,0,0,2,0,43.412,0,0,61.74,1,1
G2018000690,U02,2020,BUS,21.3,0,2.974,1,0,0,2,0,36.851,0,1,76.54,1,1
G2018000691,U05,2018,STEM,25.6,0,3.098,1,1,0,4,1,6.999,0,1,74.36,0,1
G2018000692,U02,2022,SOC,28.0,0,2.387,0,0,0,4,0,28.161,0,0,53.32,1,1
G2018000693,U04,2018,BUS,27.9,1,3.172,1,1,1,1,0,23.325,0,0,65.47,1,0
G2018000694,U01,2018,SOC,27.3,0,2.84,0,0,0,1,0,31.813,0,0,66.77,0,0
G2018000695,U07,2021,SOC,26.9,1,2.872,0,0,0,0,0,48.803,0,0,49.82,1,0
G2018000696,U02,2019,STEM,25.7,0,3.879,1,0,0,1,1,13.633,0,0,55.2,1,1
G2018000697,U06,2018,EDU,21.0,0,3.367,0,0,0,1,0,12.313,0,0,56.64,1,1
G2018000698,U07,2020,SOC,26.5,0,3.373,1,0,0,3,0,13.509,0,0,77.0,1,1
G2018000699,U06,2018,BUS,28.4,0,2.208,0,1,1,2,0,11.197,0,0,72.6,1,1
G2018000700,U05,2020,HUM,26.9,0,3.627,0,0,0,4,0,5.549,0,1,82.38,1,1
G2018000701,U04,2018,BUS,22.2,1,3.514,1,1,1,1,0,10.93,0,1,77.2,1,1
G2018000702,U06,2019,BUS,21.4,0,2.981,0,0,0,4,0,21.572,0,0,64.8,1,1
G2018000703,U08,2019,BUS,23.6,1,3.369,1,0,0,0,0,35.224,0,0,56.79,0,0
G2018000704,U08,2019,BUS,24.4,1,2.632,0,0,0,3,0,7.35,0,0,70.76,1,0
G2018000705,U01,2021,STEM,22.8,1,2.525,0,1,0,5,1,19.025,0,1,78.17,1,1
G2018000706,U01,2020,STEM,23.5,0,3.451,0,0,1,3,1,22.933,0,1,81.51,1,1
G2018000707,U02,2018,HLT,28.1,1,2.741,1,0,0,3,1,32.729,0,0,80.79,1,0
G2018000708,U07,2019,HLT,21.3,1,3.693,1,1,1,2,1,29.785,0,0,70.64,1,1
G2018000709,U04,2022,HUM,21.8,1,2.7,0,0,1,4,0,7.535,0,0,50.23,1,1
G2018000710,U05,2019,SOC,23.7,0,2.424,0,1,0,4,0,31.833,0,0,49.28,1,1
G2018000711,U05,2018,HUM,22.6,1,3.082,0,1,1,2,0,17.446,0,1,77.21,1,1
G2018000712,U07,2019,SOC,24.1,0,3.107,0,0,0,5,0,8.195,0,0,64.72,1,1
G2018000713,U06,2022,HUM,22.9,0,3.37,0,0,1,2,0,38.333,0,1,83.7,1,1
G2018000714,U06,2022,SOC,21.0,0,3.678,0,0,0,2,0,40.623,0,0,81.01,1,1
G2018000715,U06,2022,BUS,26.0,1,3.001,0,0,0,5,0,29.077,0,0,58.58,1,1
G2018000716,U06,2019,SOC,23.3,1,2.7,0,0,1,1,0,37.104,0,0,70.37,1,1
G2018000717,U07,2018,BUS,24.6,1,3.243,1,0,0,2,0,14.217,0,0,69.43,1,1
G2018000718,U06,2018,STEM,23.4,1,2.6,0,0,1,5,1,11.258,0,0,53.93,1,0
G2018000719,U03,2019,STEM,25.1,1,2.743,0,0,0,2,1,3.38,0,0,61.11,1,0
G2018000720,U08,2019,HLT,24.1,1,3.215,0,0,1,2,0,9.567,0,0,73.15,1,1
G2018000721,U03,2018,BUS,23.2,0,2.398,0,0,1,7,0,22.363,0,0,72.78,1,1
G2018000722,U04,2018,SOC,24.9,1,3.164,0,0,0,3,0,15.13,0,1,75.3,1,1
G2018000723,U04,2019,HUM,22.7,1,3.063,0,0,0,5,0,16.697,0,1,85.42,1,1
G2018000724,U07,2021,BUS,21.9,1,3.343,0,0,1,2,0,24.655,0,1,57.68,1,1
G2018000725,U08,2021,HLT,24.3,0,3.094,0,0,1,4,1,17.58,0,0,73.45,1,1
G2018000726,U03,2021,BUS,22.7,0,2.747,0,0,1,2,0,12.73,0,0,54.83,1,1
G2018000727,U06,2022,BUS,27.0,1,2.325,0,0,0,1,0,32.819,0,0,64.94,1,1
G2018000728,U06,2020,BUS,23.0,0,3.197,0,0,0,1,0,12.698,0,1,65.61,0,1
G2018000729,U05,2018,BUS,25.4,1,4.0,1,0,0,6,0,26.553,0,1,93.56,1,1
G2018000730,U04,2021,STEM,24.5,1,2.317,0,0,1,2,0,28.682,0,0,72.35,0,0
G2018000731,U01,2019,SOC,24.6,0,3.458,0,0,1,2,0,41.774,0,0,55.64,1,0
G2018000732,U01,2019,STEM,21.0,0,3.578,1,0,1,3,1,11.279,0,1,80.95,1,1
G2018000733,U06,2021,SOC,24.0,1,3.378,0,0,0,1,0,17.996,0,0,67.57,1,1
G2018000734,U02,2020,SOC,25.5,1,3.441,0,0,1,3,0,29.705,0,0,62.56,1,1
G2018000735,U06,2021,BUS,21.4,1,2.977,0,0,0,2,0,56.209,0,0,64.84,0,0
G2018000736,U02,2021,SOC,27.3,0,2.633,0,0,1,5,0,12.691,0,0,66.37,0,0
G2018000737,U02,2020,EDU,28.8,0,2.977,1,1,0,3,0,32.223,0,0,62.3,0,1
G2018000738,U05,2020,STEM,24.2,1,3.641,0,0,0,3,0,2.285,0,0,63.52,1,1
G2018000739,U03,2022,HLT,26.0,1,2.42,0,0,0,2,1,35.997,0,1,57.09,1,1
G2018000740,U08,2020,SOC,26.0,1,3.574,1,0,1,0,0,31.092,0,0,47.75,1,1
G2018000741,U08,2020,HLT,27.4,0,3.273,0,0,1,4,1,55.4,0,0,76.36,1,1
G2018000742,U07,2020,STEM,26.1,1,3.276,0,0,0,2,1,14.638,0,0,59.75,1,1
G2018000743,U02,2021,HLT,27.6,0,2.815,0,0,0,2,1,30.61,0,0,58.85,1,1
G2018000744,U07,2018,STEM,24.8,0,3.0,1,0,0,2,0,8.605,0,0,70.39,1,0
G2018000745,U02,2022,BUS,25.2,1,2.971,1,0,0,4,0,51.237,0,0,65.59,1,0
G2018000746,U06,2018,HLT,27.7,1,3.152,0,1,0,3,1,15.507,0,0,61.24,1,1
G2018000747,U04,2021,SOC,23.5,0,2.51,1,0,0,4,0,13.263,0,0,66.1,1,1
G2018000748,U02,2020,EDU,25.4,0,3.661,0,0,1,5,0,12.854,0,1,86.47,1,1
G2018000749,U07,2018,EDU,22.0,0,3.097,1,0,0,3,0,10.592,0,0,65.13,1,1
G2018000750,U02,2022,SOC,24.2,1,2.834,0,0,0,3,0,23.614,0,0,83.42,1,1
G2018000751,U02,2020,STEM,27.5,1,3.406,0,0,0,1,0,13.708,0,0,76.24,1,0
G2018000752,U02,2021,EDU,22.6,0,2.392,0,0,0,4,0,10.299,0,0,69.21,0,0
G2018000753,U05,2020,BUS,26.0,1,3.794,0,0,0,6,0,27.37,0,0,78.04,1,1
G2018000754,U02,2020,HUM,23.5,0,3.434,0,0,1,3,0,10.809,0,0,69.47,0,0
G2018000755,U03,2020,STEM,22.7,1,2.476,0,0,0,2,1,37.07,0,0,60.18,1,1
G2018000756,U04,2019,STEM,21.0,0,3.556,0,0,0,4,0,29.101,0,0,72.3,1,1
G2018000757,U01,2019,HUM,25.5,0,2.968,0,0,0,3,0,31.12,0,0,51.55,1,1
G2018000758,U01,2021,SOC,25.1,0,2.372,0,0,1,2,0,11.58,0,0,47.16,0,1
G2018000759,U06,2019,STEM,25.8,1,3.764,0,0,0,2,1,17.043,0,0,64.94,1,1
G2018000760,U03,2021,STEM,23.1,0,3.355,0,0,1,3,0,2.855,0,0,61.81,1,0
G2018000761,U02,2020,SOC,25.6,0,3.263,1,0,0,1,0,11.463,0,0,60.82,1,1
G2018000762,U03,2019,HLT,21.6,0,3.29,0,1,1,2,1,14.71,0,0,62.26,1,1
G2018000763,U05,2020,EDU,24.8,1,3.025,0,0,1,3,0,6.33,0,0,65.3,0,1
G2018000764,U01,2022,BUS,21.9,1,2.162,0,0,0,2,0,69.097,0,0,57.03,1,1
G2018000765,U06,2021,HLT,23.5,0,1.984,1,0,1,2,1,31.016,0,0,52.08,1,1
G2018000766,U01,2018,HUM,22.1,1,3.441,1,0,1,3,0,13.617,0,0,78.78,1,1
G2018000767,U01,2018,HLT,22.4,0,3.57,0,0,0,4,1,55.299,0,0,80.34,1,1
G2018000768,U07,2022,EDU,25.6,1,2.688,1,0,1,3,0,37.345,0,0,60.61,1,1
G2018000769,U03,2020,SOC,28.8,1,3.002,0,0,0,1,0,30.685,0,0,54.08,1,1
G2018000770,U07,2019,SOC,23.4,0,2.327,1,0,1,1,0,33.404,0,0,58.02,1,0
G2018000771,U04,2022,STEM,25.7,1,2.823,0,0,1,1,1,84.108,1,0,86.21,0,0
G2018000772,U02,2022,BUS,26.5,0,2.994,0,0,0,2,0,42.979,0,1,72.68,0,1
G2018000773,U07,2021,STEM,21.8,0,2.652,1,0,0,0,1,38.273,0,0,48.41,1,1
G2018000774,U03,2018,HLT,21.0,0,2.839,0,0,1,1,1,40.628,0,0,54.11,1,1
G2018000775,U06,2021,STEM,25.4,1,3.577,0,0,0,2,0,46.976,0,0,59.97,0,0
G2018000776,U07,2021,STEM,23.7,0,2.754,0,0,1,0,0,28.694,0,0,59.72,1,0
G2018000777,U04,2019,EDU,25.9,1,3.07,0,0,0,0,0,8.594,0,0,55.9,1,1
G2018000778,U05,2020,STEM,25.1,1,3.155,0,0,1,3,0,9.272,0,1,67.57,1,1
G2018000779,U07,2019,BUS,23.9,1,3.216,0,0,0,4,0,18.458,0,0,65.84,1,1
G2018000780,U02,2021,BUS,25.6,1,2.855,1,0,0,2,0,14.821,0,0,55.13,0,1
G2018000781,U01,2021,STEM,21.5,0,3.154,0,0,0,3,0,41.155,0,0,73.82,0,0
G2018000782,U08,2020,STEM,24.3,0,2.888,1,0,1,2,0,31.433,0,1,77.41,1,1
G2018000783,U03,2018,STEM,27.4,1,2.158,1,0,1,3,1,28.584,0,0,52.45,1,1
G2018000784,U03,2021,BUS,24.1,0,3.864,0,1,0,3,0,5.205,0,0,66.75,1,1
G2018000785,U06,2018,STEM,24.5,1,3.169,0,0,0,5,1,2.564,0,0,79.96,1,1
G2018000786,U07,2020,STEM,21.8,1,3.196,0,1,0,1,1,64.445,0,1,75.34,0,1
G2018000787,U08,2020,STEM,28.3,1,3.079,0,0,0,2,0,14.521,0,1,80.12,1,1
G2018000788,U05,2020,BUS,24.8,0,3.014,0,1,1,4,0,30.251,0,0,72.94,0,1
G2018000789,U07,2021,SOC,21.7,1,3.674,0,1,0,5,0,23.741,0,0,70.59,1,1
G2018000790,U08,2020,STEM,23.3,1,3.156,0,1,0,4,0,60.081,0,0,84.85,1,1
G2018000791,U06,2020,STEM,21.0,0,3.35,0,0,0,5,0,24.057,0,0,77.95,0,0
G2018000792,U03,2019,HLT,22.9,0,3.098,1,0,1,1,1,34.406,0,1,87.89,1,1
G2018000793,U05,2021,EDU,24.0,1,2.975,1,0,0,3,0,28.734,0,0,77.25,0,1
G2018000794,U05,2018,HUM,27.9,0,2.553,0,0,1,0,0,14.34,0,1,55.15,1,1
G2018000795,U07,2019,EDU,25.8,0,2.597,0,0,0,1,0,48.566,0,0,60.28,1,1
G2018000796,U04,2020,SOC,25.7,1,2.891,0,0,1,0,0,46.4,0,0,52.3,0,0
G2018000797,U08,2018,BUS,24.3,0,3.318,0,0,0,1,0,15.765,0,0,62.95,1,1
G2018000798,U02,2021,SOC,21.0,0,3.341,0,0,0,1,0,29.483,0,0,58.12,1,1
